,census_tract,Total population in occupied housing units:,Owner_occupied,Owner_occupied_Moved in 1999 or earlier,Renter_occupied,Renter_occupied_Moved in 1999 or earlier,year,percent_owners,percent_renters,percent_old_owners,percent_old_renters,renters_owners_ratio,old_renters_owners_ratio
121,912.0,2878,1144,501,1734,232,2017,0.39749826268241834,0.6025017373175816,0.4379370629370629,0.2889273356401384,0.6597462514417531,2.1594827586206895
92,912.0,3117,1323,775,1794,238,2018,0.424446583253128,0.575553416746872,0.5857898715041572,0.4319955406911929,0.7374581939799331,3.2563025210084033
65,912.0,3226,1472,901,1754,91,2019,0.45629262244265345,0.5437073775573465,0.6120923913043478,0.5136830102622577,0.8392246294184721,9.901098901098901
36,912.0,3050,1309,737,1741,113,2020,0.42918032786885246,0.5708196721311476,0.5630252100840336,0.4233199310740953,0.7518667432510052,6.522123893805309
7,912.0,2942,1075,673,1867,33,2021,0.3653976886471788,0.6346023113528212,0.626046511627907,0.3604713444027852,0.5757900374933048,20.393939393939394
325,913.0,1741,271,208,1470,278,2010,0.1556576680068926,0.8443423319931074,0.7675276752767528,0.1414965986394558,0.18435374149659864,0.7482014388489209
296,913.0,1886,381,278,1505,137,2011,0.20201484623541888,0.7979851537645811,0.7296587926509186,0.18471760797342193,0.253156146179402,2.0291970802919708
267,913.0,2239,374,217,1865,243,2012,0.16703885663242518,0.8329611433675748,0.5802139037433155,0.11635388739946381,0.2005361930294906,0.8930041152263375
238,913.0,2522,442,186,2080,315,2013,0.17525773195876287,0.8247422680412371,0.42081447963800905,0.08942307692307692,0.2125,0.5904761904761905
209,913.0,2579,494,243,2085,369,2014,0.1915471112834432,0.8084528887165569,0.49190283400809715,0.11654676258992806,0.23693045563549162,0.6585365853658537
180,913.0,2591,576,256,2015,278,2015,0.22230798919336164,0.7776920108066384,0.4444444444444444,0.1270471464019851,0.2858560794044665,0.920863309352518
151,913.0,2691,635,307,2056,290,2016,0.23597175771088816,0.7640282422891118,0.48346456692913387,0.14931906614785992,0.308852140077821,1.0586206896551724
122,913.0,2554,717,335,1837,177,2017,0.2807361002349256,0.7192638997650744,0.46722454672245467,0.1823625476320087,0.39031028851388133,1.8926553672316384
93,913.0,2556,652,295,1904,97,2018,0.25508607198748046,0.7449139280125195,0.45245398773006135,0.15493697478991597,0.34243697478991597,3.0412371134020617
66,913.0,2671,634,226,2037,99,2019,0.2373642830400599,0.7626357169599401,0.35646687697160884,0.11094747177221403,0.3112420225822288,2.282828282828283
37,913.0,2754,828,364,1926,74,2020,0.3006535947712418,0.6993464052287581,0.4396135265700483,0.18899273104880582,0.42990654205607476,4.918918918918919
8,913.0,2397,852,300,1545,11,2021,0.35544430538172717,0.6445556946182729,0.352112676056338,0.1941747572815534,0.5514563106796116,27.272727272727273
326,914.0,2008,716,465,1292,430,2010,0.3565737051792829,0.6434262948207171,0.6494413407821229,0.35990712074303405,0.5541795665634675,1.0813953488372092
297,914.0,1884,718,421,1166,284,2011,0.38110403397027603,0.618895966029724,0.5863509749303621,0.36106346483704976,0.6157804459691252,1.482394366197183
268,914.0,1981,738,457,1243,204,2012,0.37253912165572944,0.6274608783442706,0.6192411924119241,0.3676588897827836,0.5937248592115849,2.2401960784313726
239,914.0,2135,682,335,1453,223,2013,0.31943793911007023,0.6805620608899298,0.4912023460410557,0.23055746730901583,0.46937370956641433,1.5022421524663676
210,914.0,2386,796,343,1590,228,2014,0.3336127409891031,0.6663872590108969,0.43090452261306533,0.21572327044025158,0.5006289308176101,1.5043859649122806
181,914.0,2479,858,383,1621,271,2015,0.34610730133118195,0.653892698668818,0.44638694638694637,0.23627390499691547,0.5293028994447871,1.4132841328413284
152,914.0,2692,951,455,1741,295,2016,0.3532689450222883,0.6467310549777118,0.4784437434279706,0.26134405514072373,0.5462377943710511,1.5423728813559323
123,914.0,2826,1110,535,1716,329,2017,0.39278131634819535,0.6072186836518046,0.481981981981982,0.3117715617715618,0.6468531468531469,1.6261398176291793
94,914.0,2900,1242,584,1658,247,2018,0.4282758620689655,0.5717241379310345,0.47020933977455714,0.35223160434258144,0.7490952955367913,2.3643724696356276
67,914.0,2983,1323,684,1660,263,2019,0.44351324170298356,0.5564867582970164,0.5170068027210885,0.41204819277108434,0.7969879518072289,2.6007604562737643
38,914.0,3056,1433,664,1623,174,2020,0.468913612565445,0.5310863874345549,0.4633635729239358,0.4091189155884165,0.8829328404189772,3.8160919540229883
9,914.0,2764,1302,491,1462,120,2021,0.4710564399421129,0.5289435600578871,0.3771121351766513,0.33584131326949385,0.8905608755129959,4.091666666666667
327,915.0,4778,1541,1022,3237,706,2010,0.322519882796149,0.6774801172038509,0.6632057105775471,0.3157244362063639,0.476058078467717,1.4475920679886685
298,915.0,4809,1408,767,3401,624,2011,0.2927843626533583,0.7072156373466417,0.5447443181818182,0.22552190532196412,0.41399588356365774,1.2291666666666667
269,915.0,4954,1382,706,3572,590,2012,0.2789664917238595,0.7210335082761405,0.5108538350217077,0.19764837625979842,0.38689809630459127,1.1966101694915254
240,915.0,4753,1477,883,3276,503,2013,0.31075110456553756,0.6892488954344624,0.5978334461746784,0.2695360195360195,0.45085470085470086,1.7554671968190856
211,915.0,4602,1453,801,3149,526,2014,0.3157322903085615,0.6842677096914385,0.5512732278045424,0.25436646554461734,0.4614163226421086,1.5228136882129277
182,915.0,4801,1674,838,3127,450,2015,0.34867735888356594,0.6513226411164341,0.5005973715651135,0.26798848736808445,0.5353373840741925,1.8622222222222222
153,915.0,4873,1768,934,3105,381,2016,0.36281551405704904,0.637184485942951,0.5282805429864253,0.300805152979066,0.5694041867954911,2.4514435695538057
124,915.0,5206,2261,1263,2945,466,2017,0.4343065693430657,0.5656934306569343,0.5586023883237505,0.42886247877758915,0.7677419354838709,2.7103004291845494
95,915.0,5048,2186,936,2862,482,2018,0.43304278922345485,0.5669572107765452,0.4281793229643184,0.3270440251572327,0.7638015373864431,1.941908713692946
68,915.0,5192,2527,1118,2665,225,2019,0.4867103235747304,0.5132896764252697,0.44242184408389396,0.4195121951219512,0.9482176360225141,4.9688888888888885
39,915.0,4752,2176,950,2576,170,2020,0.45791245791245794,0.5420875420875421,0.4365808823529412,0.3687888198757764,0.84472049689441,5.588235294117647
10,915.0,4194,1965,703,2229,103,2021,0.4685264663805436,0.5314735336194564,0.35776081424936385,0.3153880663974877,0.8815612382234186,6.825242718446602
328,916.0,3363,597,292,2766,699,2010,0.17752007136485282,0.8224799286351472,0.48911222780569513,0.10556760665220535,0.2158351409978308,0.4177396280400572
299,916.0,3517,685,340,2832,556,2011,0.1947682684105772,0.8052317315894228,0.49635036496350365,0.12005649717514125,0.24187853107344634,0.6115107913669064
270,916.0,3739,966,331,2773,606,2012,0.25835784969243114,0.7416421503075689,0.34265010351966874,0.11936530833032817,0.34835917778579156,0.5462046204620462
241,916.0,3296,965,412,2331,279,2013,0.29277912621359226,0.7072208737864077,0.42694300518134715,0.17674817674817675,0.413985413985414,1.4767025089605734
212,916.0,3294,870,444,2424,199,2014,0.2641165755919854,0.7358834244080146,0.5103448275862069,0.18316831683168316,0.3589108910891089,2.2311557788944723
183,916.0,3323,822,336,2501,314,2015,0.24736683719530544,0.7526331628046945,0.40875912408759124,0.13434626149540185,0.3286685325869652,1.070063694267516
154,916.0,3340,704,131,2636,121,2016,0.21077844311377245,0.7892215568862275,0.18607954545454544,0.04969650986342944,0.26707132018209406,1.0826446280991735
125,916.0,2897,562,182,2335,167,2017,0.19399378667587158,0.8060062133241284,0.3238434163701068,0.07794432548179872,0.24068522483940044,1.089820359281437
96,916.0,3043,602,144,2441,89,2018,0.19783108774235952,0.8021689122576405,0.23920265780730898,0.058992216304793114,0.2466202376075379,1.6179775280898876
69,916.0,3031,582,153,2449,257,2019,0.19201583635763775,0.8079841636423623,0.26288659793814434,0.062474479379338504,0.23764801959983667,0.5953307392996109
40,916.0,2780,523,148,2257,124,2020,0.1881294964028777,0.8118705035971223,0.2829827915869981,0.06557377049180328,0.23172352680549402,1.1935483870967742
11,916.0,2579,498,136,2081,170,2021,0.19309810003877473,0.8069018999612253,0.27309236947791166,0.06535319557904853,0.23930802498798653,0.8
329,917.0,3248,1166,882,2082,312,2010,0.3589901477832512,0.6410098522167488,0.7564322469982847,0.42363112391930835,0.5600384245917387,2.826923076923077
300,917.0,3208,1151,811,2057,216,2011,0.3587905236907731,0.641209476309227,0.7046046915725456,0.394263490520175,0.5595527467185221,3.7546296296296298
271,917.0,3314,1111,577,2203,231,2012,0.3352444176222088,0.6647555823777912,0.5193519351935193,0.26191556967771223,0.5043123014071721,2.497835497835498
242,917.0,3411,1043,380,2368,242,2013,0.30577543242450894,0.6942245675754911,0.36433365292425696,0.16047297297297297,0.4404560810810811,1.5702479338842976
213,917.0,3786,1271,364,2515,166,2014,0.33571051241415745,0.6642894875858426,0.2863886703383163,0.14473161033797216,0.5053677932405567,2.1927710843373496
184,917.0,3288,973,327,2315,203,2015,0.2959245742092457,0.7040754257907542,0.33607399794450155,0.14125269978401728,0.4203023758099352,1.6108374384236452
155,917.0,3298,897,259,2401,186,2016,0.27198302001212854,0.7280169799878714,0.2887402452619844,0.10787172011661808,0.37359433569346107,1.39247311827957
126,917.0,3224,1041,370,2183,149,2017,0.3228908188585608,0.6771091811414393,0.3554274735830932,0.1694915254237288,0.47686669720568026,2.4832214765100673
97,917.0,3188,1017,406,2171,143,2018,0.31900878293601004,0.68099121706399,0.3992133726647001,0.18701059419622293,0.46844771994472595,2.839160839160839
70,917.0,3238,1001,526,2237,149,2019,0.3091414453366276,0.6908585546633724,0.5254745254745254,0.23513634331694233,0.44747429593205185,3.530201342281879
41,917.0,3502,1290,694,2212,88,2020,0.3683609366076528,0.6316390633923472,0.537984496124031,0.31374321880650996,0.5831826401446655,7.886363636363637
12,917.0,3447,1122,631,2325,240,2021,0.32550043516100957,0.6744995648389904,0.5623885918003565,0.2713978494623656,0.48258064516129034,2.629166666666667
330,918.0,2929,1158,606,1771,426,2010,0.39535677705701605,0.604643222942984,0.5233160621761658,0.34217955957086393,0.6538678712591756,1.4225352112676057
301,918.0,3269,1149,693,2120,473,2011,0.3514836341388804,0.6485163658611196,0.6031331592689295,0.3268867924528302,0.5419811320754717,1.4651162790697674
272,918.0,3388,1309,779,2079,550,2012,0.38636363636363635,0.6136363636363636,0.5951107715813598,0.3746993746993747,0.6296296296296297,1.4163636363636363
243,918.0,3484,1139,637,2345,688,2013,0.3269230769230769,0.6730769230769231,0.559262510974539,0.2716417910447761,0.4857142857142857,0.9258720930232558
214,918.0,3761,937,700,2824,529,2014,0.2491358681201808,0.7508641318798192,0.7470651013874067,0.24787535410764872,0.33179886685552407,1.3232514177693762
185,918.0,3757,819,640,2938,405,2015,0.2179930795847751,0.7820069204152249,0.7814407814407814,0.21783526208304968,0.27876106194690264,1.5802469135802468
156,918.0,3770,837,580,2933,386,2016,0.2220159151193634,0.7779840848806366,0.6929510155316607,0.19774974428912376,0.28537333787930447,1.5025906735751295
127,918.0,3576,673,541,2903,133,2017,0.18819910514541388,0.8118008948545862,0.8038632986627043,0.1863589390285911,0.23182914226662074,4.067669172932331
98,918.0,3473,687,577,2786,98,2018,0.19781169018139938,0.8021883098186007,0.8398835516739447,0.20710696338837042,0.24659009332376167,5.887755102040816
71,918.0,3526,671,403,2855,118,2019,0.19030062393647193,0.809699376063528,0.6005961251862891,0.14115586690017512,0.23502626970227672,3.4152542372881354
42,918.0,3529,915,391,2614,87,2020,0.2592802493624256,0.7407197506375743,0.4273224043715847,0.14957918898240244,0.3500382555470543,4.494252873563219
13,918.0,3275,825,408,2450,43,2021,0.25190839694656486,0.7480916030534351,0.49454545454545457,0.16653061224489796,0.336734693877551,9.488372093023257
331,919.0,3577,1475,416,2102,276,2010,0.41235672351132235,0.5876432764886776,0.28203389830508474,0.19790675547098002,0.7017126546146527,1.5072463768115942
302,919.0,3851,1682,609,2169,298,2011,0.4367696702155284,0.5632303297844715,0.3620689655172414,0.28077455048409405,0.7754725680036884,2.0436241610738257
273,919.0,4072,1861,845,2211,415,2012,0.4570235756385069,0.5429764243614931,0.4540569586243955,0.38218000904568067,0.8417005879692447,2.036144578313253
244,919.0,4115,1767,759,2348,473,2013,0.42940461725394896,0.570595382746051,0.4295415959252971,0.32325383304940375,0.7525553662691652,1.6046511627906976
215,919.0,3875,1713,958,2162,474,2014,0.44206451612903225,0.5579354838709677,0.5592527729130181,0.4431082331174838,0.7923219241443108,2.021097046413502
186,919.0,4001,1619,794,2382,436,2015,0.4046488377905524,0.5953511622094476,0.490426189005559,0.3333333333333333,0.6796809403862301,1.8211009174311927
157,919.0,4000,1498,735,2502,418,2016,0.3745,0.6255,0.49065420560747663,0.29376498800959233,0.5987210231814548,1.7583732057416268
128,919.0,3991,1624,883,2367,290,2017,0.40691556001002255,0.5930844399899774,0.5437192118226601,0.3730460498521335,0.6861005492184199,3.0448275862068965
99,919.0,4173,1862,940,2311,267,2018,0.44620177330457705,0.553798226695423,0.5048335123523093,0.4067503245348334,0.8057118130679359,3.5205992509363297
72,919.0,4507,2116,1087,2391,221,2019,0.46949190148657644,0.5305080985134235,0.5137051039697542,0.45462149728147216,0.8849853617733167,4.918552036199095
43,919.0,4526,2112,1005,2414,187,2020,0.46663720724701724,0.5333627927529828,0.4758522727272727,0.4163214581607291,0.8748964374482188,5.374331550802139
14,919.0,4556,1917,959,2639,172,2021,0.4207638279192274,0.5792361720807726,0.5002608242044861,0.363395225464191,0.7264115195149677,5.575581395348837
332,920.0,5174,2007,1118,3167,925,2010,0.38790104367993816,0.6120989563200618,0.5570503238664674,0.3530154720555731,0.633722766024629,1.2086486486486487
303,920.0,5313,1898,960,3415,758,2011,0.3572369659326181,0.6427630340673819,0.505795574288725,0.28111273792093705,0.555783308931186,1.266490765171504
274,920.0,5267,1505,763,3762,859,2012,0.28574140877159676,0.7142585912284033,0.5069767441860465,0.20281765018607123,0.40005316321105794,0.8882421420256111
245,920.0,5174,1261,620,3913,900,2013,0.24371859296482412,0.7562814070351759,0.4916732751784298,0.15844620495783288,0.3222591362126246,0.6888888888888889
216,920.0,5445,1209,698,4236,734,2014,0.22203856749311296,0.7779614325068871,0.5773366418527709,0.1647780925401322,0.28541076487252126,0.9509536784741145
187,920.0,5499,1499,901,4000,519,2015,0.2725950172758683,0.7274049827241317,0.6010673782521682,0.22525,0.37475,1.7360308285163777
158,920.0,5218,1417,813,3801,499,2016,0.2715599846684553,0.7284400153315447,0.5737473535638673,0.2138910812943962,0.3727966324651408,1.629258517034068
129,920.0,5349,1568,909,3781,400,2017,0.2931389044681249,0.7068610955318751,0.579719387755102,0.24041258926209996,0.414705104469717,2.2725
100,920.0,5269,1922,1232,3347,251,2018,0.36477509963940025,0.6352249003605998,0.6409989594172737,0.36809082760681205,0.5742455930684195,4.908366533864542
73,920.0,5511,2460,1321,3051,155,2019,0.4463799673380512,0.5536200326619488,0.5369918699186992,0.4329727958046542,0.8062930186823992,8.522580645161291
44,920.0,5827,2178,913,3649,114,2020,0.37377724386476746,0.6262227561352325,0.41919191919191917,0.2502055357632228,0.5968758563990134,8.008771929824562
15,920.0,5529,1906,732,3623,74,2021,0.3447277988786399,0.6552722011213601,0.38405036726128017,0.20204250621032294,0.5260833563345294,9.891891891891891
334,922.0,2932,986,611,1946,297,2010,0.33628922237380626,0.6637107776261937,0.6196754563894523,0.31397738951695786,0.5066803699897225,2.057239057239057
305,922.0,2845,1117,692,1728,520,2011,0.39261862917398943,0.6073813708260105,0.6195165622202328,0.40046296296296297,0.6464120370370371,1.3307692307692307
276,922.0,2867,1303,684,1564,475,2012,0.45448203697244505,0.545517963027555,0.5249424405218726,0.4373401534526854,0.8331202046035806,1.44
247,922.0,2972,1318,742,1654,451,2013,0.44347240915208613,0.5565275908479138,0.5629742033383915,0.4486094316807739,0.7968561064087062,1.6452328159645233
218,922.0,3135,1454,768,1681,487,2014,0.4637958532695375,0.5362041467304626,0.5281980742778541,0.45687091017251635,0.8649613325401546,1.5770020533880904
189,922.0,3249,1877,1126,1372,309,2015,0.5777162203755002,0.42228377962449987,0.5998934469898775,0.8206997084548106,1.3680758017492711,3.644012944983819
160,922.0,3200,1807,1006,1393,200,2016,0.5646875,0.4353125,0.5567238516878804,0.7221823402727925,1.2972002871500359,5.03
131,922.0,3248,1728,1111,1520,238,2017,0.5320197044334976,0.46798029556650245,0.6429398148148148,0.7309210526315789,1.1368421052631579,4.668067226890757
102,922.0,3090,1597,1078,1493,271,2018,0.5168284789644013,0.4831715210355987,0.6750156543519098,0.7220361687876758,1.0696584058941727,3.977859778597786
75,922.0,3263,1725,1002,1538,154,2019,0.5286546123199509,0.471345387680049,0.5808695652173913,0.6514954486345904,1.121586475942783,6.5064935064935066
46,922.0,3463,2036,1272,1427,167,2020,0.5879295408605255,0.41207045913947443,0.6247544204322201,0.8913805185704274,1.42676944639103,7.616766467065868
17,922.0,3525,2076,1211,1449,147,2021,0.588936170212766,0.41106382978723405,0.5833333333333334,0.8357487922705314,1.4327122153209109,8.238095238095237
335,923.0,2662,1188,665,1474,239,2010,0.4462809917355372,0.5537190082644629,0.5597643097643098,0.45115332428765265,0.8059701492537313,2.782426778242678
306,923.0,2964,1170,682,1794,247,2011,0.39473684210526316,0.6052631578947368,0.582905982905983,0.3801560758082497,0.6521739130434783,2.7611336032388665
277,923.0,3155,1261,574,1894,295,2012,0.39968304278922345,0.6003169572107765,0.45519429024583663,0.30306230200633577,0.6657866948257656,1.9457627118644067
248,923.0,3404,1402,499,2002,144,2013,0.4118683901292597,0.5881316098707403,0.3559201141226819,0.24925074925074925,0.7002997002997003,3.4652777777777777
219,923.0,3360,1430,461,1930,153,2014,0.4255952380952381,0.5744047619047619,0.32237762237762235,0.23886010362694302,0.7409326424870466,3.0130718954248366
190,923.0,3434,1578,711,1856,152,2015,0.45952242283051836,0.5404775771694816,0.4505703422053232,0.38308189655172414,0.8502155172413793,4.677631578947368
