X,Y,Number,Name,Latitude,Longitude,District,Public_,Total_docks,ObjectId
-71.10235287,42.34369056,B32015,Landmark Center - Brookline Ave at Park Dr,42.34369056,-71.10235287,Boston,Yes,15,27
-71.192861,42.330528,N32008,Langley Lot,42.330528,-71.192861,Newton,Yes,11,28
-71.10016808,42.34734473,B32058,Lansdowne T Stop,42.34734473,-71.10016808,Boston,Yes,27,29
-71.08255059,42.33759485,D32061,Lenox St at Kendall St,42.33759485,-71.08255059,Boston,Yes,17,30
-71.11901879,42.38674802,M32039,Lesley University,42.38674802,-71.11901879,Cambridge,Yes,15,31
-71.04030132,42.36567871,A32057,Lewis Mall Wharf,42.36567871,-71.04030132,Boston,Yes,21,32
-71.050877,42.363871,D32006,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,Boston,Yes,19,33
-71.17569387,42.36466403,W32006,160 Arsenal St,42.36466403,-71.17569387,Watertown,Yes,11,34
-71.130516,42.397828,M32025,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,Cambridge,Yes,19,35
-71.12840831,42.36447457,A32019,175 N Harvard St,42.36447457,-71.12840831,Boston,Yes,17,36
-71.14906519,42.40935396,L32002,Linwood St at Minuteman Bikeway,42.40935396,-71.14906519,Arlington,Yes,11,37
-71.1065,42.338629,A32004,Longwood Ave at Binney St,42.338629,-71.1065,Boston,Yes,15,38
-71.10878613,42.38032335,S32035,191 Beacon St,42.38032335,-71.10878613,Somerville,Yes,19,39
-71.11387163,42.3572185,M32022,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,Cambridge,Yes,19,40
-71.095003,42.28887,C32094,2 Hummingbird Lane at Olmsted Green,42.28887,-71.095003,Boston,Yes,17,41
-71.10594004,42.3977834,S32013,Magoun Square at Trum Field,42.3977834,-71.10594004,Somerville,Yes,19,42
-71.064608,42.375603,D32020,Main St at Austin St,42.375603,-71.064608,Boston,Yes,11,43
-71.10402523,42.38100143,S32023,30 Dane St,42.38100143,-71.10402523,Somerville,Yes,15,44
-71.104412,42.370803,M32026,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,Cambridge,Yes,23,45
-71.10606909,42.38322727,S32049,515 Somerville Ave (Temp. Winter Location),42.38322727,-71.10606909,Somerville,Yes,19,46
-71.143946,42.390821,M32088,55 Wheeler Street,42.390821,-71.143946,Cambridge,Yes,23,47
-71.08582377,42.34366582,B32005,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,Boston,Yes,19,48
-71.11924,42.2681,C32106,555 Metropolitan Ave,42.2681,-71.11924,Boston,Yes,18,49
-71.109725,42.28578,C32105,606 American Legion Hwy at Canterbury St,42.28578,-71.109725,Boston,Yes,18,50
-71.03987017,42.34178089,C32091,645 Summer St,42.34178089,-71.03987017,Boston,Yes,19,51
-71.070629,42.380857,D32036,Main St at Baldwin St,42.380857,-71.070629,Boston,Yes,19,52
-71.14871614,42.37500235,M32054,699 Mt Auburn St,42.37500235,-71.14871614,Cambridge,Yes,25,53
-71.06823265,42.41143223,V32001,7 Acre Park,42.41143223,-71.06823265,Everett,Yes,15,54
-71.10391524,42.34960945,B32060,700 Commonwealth Ave.,42.34960945,-71.10391524,Boston,Yes,16,55
-71.15412891,42.38078817,M32060,700 Huron Ave,42.38078817,-71.15412891,Cambridge,Yes,19,56
-71.0801376,42.36550729,M32064,75 Binney St,42.36550729,-71.0801376,Cambridge,Yes,19,57
-71.143941,42.3936,M32058,84 Cambridgepark Dr,42.3936,-71.143941,Cambridge,Yes,27,58
-71.02390923,42.39841773,H32006,855 Broadway,42.39841773,-71.02390923,Chelsea,Yes,11,59
-71.14421904,42.39522187,M32084,87-101 Cambridgepark Drive,42.39522187,-71.14421904,Cambridge,Yes,23,60
-71.1099878,42.36895181,M32073,955 Mass Ave,42.36895181,-71.1099878,Cambridge,Yes,19,61
-71.0689446,42.33664795,C32061,Albany St at E. Brookline St,42.33664795,-71.0689446,Boston,Yes,15,62
-71.14260614,42.39558846,M32046,Alewife MBTA at Steel Place,42.39558846,-71.14260614,Cambridge,Yes,19,63
-71.139459,42.396105,M32033,Alewife Station at Russell Field,42.396105,-71.139459,Cambridge,Yes,23,64
-71.11687703,42.27881158,C32079,American Legion Hwy at Cummins Hwy,42.27881158,-71.11687703,Boston,Yes,14,65
-71.0875672,42.3636929,M32059,Ames St at Broadway,42.3636929,-71.0875672,Cambridge,Yes,19,66
-71.08822,42.3625,M32037,Ames St at Main St,42.3625,-71.08822,Cambridge,Yes,19,67
-71.0504394,42.36044136,B32004,Aquarium T Stop - 200 Atlantic Ave,42.36044136,-71.0504394,Boston,Yes,23,68
-71.12119539,42.29266593,C32048,Archdale Rd at Washington St,42.29266593,-71.12119539,Boston,Yes,15,69
-71.15764854,42.36277389,W32004,Arsenal Yards,42.36277389,-71.15764854,Watertown,Yes,14,70
-71.0641389,42.2856944,C32062,Ashmont T Stop,42.2856944,-71.0641389,Boston,Yes,15,71
-71.07746601,42.39223284,S32018,Assembly Square T,42.39223284,-71.07746601,Somerville,Yes,15,72
-71.12608128,42.4175909,ZZ32996,Auburn St. at Mystic River,42.4175909,-71.12608128,Medford,Yes,11,73
-71.24775946,42.34805541,N32015,Auburndale,42.34805541,-71.24775946,Newton,Yes,15,74
-71.108279,42.350406,A32003,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,Boston,Yes,11,75
-71.07657015,42.34807412,C32003,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015,Boston,Yes,19,76
-71.18604537,42.35711921,N32003,Bacon St at Washington St,42.35711921,-71.18604537,Newton,Yes,11,77
-71.11111522,42.39936816,S32007,Ball Sq,42.39936816,-71.11111522,Somerville,Yes,19,78
-71.0901582,42.3294633,B32055,Bartlett St at John Elliot Sq,42.3294633,-71.0901582,Boston,Yes,15,79
-71.05425954,42.30367409,C32108,Beach St at Freeport St,42.30367409,-71.05425954,Boston,Yes,19,80
-71.20668411,42.33006232,N32012,Beacon at Walnut,42.33006232,-71.20668411,Newton,Yes,15,81
-71.069849,42.356052,D32024,Beacon St at Charles St,42.356052,-71.069849,Boston,Yes,19,82
-71.13894682,42.3382668,K32002,Beacon St at Tappan St,42.3382668,-71.13894682,Brookline,Yes,15,83
-71.1367213,42.28634589,C32059,Belgrade Ave at Walworth St,42.28634589,-71.1367213,Boston,Yes,14,84
-71.0334456,42.39319611,H32002,Bellingham Square,42.39319611,-71.0334456,Chelsea,Yes,11,85
-71.01619095,42.38353252,A32028,Bennington St at Byron St,42.38353252,-71.01619095,Boston,Yes,15,86
-71.01063069,42.38522394,A32039,Bennington St at Constitution Beach,42.38522394,-71.01063069,Boston,Yes,15,87
-71.08995434,42.37207658,M32067,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,Cambridge,Yes,19,88
-71.08633604,42.36608797,M32027,Binney St / Sixth St,42.36608797,-71.08633604,Cambridge,Yes,19,89
-71.09372552,42.27462067,C32044,Blue Hill Ave at Almont St,42.27462067,-71.09372552,Boston,Yes,19,90
-71.090986,42.286012,C32092,Blue Hill Ave at Havelock St,42.286012,-71.090986,Boston,Yes,18,91
-71.057629,42.35892,B32008,Boston City Hall - 28 State St,42.35892,-71.057629,Boston,Yes,25,92
-71.16708934,42.33987892,N32009,Boston College T,42.33987892,-71.16708934,Newton,Yes,17,93
-71.04535997,42.34776345,D32018,Boston Convention and Exhibition Center - Summer St at West Side Dr,42.34776345,-71.04535997,Boston,Yes,23,94
-71.04102008,42.37331213,A32036,Boston East - 126 Border St,42.37331213,-71.04102008,Boston,Yes,15,95
-71.14167538,42.35656092,A32045,Boston Landing,42.35656092,-71.14167538,Boston,Yes,17,96
-71.06512249,42.30785224,B32031,Bowdoin St at Quincy St,42.30785224,-71.06512249,Boston,Yes,15,97
-71.07046366,42.35206005,D32007,Boylston St at Arlington St,42.35206005,-71.07046366,Boston,Yes,31,98
-71.07329249,42.35114198,D32013,Boylston St at Berkeley St,42.35114198,-71.07329249,Boston,Yes,15,99
-71.07946779,42.34958942,D32046,Boylston St at Exeter St,42.34958942,-71.07946779,Boston,Yes,19,100
-71.08236909,42.34880382,C32008,Boylston St at Fairfield St,42.34880382,-71.08236909,Boston,Yes,19,101
-71.09732501,42.34465063,B32034,Boylston St at Jersey St,42.34465063,-71.09732501,Boston,Yes,15,102
-71.11966431,42.37433925,M32087,Church St,42.37433925,-71.11966431,Cambridge,Yes,15,103
-71.08678415,42.34740621,B32018,Boylston St at Massachusetts Ave,42.34740621,-71.08678415,Boston,Yes,15,104
-71.09117389,42.3754476,S32050,Boynton Yards at 101 South Street,42.3754476,-71.09117389,Somerville,Yes,19,105
-71.03276253,42.37410622,A32032,Bremen St at Marion St,42.37410622,-71.03276253,Boston,Yes,11,106
-70.88971138,42.52810052,T32016,Bridge Street Neck,42.52810052,-70.88971138,Salem,Yes,11,107
-71.10407918,42.33462893,B32013,Brigham Circle - Francis St at Huntington Ave,42.33462893,-71.10407918,Boston,Yes,15,108
-71.15027189,42.34894857,D32028,Brighton Center - Washington St at Cambridge St,42.34894857,-71.15027189,Boston,Yes,16,109
-71.13776207,42.36154571,A32005,Brighton Mills - 370 Western Ave,42.36154571,-71.13776207,Boston,Yes,15,110
-71.08287079,42.3630455,M32082,Broad Canal Way at Third Street,42.3630455,-71.08287079,Cambridge,Yes,19,111
-71.06373843,42.3983606,V32011,Broadway at Beacham St,42.3983606,-71.06373843,Everett,Yes,15,112
-71.09850592,42.3951715,S32016,Broadway at Central St,42.3951715,-71.09850592,Somerville,Yes,19,113
-71.03085594,42.39453079,H32004,Broadway at Gerrish Ave,42.39453079,-71.03085594,Chelsea,Yes,11,114
-71.08738632,42.36412659,Z32998,Broadway at Kittie Knox Bike Path,42.36412659,-71.08738632,Cambridge,Yes,23,115
-71.0654676,42.39648358,V32004,Broadway at Lynde St,42.39648358,-71.0654676,Everett,Yes,15,116
-71.05260458,42.41034691,V32008,Broadway at Maple St,42.41034691,-71.05260458,Everett,Yes,13,117
-71.0782814,42.38614141,S32014,Broadway St at Mt Pleasant St,42.38614141,-71.0782814,Somerville,Yes,19,118
-71.0580343,42.34304858,C32053,Broadway T Stop,42.34304858,-71.0580343,Boston,Yes,19,119
-71.12046447,42.33376473,K32005,Brookline Town Hall,42.33376473,-71.12046447,Brookline,Yes,15,120
-71.11626681,42.33274392,K32003,Brookline Village - Station Street at MBTA,42.33274392,-71.11626681,Brookline,Yes,19,121
-71.06905997,42.37408991,A32023,Bunker Hill Community College,42.37408991,-71.06905997,Boston,Yes,23,122
-71.100694,42.345733,B32020,Burlington Ave at Brookline Ave,42.345733,-71.100694,Boston,Yes,15,123
-71.20236039,42.36514871,N32011,California at Chapel,42.36514871,-71.20236039,Newton,Yes,12,124
-71.076198,42.371141,M32077,Cambridge Crossing at North First Street,42.371141,-71.076198,Cambridge,Yes,23,125
-71.09759867,42.37119728,M32052,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119728,-71.09759867,Cambridge,Yes,19,126
-71.111075,42.373379,M32013,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,Cambridge,Yes,19,127
-71.094445,42.372969,M32007,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,Cambridge,Yes,15,128
-71.06528744,42.36125722,D32000,Cambridge St at Joy St,42.36125722,-71.06528744,Boston,Yes,15,129
-71.07679278,42.36707407,M32019,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.36707407,-71.07679278,Cambridge,Yes,15,130
-71.03070972,42.39813565,H32001,Cary Square,42.39813565,-71.03070972,Chelsea,Yes,12,131
-71.0602212,42.2796076,C23109,Cedar Grove T Stop,42.2796076,-71.0602212,Boston,Yes,18,132
-71.105495,42.366426,M32012,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,Cambridge,Yes,17,133
-71.1031,42.36507,M32011,Central Square at Mass Ave / Essex St,42.36507,-71.1031,Cambridge,Yes,19,134
-71.03918549,42.37544913,A32041,Central Square East Boston,42.37544913,-71.03918549,Boston,Yes,15,135
-71.1934421,42.3362358,N32018,Centre St at Commonwealth Ave,42.3362358,-71.1934421,Newton,Yes,11,136
-71.15728851,42.28277901,C32086,Centre St at Parkway YMCA,42.28277901,-71.15728851,Boston,Yes,17,137
-71.15344755,42.28633199,C32085,Centre St at W. Roxbury Post Office,42.28633199,-71.15344755,Boston,Yes,19,138
-71.18641943,42.35574335,N32000,Centre St at Washington St,42.35574335,-71.18641943,Newton,Yes,11,139
-71.07118962,42.36079297,D32016,Charles Circle - Charles St at Cambridge St,42.36079297,-71.07118962,Boston,Yes,19,140
-71.054812,42.37412455,D32039,Charlestown Navy Yard,42.37412455,-71.054812,Boston,Yes,23,141
-71.03857018,42.39022671,H32003,Chelsea Square,42.39022671,-71.03857018,Chelsea,Yes,11,142
-71.04731441,42.40336946,V32016,Chelsea St at Vine St,42.40336946,-71.04731441,Everett,Yes,11,143
-71.03987179,42.39636528,H32005,Chelsea Station,42.39636528,-71.03987179,Chelsea,Yes,11,144
-71.07200496,42.37197678,M32049,Child Street at Brian P. Murphy Staircase,42.37197678,-71.07200496,Cambridge,Yes,23,145
-71.059367,42.351356,D32015,Chinatown Gate Plaza,42.351356,-71.059367,Boston,Yes,19,146
-71.062679,42.352409,D32019,Chinatown T Stop,42.352409,-71.062679,Boston,Yes,19,147
-71.09171927,42.29704126,C32099,Circuit Drive at American Legion Hwy,42.29704126,-71.09171927,Boston,Yes,19,148
-71.110444,42.411709,F32001,Main St at Brooks Park,42.411709,-71.110444,Medford,Yes,11,149
-71.132446,42.406302,S32010,Clarendon Hill at Broadway,42.406302,-71.132446,Somerville,Yes,15,150
-71.06383499,42.37487847,D32038,Main St at Thompson Sq,42.37487847,-71.06383499,Boston,Yes,15,151
-71.12444,42.2556,C32104,Cleary Sq,42.2556,-71.12444,Boston,Yes,16,152
-71.0915669,42.3629016,M32080,Main Street/Albany Street/Technology Square,42.3629016,-71.0915669,Cambridge,Yes,23,153
-71.1506152,42.33554308,B32035,Cleveland Circle,42.33554308,-71.1506152,Boston,Yes,15,154
-71.073179,42.426541,G32001,Malden Center T Station,42.426541,-71.073179,Malden,Yes,11,155
-71.05524927,42.36070284,D32057,Clinton St at North St,42.36070284,-71.05524927,Boston,Yes,18,156
-71.06393695,42.42653766,G32003,Malden High School,42.42653766,-71.06393695,Malden,Yes,11,157
-71.071111,42.2873611,C32055,Codman Square Library,42.2873611,-71.071111,Boston,Yes,17,158
-71.12070564,42.34012243,K32012,Marion St at Harvard St,42.34012243,-71.12070564,Brookline,Yes,15,159
-71.10061884,42.34011512,B32006,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,42.34011512,-71.10061884,Boston,Yes,14,160
-71.10196,42.324173,E32012,Martha Eliot Health Center,42.324173,-71.10196,Boston,Yes,16,161
-71.0729,42.309572,B32029,Columbia Rd at Ceylon St,42.309572,-71.0729,Boston,Yes,15,162
-71.09670274,42.36135838,M32061,Mass Ave at Albany St,42.36135838,-71.09670274,Cambridge,Yes,18,163
-71.05060093,42.33023071,C32052,Columbia Rd at Tierney Community Center,42.33023071,-71.05060093,Boston,Yes,19,164
-71.12260755,42.39120972,M32056,Mass Ave at Hadley/Walden,42.39120972,-71.12260755,Cambridge,Yes,19,165
-71.07648162,42.34474225,C32077,Columbus Ave at W. Canton St,42.34474225,-71.07648162,Boston,Yes,19,166
-71.08336953,42.34135616,C32063,Mass Ave T Station,42.34135616,-71.08336953,Boston,Yes,14,167
-71.11903489,42.35169202,A32002,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,Boston,Yes,15,168
-71.10044184,42.36356499,M32085,Mass Ave/Lafayette Square,42.36356499,-71.10044184,Cambridge,Yes,15,169
-71.12126246,42.35154735,K32006,Commonwealth Ave At Babcock St,42.35154735,-71.12126246,Brookline,Yes,15,170
-71.0816197,42.340835,C32004,Massachusetts Ave at Columbus Ave,42.340835,-71.0816197,Boston,Yes,13,171
-71.15168806,42.34024645,D32033,Commonwealth Ave at Chiswick Rd,42.34024645,-71.15168806,Boston,Yes,19,172
-71.09325,42.2773889,C32050,Mattapan Library,42.2773889,-71.09325,Boston,Yes,15,173
-71.13275303,42.34922469,A32017,Commonwealth Ave at Griggs St,42.34922469,-71.13275303,Boston,Yes,15,174
-71.093641,42.267902,C32045,Mattapan T Stop,42.267902,-71.093641,Boston,Yes,15,175
-71.13997217,42.34835863,D32034,Commonwealth Ave at Kelton St,42.34835863,-71.13997217,Boston,Yes,15,176
-71.03977829,42.36884408,A32030,Maverick Square - Lewis Mall,42.36884408,-71.03977829,Boston,Yes,33,177
-71.03335975,42.36774122,A32044,Maverick St at Massport Path,42.36774122,-71.03335975,Boston,Yes,15,178
-70.906271,42.520136,T32013,Community Life Center,42.520136,-70.906271,Salem,Yes,9,179
-70.89570075,42.5180352,T32004,Mayor Salvo Path at Mill St,42.5180352,-70.89570075,Salem,Yes,11,180
-71.11133695,42.39407224,S32022,Community Path at Cedar Street,42.39407224,-71.11133695,Somerville,Yes,15,181
-71.05889978,42.31870275,C32112,Meaney Playground - Pleasant St at E Cottage St,42.31870275,-71.05889978,,Yes,17,182
-71.105587,42.392525,S32040,Community Path at Lowell St,42.392525,-71.105587,Somerville,Yes,19,183
-71.108102,42.417724,F32002,Medford Sq - Riverside Ave at River St,42.417724,-71.108102,Medford,Yes,11,184
-71.1538877,42.390719,M32074,Concord Ave at Spinelli Place,42.390719,-71.1538877,Cambridge,Yes,19,185
-71.06055722,42.38042947,D32037,Medford St at Charlestown BCYF,42.38042947,-71.06055722,Boston,Yes,19,186
-71.05752244,42.36041775,D32009,Congress St at Boston City Hall,42.36041775,-71.05752244,Boston,Yes,23,187
-71.093198,42.3581,M32006,MIT at Mass Ave / Amherst St,42.3581,-71.093198,Cambridge,Yes,27,188
-71.03764,42.3481,C32032,Congress St at Northern Ave,42.3481,-71.03764,Boston,Yes,15,189
-71.10853672,42.38363895,S32004,Conway Park - Somerville Avenue,42.38363895,-71.10853672,Somerville,Yes,23,190
-71.08669817,42.36054174,M32070,MIT Carleton St at Amherst St,42.36054174,-71.08669817,Cambridge,Yes,27,191
-71.1077106,42.3834575,S32045,Conway Park @ Bleachery Ct (Temp Winter Station),42.3834575,-71.1077106,Somerville,Yes,19,192
-71.08551858,42.36085937,M32071,MIT Hayward St at Amherst St,42.36085937,-71.08551858,Cambridge,Yes,27,193
-71.123338,42.341598,K32001,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,Brookline,Yes,19,194
-71.10129476,42.3595732,M32041,MIT Pacific St at Purrington St,42.3595732,-71.10129476,Cambridge,Yes,19,195
-71.15683131,42.37207611,W32001,Coolidge Sq.,42.37207611,-71.15683131,Watertown,Yes,12,196
-71.09115601,42.36213123,M32005,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,Cambridge,Yes,35,197
-71.07739207,42.34992828,D32005,Copley Square - Dartmouth St at Boylston St,42.34992828,-71.07739207,Boston,Yes,28,198
-71.10394478,42.35560121,M32042,MIT Vassar St,42.35560121,-71.10394478,Cambridge,Yes,53,199
-71.09126061,42.32143814,B32023,MLK Blvd at Washington St,42.32143814,-71.09126061,Boston,Yes,15,200
-71.07585847,42.37197726,M32086,Morgan Ave at North First St,42.37197726,-71.07585847,Cambridge,Yes,23,201
-71.080286,42.278747,C32103,Morton St at Gallivan Blvd,42.278747,-71.080286,Boston,Yes,15,202
-71.056067,42.362811,D32010,Cross St at Hanover St,42.362811,-71.056067,Boston,Yes,19,203
-71.13320231,42.37478629,M32043,Mt Auburn,42.37478629,-71.13320231,Cambridge,Yes,19,204
-71.0728687,42.35553628,D32017,Mugar Way at Beacon St,42.35553628,-71.0728687,Boston,Yes,19,205
-71.09746183,42.26998847,Z32999,Cummins Highway at Blue Hill Ave T Stop,42.26998847,-71.09746183,Boston,Yes,14,206
-71.023739,42.336448,C32023,Murphy Skating Rink - 1880 Day Blvd,42.336448,-71.023739,Boston,Yes,19,207
-71.11543,42.309054,E32001,Curtis Hall - South St at Centre St,42.309054,-71.11543,Boston,Yes,15,208
-71.07116282,42.36769018,M32045,Museum of Science,42.36769018,-71.07116282,Cambridge,Yes,19,209
-71.12536222,42.32784317,K32009,Cypress St at Clark Playground,42.32784317,-71.12536222,Brookline,Yes,15,210
-71.064263,42.365673,A32025,Nashua Street at Red Auerbach Way,42.365673,-71.064263,Boston,Yes,36,211
-71.10809952,42.36178044,M32030,Dana Park,42.36178044,-71.10809952,Cambridge,Yes,19,212
-71.091946,42.316902,B32027,NCAAA - Walnut Ave at Crawford St,42.316902,-71.091946,Boston,Yes,15,213
-71.132788,42.388966,M32031,Danehy Park,42.388966,-71.132788,Cambridge,Yes,17,214
-71.1467354,42.35732922,D32001,New Balance - 20 Guest St,42.35732922,-71.1467354,Boston,Yes,14,215
-71.066498,42.326599,C32022,Newmarket Square T Stop - Massachusetts Ave at Newmarket Square,42.326599,-71.066498,Boston,Yes,15,216
-71.139019,42.389456,M32075,Danehy Park at New Street,42.389456,-71.139019,Cambridge,Yes,19,217
-71.20637298,42.32206566,N32010,Newton Highlands T,42.32206566,-71.20637298,Newton,Yes,15,218
-71.07782811,42.35096144,D32045,Dartmouth St at Newbury St,42.35096144,-71.07782811,Boston,Yes,19,219
-71.20779455,42.33620337,N32013,Newton Library,42.33620337,-71.20779455,Newton,Yes,13,220
-71.123024,42.396969,S32006,Davis Square,42.396969,-71.123024,Somerville,Yes,25,221
-71.027733,42.379295,A32051,Day Sq,42.379295,-71.027733,Boston,Yes,16,222
-71.15656637,42.36762049,W32007,Nichols Ave. at Watertown Greenway,42.36762049,-71.15656637,Watertown,Yes,12,223
-71.0972821,42.34924377,B32037,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,Boston,Yes,19,224
-71.201462,42.36068456,N32002,Nonantum Library,42.36068456,-71.201462,Newton,Yes,15,225
-70.90614259,42.52989965,T32015,North St at Liberty Hill Ave,42.52989965,-70.90614259,Salem,Yes,11,226
-70.89139044,42.52009618,T32018,Derby Street,42.52009618,-70.89139044,Salem,Yes,11,227
-71.067793,42.42386,G32002,Northern Strand at Main St,42.42386,-71.067793,Malden,Yes,11,228
-71.14797131,42.39790817,M32066,Discovery Park - 30 Acorn Park Drive,42.39790817,-71.14797131,Cambridge,Yes,23,229
-71.166491,42.35057,D32031,Oak Square - 615 Washington St,42.35057,-71.166491,Boston,Yes,13,230
-71.05737627,42.34404051,C32009,Dorchester Ave at Gillette Park,42.34404051,-71.05737627,Boston,Yes,15,231
-71.10841334,42.35766248,M32076,Old Morse Park at Putnam Ave,42.35766248,-71.10841334,Cambridge,Yes,15,232
-71.062571,42.291718,C32066,Dorchester Ave at King St,42.291718,-71.062571,Boston,Yes,15,233
-71.0613513,42.35847764,B32061,One Beacon St,42.35847764,-71.0613513,Boston,Yes,16,234
-71.08386572,42.32984299,B32017,Dudley Square - Bolling Building,42.32984299,-71.08386572,Boston,Yes,0,235
-71.10446509,42.3339227,B32036,One Brigham Circle,42.3339227,-71.10446509,Boston,Yes,15,236
-71.075354,42.325333,C32015,Dudley Town Common - Mt Pleasant Ave at Blue Hill Ave,42.325333,-71.075354,Boston,Yes,15,237
-71.08311072,42.36224179,M32003,One Broadway / Kendall Sq at Main St / 3rd St,42.36224179,-71.08311072,Cambridge,Yes,23,238
-71.039431,42.369536,A32031,East Boston Neighborhood Health Center - 20 Maverick Square,42.369536,-71.039431,Boston,Yes,16,239
-71.08318716,42.38762811,S32017,East Somerville Library (Broadway and Illinois),42.38762811,-71.08318716,Somerville,Yes,15,240
-71.08714389,42.38717463,S32038,Edgerly Education Center,42.38717463,-71.08714389,Somerville,Yes,15,241
-71.068607,42.378965,A32022,Edwards Playground - Main St at Eden St,42.378965,-71.068607,Boston,Yes,19,242
-71.069957,42.369885,M32034,EF - North Point Park,42.369885,-71.069957,Cambridge,Yes,23,243
-71.098634,42.315692,E32004,Egleston Square - Atherton St at Washington St,42.315692,-71.098634,Boston,Yes,15,244
-71.0724476,42.39329263,V32005,Encore,42.39329263,-71.0724476,Everett,Yes,15,245
-70.905535,42.516223,T32011,Essex St at Dalton Parkway,42.516223,-70.905535,Salem,Yes,11,246
-71.05645001,42.40701602,V32003,Everett Square (Broadway at Chelsea St),42.40701602,-71.05645001,Everett,Yes,14,247
-71.0445714,42.35339051,A32000,Fan Pier,42.35339051,-71.0445714,Boston,Yes,15,248
-71.02495,42.3334,C32051,Farragut Rd at E. 6th St,42.3334,-71.02495,Boston,Yes,23,249
-71.06068976,42.29963349,C32041,Fields Corner T Stop,42.29963349,-71.06068976,Boston,Yes,15,250
-71.08767617,42.33420351,B32064,Flat 9 at Whittier,42.33420351,-71.08767617,Boston,Yes,15,251
-71.09169,42.366277,M32002,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,Cambridge,Yes,19,252
