_id,Ward and Precinct (Updated 2022),Total Population,White alone,Black or African American,Hispanic or Latino (of any Race),Asian,American Indian and Alaska Native,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Non-White Races,"Total Population,
Age 18 and over","White alone,
Age 18 and over","Black or African American,
Age 18 and over","Hispanic or Latino (of any Race),
Age 18 and over","Asian,
Age 18 and over","American Indian and Alaska Native,
Age 18 and over","Native Hawaiian and Other Pacific Islander,
Age 18 and over","Some Other Race,
Age 18 and over","Two or More Non-White Races,
Age 18 and over",Total Group Quarters Population,Correctional Facilities for Adults,Juvenile Facilities,Nursing Facilities,Other Institutional Facilities,College / University Student Housing,Military Quarters,Other Noninstitutional Facilities,Total Housing Units,Occupied Housing Units,Vacant Housing Units
1,0101,0.1431362970200293072142727623941027559340000152587890625,0.183333333333,0.175438596491,-0.023952095808383234987193333154209540225565433502197265625,0.359375,***,***,0.522727272727,***,0.153174140943506120748907051165588200092315673828125,0.185288640596,0.0909090909091,-0.03777335984095427090512231416141730733215808868408203125,0.634615384615,***,***,0.625,***,***,***,***,***,***,***,***,***,0.11876247505,0.152808988764,-0.151785714286
2,0102,-0.00191717791411042943854059483754781467723660171031951904296875,0.0268595041322,0.372881355932,-0.0957668285912560701689244524459354579448699951171875,1.03921568627,***,***,0.166666666667,***,0.02317720907774022121028423271127394400537014007568359375,0.0917874396135,0.367346938776,-0.0997204100652376579372315745786181651055812835693359375,1.11904761905,***,***,-0.0281690140845,***,***,***,***,***,***,***,***,***,0.0648967551622,0.0800426894344,-0.1125
3,0103,0.28902900378310214524191223972593434154987335205078125,0.613973182781,0.115646258503,0.00110987791342952277391653570504104209248907864093780517578125,0.575657894737,-0.384615384615,***,0.761904761905,0.620689655172,0.39666561811890532762703287517069838941097259521484375,0.639215686275,0.27802690583,0.10045662100456620446919941969099454581737518310546875,0.867768595041,-0.3,***,0.724637681159,0.259259259259,***,***,***,***,***,***,***,***,0.529891304348,0.496804183614,1.00840336134
4,0104,0.2594910304547350943238370746257714927196502685546875,0.836633663366,1.11111111111,-0.05203045685279188148353313181360135786235332489013671875,1.83606557377,***,***,0.0144927536232,0.923076923077,0.329093799682034948705933175006066448986530303955078125,1.005859375,1.22222222222,-0.0507065669160432219708667389568290673196315765380859375,2.5,***,***,-0.123076923077,0.818181818182,-0.181818181818,***,***,***,***,***,***,-0.454545454545,0.561479869423,0.5382803298,0.842857142857
5,0105,-0.030145245272677444192677143064429401420056819915771484375,0.0171945701357,0.453125,-0.125111706881143869285466507790260948240756988525390625,0.663157894737,***,***,0.209302325581,0.875,-0.027008310249307478090319278862807550467550754547119140625,0.0134158926729,0.519230769231,-0.118389423076923072652988366826320998370647430419921875,0.638554216867,***,***,-0.00952380952381,0.923076923077,***,***,***,***,***,***,***,***,0.023088023088,0.0265417642467,-0.0190476190476
6,0106,0.078758169934640520626345505661447532474994659423828125,0.074745186863,0.417910447761,0.047199170124481326649146240015397779643535614013671875,0.225352112676,0.0,***,0.364705882353,0.75,0.11153846153846154465316686810183455236256122589111328125,0.0877659574468,0.368421052632,0.08764367816091954421775511718806228600442409515380859375,0.5,-0.363636363636,***,0.308823529412,***,***,***,***,***,***,***,***,***,0.13644524237,0.162401574803,-0.132653061224
7,0107,-0.031122745782431647521004691725465818308293819427490234375,0.0307692307692,-0.289855072464,-0.0756953944368445041934734263122663833200931549072265625,0.157894736842,0.2,***,0.327586206897,***,0.0192006269592476484786569557172697386704385280609130859375,0.0680628272251,-0.189473684211,-0.01885565669700910162998042096660356037318706512451171875,0.0537634408602,***,***,0.0851063829787,***,-0.518518518519,***,***,***,***,***,***,-0.518518518519,0.015,0.0403299725023,-0.238532110092
8,0108,-0.039658634538152610915506812716557760722935199737548828125,-0.137963843958,0.451612903226,-0.032800000000000002764455331316639785654842853546142578125,-0.0748031496063,0.181818181818,***,2.2,-0.214285714286,0.0175740868366643689102435388349476852454245090484619140625,-0.106359649123,0.579545454545,0.03714799281006590792042487692015129141509532928466796875,0.0625,0.3,***,1.5,0.111111111111,-0.458333333333,***,***,***,***,***,***,-0.458333333333,0.030492030492,0.0244807121662,0.115789473684
9,0109,-0.01555716353111432671829650331574157462455332279205322265625,-0.0385964912281,-0.363636363636,-0.042026482440990213518272611281645367853343486785888671875,0.264150943396,***,***,1.22222222222,***,0.0158197507190795776110814330195353250019252300262451171875,-0.0136239782016,-0.274509803922,-0.01480263157894736759934151137940716580487787723541259765625,0.386363636364,***,***,1.4,***,***,***,***,***,***,***,***,***,0.020202020202,0.0320796460177,-0.104651162791
10,0110,0.033968516984258491364645493604257353581488132476806640625,-0.139784946237,0.717391304348,0.0270610446821900572922370287187732174061238765716552734375,0.153846153846,***,***,1.3488372093,***,0.026852846401718581670348129364356282167136669158935546875,-0.114130434783,0.684210526316,0.018025751072961372634129162406679824925959110260009765625,0.203125,***,***,0.815789473684,***,***,***,***,***,***,***,***,***,0.0737100737101,0.0822281167109,-0.0333333333333
