,year,Median income (dollars),Mean income (dollars),median_income_difference,mean_income_difference,census_tract
37,2020,40063.0,61026.0,-0.059929136260177866,0.1453828828828829,803.0
38,2019,42617.0,53280.0,0.18932269137387325,0.027440846944481942,803.0
39,2018,35833.0,51857.0,-0.08565960704261291,-0.008318672072209899,803.0
40,2017,39190.0,52292.0,0.2392094861660079,0.02483096521313082,803.0
41,2016,31625.0,51025.0,0.11441962083303968,0.09603900846328994,803.0
42,2015,28378.0,46554.0,0.2707325810496149,0.07544816115320643,803.0
43,2014,22332.0,43288.0,0.03566294114919075,0.15048105033753256,803.0
44,2013,21563.0,37626.0,0.20862059301608654,-0.0996626067813644,803.0
45,2012,17841.0,41791.0,-0.23478447351490456,0.529181455596619,803.0
46,2011,23315.0,27329.0,,,803.0
47,2010,,,,,803.0
48,2021,22212.0,35611.0,0.04527058823529412,-0.011821183783333796,804.01
49,2020,21250.0,36037.0,0.14235028491560048,-0.2135093845482322,804.01
50,2019,18602.0,45820.0,-0.03084297176200896,-0.04769822300737816,804.01
51,2018,19194.0,48115.0,-0.011230166907067794,0.016306528948313373,804.01
52,2017,19412.0,47343.0,-0.37465369499387924,-0.03654938032927003,804.01
53,2016,31042.0,49139.0,0.30133310975098515,0.06578319524573809,804.01
54,2015,23854.0,46106.0,0.25323106020804875,0.2593482833028325,804.01
55,2014,19034.0,36611.0,0.04565181563478547,0.13967749968870627,804.01
56,2013,18203.0,32124.0,0.11674846625766871,0.0895770443984669,804.01
57,2012,16300.0,29483.0,0.21225643313996728,0.15447568329548125,804.01
58,2011,13446.0,25538.0,-0.1079413520865123,0.006423645320197045,804.01
59,2010,15073.0,25375.0,,,804.01
60,2021,39625.0,48267.0,0.25873570520965694,0.18440812720848057,805.0
61,2020,31480.0,40752.0,0.04769194927946217,0.021506993532862083,805.0
62,2019,30047.0,39894.0,0.33542222222222223,0.19478885893980233,805.0
63,2018,22500.0,33390.0,-0.04922881893091063,-0.03791851553045583,805.0
64,2017,23665.0,34706.0,0.020306975942053978,-0.05286139235324619,805.0
65,2016,23194.0,36643.0,0.020817745697812598,0.14377126447545027,805.0
66,2015,22721.0,32037.0,0.17658329449536533,0.11545558998642108,805.0
67,2014,19311.0,28721.0,0.07158315298818045,0.07400344028120559,805.0
68,2013,18021.0,26742.0,-0.09172924751776625,-0.11983675081460027,805.0
69,2012,19841.0,30383.0,0.22961080813088747,0.24199811960920575,805.0
70,2011,16136.0,24463.0,0.042309928299205476,-0.02847498014297061,805.0
71,2010,15481.0,25180.0,,,805.0
72,2021,14590.0,38663.0,0.02350052613118204,0.11247626172526903,806.01
73,2020,14255.0,34754.0,-0.1897806070251222,0.05612787552800316,806.01
74,2019,17594.0,32907.0,0.12042284913710756,0.10906272117555862,806.01
75,2018,15703.0,29671.0,-0.024294768236609917,-0.02391604710836239,806.01
76,2017,16094.0,30398.0,-0.0096,0.07458993212669683,806.01
77,2016,16250.0,28288.0,-0.03800615676059673,-0.021548891425409014,806.01
78,2015,16892.0,28911.0,0.003564638783269962,0.03168825607536666,806.01
79,2014,16832.0,28023.0,-0.28105245173415344,-0.15014860192879237,806.01
80,2013,23412.0,32974.0,0.05416722950155342,-0.011629998201546669,806.01
81,2012,22209.0,33362.0,0.03673793296610961,0.0059096665259603205,806.01
82,2011,21422.0,33166.0,0.13361909297772134,-0.010944442787701666,806.01
83,2010,18897.0,33533.0,,,806.01
84,2021,25308.0,40952.0,,0.8441862559668558,813.02
85,2020,,22206.0,,-0.44836666252639423,813.02
86,2019,16226.0,40255.0,-0.09870577126034549,0.1637756577045389,813.02
87,2018,18003.0,34590.0,0.017693612210288298,-0.07622048926396753,813.02
88,2017,17690.0,37444.0,-0.0320109439124487,-0.05701621839427823,813.02
89,2016,18275.0,39708.0,-0.1261834178062542,0.014252873563218391,813.02
90,2015,20914.0,39150.0,-0.033280946658038275,0.03554991271226789,813.02
91,2014,21634.0,37806.0,-0.00023106428208327556,0.04482644262657528,813.02
92,2013,21639.0,36184.0,0.04855356883267917,0.040667241875179755,813.02
93,2012,20637.0,34770.0,0.011419329543226818,0.07834015630815036,813.02
94,2011,20404.0,32244.0,,,813.02
95,2010,,,,,813.02
96,2021,59464.0,105162.0,0.19993542658810234,0.15340828077872223,814.0
97,2020,49556.0,91175.0,-0.11363107907492533,0.1627684538080906,814.0
98,2019,55909.0,78412.0,0.1748303179306142,0.09210434685719857,814.0
99,2018,47589.0,71799.0,0.2509265830770444,0.21668474208635533,814.0
100,2017,38043.0,59012.0,0.11540153047761456,0.10317237769427776,814.0
101,2016,34107.0,53493.0,-0.19908418457203242,-0.08876737530662306,814.0
102,2015,42585.0,58704.0,-0.02524720747115913,-0.10443935926773455,814.0
103,2014,43688.0,65550.0,-0.006481249857867328,-0.024059792156745974,814.0
104,2013,43973.0,67166.0,-0.04360781243203271,-0.10713193752077102,814.0
105,2012,45978.0,75225.0,-0.020055840917325603,-0.036589738992341386,814.0
106,2011,46919.0,78082.0,,,814.0
107,2010,,,,,814.0
108,2021,63144.0,70123.0,0.3112657044958987,0.07967912791771879,815.0
109,2020,48155.0,64948.0,0.320617595436595,0.13094657658285158,815.0
110,2019,36464.0,57428.0,0.06638591565771773,0.009705323862437583,815.0
111,2018,34194.0,56876.0,0.06956521739130435,0.018170100785879235,815.0
112,2017,31970.0,55861.0,-0.058792357287955954,0.05445862277257626,815.0
113,2016,33967.0,52976.0,-0.004104729234467998,-0.024257270734717184,815.0
114,2015,34107.0,54293.0,0.04867175009223958,0.029895479636549878,815.0
115,2014,32524.0,52717.0,0.047741769215901037,0.14056685417568152,815.0
116,2013,31042.0,46220.0,-0.023406531177247846,0.09194859194859195,815.0
117,2012,31786.0,42328.0,0.15935368566947514,0.02870197098208861,815.0
118,2011,27417.0,41147.0,-0.39552880481513325,-0.15153827119762456,815.0
119,2010,45357.0,48496.0,,,815.0
120,2021,30349.0,50354.0,0.045363736566547255,0.17096879214920235,817.0
121,2020,29032.0,43002.0,-0.09790883385638381,-0.17590693930741075,817.0
122,2019,32183.0,52181.0,-0.1277137823553327,-0.13580430930259518,817.0
123,2018,36895.0,60381.0,0.018411173677818263,0.16809177435579975,817.0
124,2017,36228.0,51692.0,0.18535484082060008,0.10013407963904909,817.0
125,2016,30563.0,46987.0,-0.008306564132515655,0.02365961525892682,817.0
126,2015,30819.0,45901.0,0.10911577356317703,0.00706465696921828,817.0
127,2014,27787.0,45579.0,0.2843540559278946,0.1441948035647044,817.0
128,2013,21635.0,39835.0,-0.05729847494553377,-0.022741769294931553,817.0
129,2012,22950.0,40762.0,-0.3551378234847846,-0.16684721512519163,817.0
130,2011,35589.0,48925.0,-0.005365976356166681,-0.025243066624163212,817.0
131,2010,35781.0,50192.0,,,817.0
132,2021,33646.0,49022.0,0.076672,-0.021868390598188275,818.0
133,2020,31250.0,50118.0,0.015698638151265966,0.10040619167855967,818.0
134,2019,30767.0,45545.0,0.002084486857961763,-0.04164211766686306,818.0
135,2018,30703.0,47524.0,0.02930034530155218,0.027346029961737177,818.0
136,2017,29829.0,46259.0,-0.14978337703796601,0.028480590510916448,818.0
137,2016,35084.0,44978.0,0.348762109795479,0.24977076328878267,818.0
138,2015,26012.0,35989.0,0.0061890762803651555,-0.003737127671354224,818.0
139,2014,25852.0,36124.0,-0.04822914365657904,-0.116254036598493,818.0
140,2013,27162.0,40876.0,-0.334411526869073,-0.10134986589280218,818.0
141,2012,40809.0,45486.0,-0.015962962069880158,-0.010743801652892562,818.0
142,2011,41471.0,45980.0,-0.07842222222222223,-0.07607603584776755,818.0
143,2010,45000.0,49766.0,,,818.0
144,2021,60183.0,105860.0,0.21697369219258691,0.09073299400333834,819.0
145,2020,49453.0,97054.0,0.782411245269418,0.9012302146998903,819.0
146,2019,27745.0,51048.0,0.26320342378437445,0.31019968174118373,819.0
147,2018,21964.0,38962.0,-0.0752,0.00888163857168751,819.0
148,2017,23750.0,38619.0,0.13919800460475826,0.021612613089254537,819.0
149,2016,20848.0,37802.0,-0.0345466333240715,-0.0056815192803408915,819.0
150,2015,21594.0,38018.0,-0.30308213651766985,-0.16811448327170084,819.0
151,2014,30985.0,45701.0,-0.013562127916971761,0.07820978625017695,819.0
152,2013,31411.0,42386.0,-0.1134849853240009,-0.0269289928602585,819.0
153,2012,35432.0,43559.0,-0.042481893849313584,-0.0807816489754574,819.0
154,2011,37004.0,47387.0,-0.15618087702095637,-0.0986094995339636,819.0
155,2010,43853.0,52571.0,,,819.0
156,2021,69041.0,91104.0,0.05617341553335679,0.04514219504640411,820.0
157,2020,65369.0,87169.0,0.5174919330501195,0.3860550166958181,820.0
158,2019,43077.0,62890.0,0.0626850207223209,-0.017804154302670624,820.0
159,2018,40536.0,64030.0,0.12390828180885574,0.11595238510204438,820.0
160,2017,36067.0,57377.0,-0.01684612239334878,0.0971165245324869,820.0
161,2016,36685.0,52298.0,0.37732307114698704,0.1185780895752235,820.0
162,2015,26635.0,46754.0,0.01366265793880347,-0.02073558981233244,820.0
163,2014,26276.0,47744.0,-0.2842472283511754,-0.10536473850881631,820.0
164,2013,36711.0,53367.0,-0.15363688760806918,-0.10263826066486187,820.0
165,2012,43375.0,59471.0,0.3085254012308435,0.05157902181985359,820.0
166,2011,33148.0,56554.0,-0.19488973088506753,0.06426541711360771,820.0
167,2010,41172.0,53139.0,,,820.0
168,2021,26547.0,57732.0,0.0803320717861067,0.08883105126174042,821.0
169,2020,24573.0,53022.0,-0.021970149253731343,-0.045714697095136966,821.0
170,2019,25125.0,55562.0,0.23246345531246934,0.1172058793959745,821.0
171,2018,20386.0,49733.0,0.0657117465628104,0.06824039865967867,821.0
172,2017,19129.0,46556.0,0.060072042116929895,0.2336309918121837,821.0
173,2016,18045.0,37739.0,0.04179897234570752,-0.016111791850248976,821.0
174,2015,17321.0,38357.0,0.0434965961804928,0.2655316902570194,821.0
175,2014,16599.0,30309.0,-0.18584461447910536,-0.14114480022669312,821.0
176,2013,20388.0,35290.0,0.013068322981366459,-0.15264004610176002,821.0
177,2012,20125.0,41647.0,-0.06763956451239286,-0.11035396150641916,821.0
178,2011,21585.0,46813.0,0.042753623188405795,0.10590597684857075,821.0
179,2010,20700.0,42330.0,,,821.0
180,2021,54670.0,77029.0,0.14002710874778437,0.20702947490480592,904.0
181,2020,47955.0,63817.0,0.2375483870967742,-0.002142164680864371,904.0
182,2019,38750.0,63954.0,0.03934769197757691,0.21474699893633187,904.0
183,2018,37283.0,52648.0,-0.03785806451612903,0.009510661144347293,904.0
184,2017,38750.0,52152.0,0.24875124875124874,0.2811241033703449,904.0
185,2016,31031.0,40708.0,-0.034805598755832036,-0.022875111015098055,904.0
186,2015,32150.0,41661.0,-0.08469750889679716,0.03508161693458223,904.0
187,2014,35125.0,40249.0,0.10061415052954815,-0.03442567891757029,904.0
188,2013,31914.0,41684.0,-0.028522723813582538,-0.029905280551094975,904.0
189,2012,32851.0,42969.0,-0.06388738494856525,0.012226148409893993,904.0
190,2011,35093.0,42450.0,0.01252200005770507,-0.08874291602266873,904.0
191,2010,34659.0,46584.0,,,904.0
192,2021,45526.0,73053.0,0.019231199767165915,0.09971548570654383,906.0
193,2020,44667.0,66429.0,-0.1087455354470539,0.034316854807318026,906.0
194,2019,50117.0,64225.0,0.13902272727272727,0.10826387810391537,906.0
195,2018,44000.0,57951.0,0.1069182389937107,0.09300264051301396,906.0
196,2017,39750.0,53020.0,-0.029304029304029304,-0.02884879567725982,906.0
197,2016,40950.0,54595.0,0.036997644913773456,-0.026358496959320885,906.0
198,2015,39489.0,56073.0,-0.018906832298136646,-0.022028045207199667,906.0
199,2014,40250.0,57336.0,-0.20517377567140602,-0.13534707665394882,906.0
200,2013,50640.0,66311.0,0.060523560209424086,0.19636639183069624,906.0
201,2012,47750.0,55427.0,-0.04817908186656567,0.00838700287450424,906.0
202,2011,50167.0,54966.0,0.13651707029745588,0.1488828041719792,906.0
203,2010,44141.0,47843.0,,,906.0
