,census_tract,Total population in occupied housing units:,Owner_occupied,Owner_occupied_Moved in 1999 or earlier,Renter_occupied,Renter_occupied_Moved in 1999 or earlier,year,percent_owners,percent_renters,percent_old_owners,percent_old_renters,renters_owners_ratio,old_renters_owners_ratio
305,922,2845,1117,692,1728,520,2011,0.24323374340949033,0.1827768014059754,0.6195165622202328,0.40046296296296297,0.6464120370370371,1.3307692307692307
276,922,2867,1303,684,1564,475,2012,0.23857690966166725,0.16567840948726892,0.5249424405218726,0.4373401534526854,0.8331202046035806,1.44
247,922,2972,1318,742,1654,451,2013,0.2496635262449529,0.15174966352624494,0.5629742033383915,0.4486094316807739,0.7968561064087062,1.6452328159645233
218,922,3135,1454,768,1681,487,2014,0.24497607655502393,0.15534290271132375,0.5281980742778541,0.45687091017251635,0.8649613325401546,1.5770020533880904
189,922,3249,1877,1126,1372,309,2015,0.3465681748230225,0.0951061865189289,0.5998934469898775,0.8206997084548106,1.3680758017492711,3.644012944983819
160,922,3200,1807,1006,1393,200,2016,0.314375,0.0625,0.5567238516878804,0.7221823402727925,1.2972002871500359,5.03
131,922,3248,1728,1111,1520,238,2017,0.34205665024630544,0.07327586206896551,0.6429398148148148,0.7309210526315789,1.1368421052631579,4.668067226890757
102,922,3090,1597,1078,1493,271,2018,0.3488673139158576,0.08770226537216828,0.6750156543519098,0.7220361687876758,1.0696584058941727,3.977859778597786
75,922,3263,1725,1002,1538,154,2019,0.3070793748084585,0.04719583205638982,0.5808695652173913,0.6514954486345904,1.121586475942783,6.5064935064935066
46,922,3463,2036,1272,1427,167,2020,0.36731157955529886,0.04822408316488594,0.6247544204322201,0.8913805185704274,1.42676944639103,7.616766467065868
17,922,3525,2076,1211,1449,147,2021,0.3435460992907801,0.04170212765957447,0.5833333333333334,0.8357487922705314,1.4327122153209109,8.238095238095237
335,923,2662,1188,665,1474,239,2010,0.2498121712997746,0.08978211870773854,0.5597643097643098,0.45115332428765265,0.8059701492537313,2.782426778242678
306,923,2964,1170,682,1794,247,2011,0.2300944669365722,0.08333333333333333,0.582905982905983,0.3801560758082497,0.6521739130434783,2.7611336032388665
277,923,3155,1261,574,1894,295,2012,0.1819334389857369,0.09350237717908082,0.45519429024583663,0.30306230200633577,0.6657866948257656,1.9457627118644067
248,923,3404,1402,499,2002,144,2013,0.14659224441833138,0.04230317273795535,0.3559201141226819,0.24925074925074925,0.7002997002997003,3.4652777777777777
219,923,3360,1430,461,1930,153,2014,0.13720238095238096,0.045535714285714284,0.32237762237762235,0.23886010362694302,0.7409326424870466,3.0130718954248366
190,923,3434,1578,711,1856,152,2015,0.20704717530576586,0.0442632498543972,0.4505703422053232,0.38308189655172414,0.8502155172413793,4.677631578947368
