tract,year,total_population,male,female,median_age,race_white,race_black,race_ai_alaskan,race_asian,race_hawaiian,race_other,race_hispanic,median_value,median_monthly_mort,median_monthly_rent,median_income,mean_income,median_income_difference,mean_income_difference,housed_population,owner_occupied,owner_occupied_pre-2000,renter_occupied,renter_occupied_pre-2000,percent_owners,percent_renters,percent_owners_pre-2000,percent_renters_pre-2000,renters_owners_ratio,renters_owners_pre-2000_ratio,BFBL,BL,BLSL,SBL,SLM,SUP,total_built_all_lanes,cumulative_length,SLMTC
1001,2020,7024.0,0.428,0.5720000000000001,28.9,0.055,0.8109999999999999,0.002,0.005,0.0,0.062,0.209,310300.0,1661.0,1320.0,31071.0,53702.0,0.0841620433371715,0.1167443021127932,6934.0,2067.0,829.0,4867.0,677.0,0.1195558119411595,0.0976348428035765,0.4010643444605709,0.1703307992603246,0.4246969385658516,1.224519940915805,,,,,,,,,
1001,2021,7328.0,0.4539999999999999,0.546,29.6,0.033,0.785,0.002,0.0,0.0,0.077,0.2,350800.0,1952.0,1558.0,36471.0,62289.0,0.1737955006275948,0.159900934788276,7230.0,2065.0,771.0,5165.0,451.0,0.1066390041493775,0.0623789764868603,0.373365617433414,0.1492739593417231,0.3998063891577928,1.7095343680709534,,,,,,,,,
1002,2010,2997.0,0.409,0.591,32.7,0.061,0.865,0.003,0.0,0.0,0.06,0.185,301400.0,1869.0,1157.0,46122.0,57927.0,,,2893.0,1407.0,849.0,1486.0,177.0,0.2934669892844798,0.0611821638437608,0.603411513859275,0.5713324360699865,0.9468371467025573,4.796610169491525,,,,,,,,,
1002,2011,2616.0,0.392,0.608,32.3,0.065,0.85,0.003,0.0,0.0,0.068,0.1969999999999999,311600.0,1818.0,1226.0,41898.0,55689.0,-0.0915831924027579,-0.0386348334973328,2597.0,1009.0,584.0,1588.0,176.0,0.2248748556026184,0.0677705044281863,0.578790882061447,0.3677581863979849,0.6353904282115869,3.3181818181818183,,,,,,,,,
1002,2012,2680.0,0.419,0.581,32.4,0.032,0.902,0.004,0.015,0.0,0.0279999999999999,0.1,317400.0,2023.0,1187.0,50859.0,60753.0,0.2138765573535729,0.0909335775467327,2664.0,1153.0,558.0,1511.0,169.0,0.2094594594594594,0.0634384384384384,0.4839549002601908,0.3692918596955658,0.7630708140304434,3.301775147928994,,,,,,,,,
1002,2013,2681.0,0.462,0.5379999999999999,32.5,0.052,0.8059999999999999,0.0,0.012,0.0,0.064,0.126,278400.0,1844.0,1339.0,45000.0,55205.0,-0.1152008494071845,-0.0913205932217339,2668.0,1168.0,655.0,1500.0,225.0,0.2455022488755622,0.0843328335832084,0.5607876712328768,0.4366666666666666,0.7786666666666666,2.911111111111111,,,,,,,,,
1002,2014,2953.0,0.462,0.5379999999999999,31.8,0.051,0.831,0.0,0.019,0.0,0.047,0.114,273800.0,2010.0,1366.0,36762.0,51740.0,-0.1830666666666666,-0.0627660537994746,2941.0,1197.0,698.0,1744.0,256.0,0.2373342400544032,0.0870452227133628,0.5831244778613199,0.4002293577981651,0.6863532110091743,2.7265625,,,,,,,,,
1002,2015,3005.0,0.462,0.5379999999999999,30.0,0.049,0.8220000000000001,0.0,0.019,0.0,0.0579999999999999,0.125,254800.0,1746.0,1292.0,36543.0,57293.0,-0.0059572384527501,0.1073250869733281,2996.0,1197.0,609.0,1799.0,297.0,0.2032710280373831,0.0991321762349799,0.5087719298245614,0.3385214007782101,0.6653696498054474,2.0505050505050506,,,,,,,,,
1002,2016,2919.0,0.4579999999999999,0.542,31.1,0.052,0.816,0.0,0.03,0.0,0.043,0.134,265600.0,1733.0,1365.0,37203.0,55632.0,0.0180609145390362,-0.0289913252927931,2909.0,1064.0,581.0,1845.0,274.0,0.1997249914059814,0.0941904434513578,0.5460526315789473,0.3149051490514905,0.5766937669376694,2.12043795620438,,,,,,,,,
1002,2017,3173.0,0.47,0.53,29.3,0.089,0.8079999999999999,0.0,0.022,0.0,0.022,0.1369999999999999,275300.0,1940.0,1467.0,39217.0,61163.0,0.0541354191866247,0.0994211964337072,3159.0,1169.0,574.0,1990.0,268.0,0.1817030705919594,0.0848369737258626,0.4910179640718562,0.2884422110552764,0.5874371859296482,2.14179104477612,,,,,,,,,
1002,2018,3440.0,0.4639999999999999,0.536,30.9,0.143,0.8140000000000001,0.0,0.02,0.0,0.019,0.1969999999999999,312300.0,1957.0,1528.0,44750.0,67812.0,0.1410867735930846,0.1087095139218154,3419.0,1199.0,549.0,2220.0,215.0,0.1605732670371453,0.0628838841766598,0.4578815679733111,0.2472972972972973,0.5400900900900901,2.553488372093024,,,,,,,,,
1002,2019,3328.0,0.46,0.54,31.6,0.108,0.835,0.0,0.011,0.0,0.023,0.163,357300.0,1998.0,1728.0,53269.0,70768.0,0.1903687150837988,0.043591104819206,3296.0,1166.0,543.0,2130.0,167.0,0.1647451456310679,0.0506674757281553,0.4656946826758147,0.2549295774647887,0.5474178403755868,3.251497005988024,,,,,,,,,
1002,2020,3783.0,0.498,0.502,33.9,0.105,0.8590000000000001,0.0,0.009,0.0,0.005,0.124,464700.0,2326.0,1740.0,61221.0,72743.0,0.1492800690833317,0.0279080940538096,3742.0,1832.0,981.0,1910.0,100.0,0.2621592731159807,0.0267236771779796,0.5354803493449781,0.5136125654450262,0.9591623036649216,9.81,,,,,,,,,
1002,2021,3799.0,0.497,0.503,33.1,0.1009999999999999,0.81,0.0,0.008,0.0,0.012,0.142,466400.0,2462.0,1745.0,58958.0,69201.0,-0.0369644403064308,-0.0486919703614093,3748.0,1670.0,986.0,2078.0,168.0,0.2630736392742796,0.0448239060832443,0.5904191616766467,0.4744947064485081,0.8036573628488932,5.869047619047619,,,,,,,,,
1003,2010,3555.0,0.491,0.509,36.7,0.086,0.83,0.0,0.0,0.0,0.051,0.1639999999999999,281300.0,1859.0,1147.0,44071.0,51511.0,,,3555.0,1394.0,1069.0,2161.0,567.0,0.3007032348804501,0.1594936708860759,0.766857962697274,0.4946783896344285,0.6450717260527533,1.8853615520282188,,,,,,,,,
1003,2011,3505.0,0.504,0.496,35.3,0.065,0.86,0.0,0.0,0.0,0.044,0.148,245300.0,2000.0,1191.0,45685.0,55226.0,0.0366227224251775,0.0721205179476228,3488.0,1364.0,716.0,2124.0,434.0,0.2052752293577981,0.1244266055045871,0.5249266862170088,0.3370998116760829,0.6421845574387948,1.6497695852534562,,,,,,,,,
1003,2012,3606.0,0.514,0.486,34.1,0.102,0.825,0.0,0.001,0.0,0.04,0.1639999999999999,244100.0,2021.0,1280.0,43750.0,55288.0,-0.0423552588376928,0.0011226596168471,3582.0,1490.0,654.0,2092.0,370.0,0.1825795644891122,0.1032942490228922,0.4389261744966443,0.3126195028680688,0.7122370936902486,1.7675675675675675,,,,,,,,,
1003,2013,3201.0,0.496,0.504,35.4,0.114,0.843,0.0,0.002,0.0,0.022,0.14,267200.0,2156.0,1203.0,48464.0,56754.0,0.1077485714285714,0.0265156996093184,3173.0,1603.0,561.0,1570.0,209.0,0.176804286164513,0.0658682634730539,0.3499688084840923,0.3573248407643312,1.0210191082802549,2.6842105263157894,,,,,,,,,
1003,2014,3412.0,0.484,0.516,35.1,0.149,0.813,0.0,0.003,0.0,0.022,0.163,255200.0,2206.0,1219.0,48320.0,57077.0,-0.0029712776493892,0.0056912288120661,3381.0,1683.0,768.0,1698.0,179.0,0.2271517302573203,0.0529429162969535,0.4563279857397504,0.4522968197879858,0.991166077738516,4.290502793296089,,,,,,,,,
1003,2015,3642.0,0.445,0.555,34.8,0.091,0.857,0.0,0.03,0.0,0.009,0.102,274700.0,2256.0,1260.0,46250.0,56582.0,-0.0428394039735099,-0.0086724950505457,3604.0,1979.0,1055.0,1625.0,100.0,0.2927302996670366,0.027746947835738,0.5330975240020213,0.6492307692307693,1.2178461538461538,10.55,,,,,,,,,
1003,2016,3731.0,0.429,0.5710000000000001,32.9,0.061,0.89,0.0,0.031,0.0,0.006,0.134,321100.0,2250.0,1303.0,50292.0,62790.0,0.0873945945945945,0.1097168710897458,3701.0,1762.0,1069.0,1939.0,204.0,0.288840853823291,0.0551202377735747,0.6066969353007946,0.5513151108818979,0.9087158329035584,5.240196078431373,,,,,,,,,
1003,2017,4064.0,0.428,0.5720000000000001,34.0,0.0409999999999999,0.878,0.0,0.03,0.0,0.037,0.146,341300.0,2224.0,1434.0,51385.0,73596.0,0.0217330788196929,0.1720974677496416,4032.0,1918.0,1210.0,2114.0,200.0,0.3000992063492063,0.0496031746031746,0.6308654848800834,0.5723746452223274,0.9072847682119204,6.05,,,,,,,,,
1003,2018,4106.0,0.434,0.5660000000000001,34.0,0.033,0.845,0.0,0.03,0.0,0.033,0.121,348000.0,2396.0,1531.0,51736.0,74807.0,0.0068307871947066,0.0164546986249252,4069.0,1835.0,1126.0,2234.0,204.0,0.2767264684197592,0.0501351683460309,0.6136239782016348,0.5040286481647269,0.8213965980304386,5.519607843137255,,,,,,,,,
1003,2019,4394.0,0.4029999999999999,0.597,33.2,0.047,0.833,0.0,0.027,0.0,0.027,0.08,421000.0,2197.0,1779.0,51645.0,77160.0,-0.0017589299520643,0.0314542756693892,4353.0,2090.0,1117.0,2263.0,91.0,0.2566046404778314,0.0209051229037445,0.5344497607655503,0.4935925762262483,0.9235528060097216,12.274725274725276,,,,,,,,,
1003,2020,4270.0,0.444,0.556,33.9,0.045,0.872,0.0,0.002,0.0,0.024,0.078,426200.0,2193.0,1807.0,68209.0,77922.0,0.3207280472456191,0.0098755832037325,4230.0,1980.0,919.0,2250.0,155.0,0.21725768321513,0.0366430260047281,0.4641414141414141,0.4084444444444444,0.88,5.929032258064516,,,,,,,,,
1003,2021,4130.0,0.467,0.5329999999999999,35.0,0.05,0.77,0.0,0.003,0.0,0.026,0.086,468000.0,2349.0,1889.0,65417.0,84047.0,-0.0409330147048043,0.0786042452709119,4094.0,1936.0,729.0,2158.0,57.0,0.1780654616511968,0.0139228138739618,0.3765495867768595,0.3378127896200185,0.897126969416126,12.789473684210526,,,,,,,,,
1004,2010,4866.0,0.424,0.5760000000000001,35.0,0.136,0.753,0.0,0.071,0.0,0.036,0.102,340900.0,2423.0,1347.0,,,,,4635.0,1788.0,1130.0,2847.0,558.0,0.2437971952535059,0.1203883495145631,0.6319910514541387,0.3969090270460133,0.6280295047418335,2.025089605734767,,,,,,,,,
1004,2011,4617.0,0.423,0.5770000000000001,36.3,0.161,0.742,0.0,0.075,0.0,0.011,0.091,333100.0,2377.0,1311.0,52930.0,62640.0,,,4491.0,1639.0,1180.0,2852.0,523.0,0.2627477176575373,0.1164551324871966,0.7199511897498475,0.4137447405329593,0.5746844319775596,2.25621414913958,,,,,,,,,
1004,2012,4617.0,0.441,0.5589999999999999,36.5,0.154,0.763,0.0,0.05,0.0,0.016,0.096,317400.0,2401.0,1295.0,57531.0,68225.0,0.0869261288494237,0.0891602809706258,4488.0,1946.0,1546.0,2542.0,447.0,0.3444741532976827,0.0995989304812834,0.7944501541623844,0.6081825334382376,0.7655389457120377,3.4586129753914987,,,,,,,,,
1004,2013,5048.0,0.419,0.581,37.0,0.138,0.7,0.035,0.066,0.0,0.027,0.098,330000.0,2370.0,1301.0,52273.0,67992.0,-0.0913942048634649,-0.003415170392085,4921.0,1989.0,1648.0,2932.0,467.0,0.3348912822597033,0.0948994106888843,0.8285570638511816,0.5620736698499318,0.6783765347885402,3.5289079229122056,,,,,,,,,
1004,2014,4803.0,0.43,0.57,37.6,0.125,0.721,0.04,0.051,0.0,0.031,0.086,316100.0,2251.0,1288.0,52485.0,67792.0,0.004055631014099,-0.0029415225320625,4673.0,2026.0,1606.0,2647.0,365.0,0.3436764391183394,0.0781082816178044,0.792694965449161,0.606724593879864,0.7653947865508123,4.4,,,,,,,,,
1004,2015,5209.0,0.4479999999999999,0.552,37.7,0.103,0.688,0.03,0.072,0.0,0.067,0.1119999999999999,325200.0,2389.0,1286.0,61793.0,70307.0,0.177345908354768,0.0370987727165447,5074.0,2368.0,1402.0,2706.0,416.0,0.2763106030744974,0.0819865983445013,0.5920608108108109,0.5181079083518108,0.8750923872875093,3.3701923076923075,,,,,,,,,
1004,2016,5596.0,0.44,0.56,35.6,0.108,0.687,0.039,0.043,0.0,0.073,0.131,347900.0,2471.0,1323.0,68448.0,74246.0,0.1076982829770362,0.0560257157893239,5461.0,2838.0,1496.0,2623.0,364.0,0.2739425013733748,0.0666544588903131,0.5271317829457365,0.5703393061380099,1.0819672131147542,4.1098901098901095,,,,,,,,,
1004,2017,5667.0,0.445,0.555,33.6,0.129,0.652,0.031,0.072,0.0,0.063,0.151,362300.0,2426.0,1469.0,53708.0,69068.0,-0.2153459560542309,-0.0697411308353311,5531.0,2811.0,1259.0,2720.0,433.0,0.2276261073946845,0.0782860242270837,0.447883315546069,0.4628676470588235,1.0334558823529412,2.907621247113164,,,,,,,,,
1004,2018,5703.0,0.441,0.5589999999999999,34.5,0.157,0.645,0.001,0.1,0.0,0.045,0.115,370000.0,2204.0,1513.0,54828.0,75317.0,0.0208535041334624,0.0904760525858574,5568.0,2990.0,1086.0,2578.0,462.0,0.1950431034482758,0.0829741379310344,0.3632107023411371,0.4212567882079131,1.1598138091543833,2.3506493506493507,,,,,,,,,
1004,2019,6040.0,0.43,0.57,33.9,0.2289999999999999,0.562,0.001,0.0819999999999999,0.0,0.071,0.243,397100.0,2614.0,1545.0,68194.0,77355.0,0.2437805500838987,0.0270589641116879,5907.0,2648.0,992.0,3259.0,507.0,0.1679363467072964,0.0858303707465718,0.3746223564954682,0.3043878490334458,0.8125191776618594,1.9566074950690333,,,,,,,,,
1004,2020,5807.0,0.421,0.579,35.4,0.244,0.5539999999999999,0.001,0.07,0.0,0.0409999999999999,0.251,453100.0,2290.0,1600.0,89556.0,90841.0,0.3132533653987154,0.1743390860319307,5676.0,2781.0,1265.0,2895.0,302.0,0.2228682170542635,0.0532064834390415,0.4548723480762315,0.4369602763385147,0.960621761658031,4.188741721854305,,,,,,,,,
1004,2021,5906.0,0.413,0.5870000000000001,37.1,0.1889999999999999,0.513,0.0,0.096,0.0,0.113,0.27,465800.0,2515.0,1691.0,94352.0,97932.0,0.0535530841038009,0.0780594665404387,5783.0,2656.0,1129.0,3127.0,292.0,0.1952273906277019,0.0504928237938786,0.4250753012048193,0.3610489286856412,0.8493763991045731,3.866438356164384,,,,,,,,,
1005,2010,4803.0,0.4679999999999999,0.532,34.2,0.136,0.67,0.0069999999999999,0.066,0.0,0.088,0.153,436500.0,2276.0,1097.0,51783.0,65930.0,,,4803.0,1891.0,1398.0,2912.0,441.0,0.2910680824484697,0.0918176139912554,0.7392913802221047,0.4800824175824176,0.6493818681318682,3.1700680272108843,,,,,,,,,
1005,2011,5229.0,0.4539999999999999,0.546,34.3,0.131,0.67,0.0069999999999999,0.087,0.0,0.061,0.168,425700.0,2301.0,1144.0,46605.0,64512.0,-0.0999942065928972,-0.021507659639011,5222.0,1811.0,1317.0,3411.0,396.0,0.2522022213711222,0.0758330141708157,0.7272225289895086,0.386103781882146,0.5309293462327763,3.325757575757576,,,,,,,,,
1005,2012,5672.0,0.457,0.5429999999999999,35.0,0.131,0.674,0.009,0.074,0.0,0.059,0.209,409800.0,2281.0,1150.0,52596.0,72843.0,0.12854843900869,0.1291387648809523,5659.0,2206.0,1331.0,3453.0,430.0,0.2352005654709312,0.0759851563880544,0.6033544877606528,0.3854619171734723,0.6388647552852592,3.0953488372093023,,,,,,,,,
1005,2013,6838.0,0.457,0.5429999999999999,37.0,0.156,0.667,0.006,0.12,0.0,0.011,0.128,374600.0,2299.0,1188.0,55015.0,71256.0,0.0459920906532816,-0.0217865821012314,6818.0,2399.0,1604.0,4419.0,493.0,0.2352596069228512,0.0723085948958638,0.6686119216340142,0.3629780493324281,0.5428830052047975,3.253549695740365,,,,,,,,,
1005,2014,6585.0,0.475,0.525,33.4,0.181,0.66,0.004,0.102,0.0,0.01,0.138,343100.0,2412.0,1214.0,49510.0,63394.0,-0.1000636190129964,-0.110334568317054,6559.0,1761.0,1075.0,4798.0,309.0,0.1638969355084616,0.0471108400670833,0.6104486087450313,0.2240516882034181,0.3670279283034597,3.4789644012944985,,,,,,,,,
1005,2015,7227.0,0.498,0.502,33.6,0.191,0.639,0.002,0.108,0.0,0.012,0.163,299800.0,2429.0,1329.0,51558.0,71156.0,0.0413653807311654,0.1224406095214058,7190.0,2413.0,1289.0,4777.0,384.0,0.1792767732962447,0.0534075104311543,0.5341898052217157,0.2698346242411555,0.5051287418882143,3.356770833333333,,,,,,,,,
1005,2016,7350.0,0.496,0.504,33.0,0.196,0.664,0.004,0.1009999999999999,0.0,0.012,0.126,314900.0,2424.0,1421.0,51938.0,69735.0,0.007370340199387,-0.0199702063072685,7314.0,2476.0,1066.0,4838.0,284.0,0.1457478807765928,0.0388296417828821,0.4305331179321486,0.2203389830508474,0.5117817279867714,3.753521126760564,,,,,,,,,
1005,2017,7337.0,0.5,0.5,31.9,0.217,0.642,0.004,0.085,0.0,0.023,0.135,333600.0,2451.0,1525.0,51250.0,69781.0,-0.0132465632099811,0.000659640065964,7303.0,2522.0,907.0,4781.0,292.0,0.1241955360810625,0.0399835683965493,0.359635210150674,0.1897092658439657,0.527504706128425,3.106164383561644,,,,,,,,,
1005,2018,6909.0,0.46,0.54,31.7,0.213,0.635,0.005,0.103,0.0,0.017,0.143,315800.0,2562.0,1574.0,46741.0,70920.0,-0.087980487804878,0.0163224946618707,6876.0,2659.0,1037.0,4217.0,259.0,0.1508144269924374,0.0376672484002326,0.3899962391876645,0.2459094142755513,0.6305430400758834,4.003861003861004,,,,,,,,,
1005,2019,6623.0,0.449,0.551,32.5,0.261,0.5770000000000001,0.0,0.089,0.0,0.04,0.177,388300.0,2574.0,1524.0,59913.0,84930.0,0.2818082625532188,0.1975465313028764,6592.0,2811.0,899.0,3781.0,279.0,0.136377427184466,0.0423240291262135,0.319815012451085,0.2377677862999206,0.7434541126686062,3.2222222222222223,,,,,,,,,
1005,2020,6934.0,0.449,0.551,35.5,0.2769999999999999,0.5429999999999999,0.0,0.093,0.0,0.05,0.131,430200.0,2494.0,1480.0,39466.0,73591.0,-0.3412781867040542,-0.1335099493700694,6908.0,2720.0,839.0,4188.0,249.0,0.1214533873769542,0.0360451650260567,0.3084558823529412,0.2003342884431709,0.6494746895893028,3.3694779116465865,,,,,,,,,
1005,2021,7072.0,0.486,0.514,36.2,0.244,0.539,0.0,0.099,0.0,0.043,0.131,574700.0,3008.0,1607.0,49644.0,81963.0,0.25789286981199,0.113763911347855,7049.0,2960.0,1220.0,4089.0,333.0,0.1730741949212654,0.0472407433678535,0.4121621621621621,0.2983614575690878,0.7238933724627048,3.663663663663664,,,,,,,,,
1006.01,2010,4653.0,0.501,0.499,35.4,0.4679999999999999,0.276,0.008,0.183,0.0,0.023,0.033,326500.0,2209.0,1186.0,,,,,4653.0,2416.0,1776.0,2237.0,496.0,0.3816892327530625,0.1065978938319363,0.7350993377483444,0.7939204291461779,1.0800178810907466,3.5806451612903225,,,,,,,,,
1006.01,2011,5004.0,0.513,0.487,35.2,0.374,0.336,0.002,0.196,0.0,0.023,0.055,321800.0,2181.0,1275.0,53616.0,67964.0,,,4938.0,2516.0,1397.0,2422.0,625.0,0.2829080599432969,0.1265694613203726,0.5552464228934817,0.5767960363336085,1.0388109000825765,2.2352,0.0,0.0,0.0,0.0,477.824353729,0.0,477.824353729,477.824353729,0.0
1006.01,2012,4954.0,0.507,0.493,34.1,0.416,0.268,0.002,0.208,0.0,0.023,0.079,287500.0,2158.0,1300.0,52841.0,67187.0,-0.014454640405849,-0.0114325231004649,4902.0,2514.0,1225.0,2388.0,328.0,0.2498980008159934,0.0669114647082823,0.4872712808273667,0.5129815745393634,1.0527638190954771,3.734756097560976,0.0,0.0,594.4228459343,0.0,0.0,0.0,594.4228459343,1072.2471996633,0.0
1006.01,2013,5183.0,0.513,0.487,36.9,0.445,0.259,0.002,0.2019999999999999,0.0,0.015,0.06,249400.0,2046.0,1261.0,56414.0,69255.0,0.0676179481841751,0.0307797639424293,5147.0,2611.0,1537.0,2536.0,370.0,0.2986205556634932,0.0718865358461239,0.5886633473764841,0.6060725552050473,1.0295741324921135,4.154054054054054,0.0,0.0,0.0,0.0,481.6028771514,0.0,481.6028771514,1553.8500768147,0.0
1006.01,2014,5406.0,0.478,0.522,36.9,0.377,0.293,0.004,0.276,0.0,0.0,0.083,249600.0,2120.0,1211.0,58426.0,70139.0,0.0356649058744283,0.0127644213414193,5391.0,2689.0,1426.0,2702.0,229.0,0.264514932294565,0.0424782044147653,0.5303086649312012,0.5277572168763879,0.9951887490747594,6.22707423580786,,,,,,,,,
1006.01,2015,5185.0,0.4589999999999999,0.541,37.4,0.369,0.3329999999999999,0.004,0.192,0.0,0.053,0.1009999999999999,266400.0,2073.0,1188.0,59205.0,69711.0,0.0133331051244309,-0.0061021685510201,5180.0,2380.0,1009.0,2800.0,265.0,0.1947876447876448,0.0511583011583011,0.4239495798319327,0.3603571428571429,0.85,3.807547169811321,,,,,,,,,
1006.01,2016,5626.0,0.445,0.555,34.1,0.3339999999999999,0.4379999999999999,0.0,0.1159999999999999,0.0,0.05,0.084,275500.0,2039.0,1336.0,62583.0,73615.0,0.0570559918925766,0.0560026394686634,5621.0,2022.0,863.0,3599.0,387.0,0.1535314001067425,0.0688489592599181,0.4268051434223541,0.2397888302306196,0.5618227285357044,2.2299741602067185,,,,,,,,,
1006.01,2017,5903.0,0.449,0.551,33.6,0.308,0.441,0.0,0.161,0.0,0.038,0.067,339700.0,2124.0,1346.0,64508.0,80029.0,0.030759151846348,0.087128981865109,5898.0,2102.0,844.0,3796.0,463.0,0.1430993557138012,0.0785011868429976,0.4015223596574691,0.2223393045310853,0.553740779768177,1.8228941684665227,,,,,,,,,
1006.01,2018,5978.0,0.4479999999999999,0.552,33.4,0.317,0.391,0.0,0.178,0.0,0.045,0.077,363900.0,2273.0,1567.0,71086.0,85577.0,0.101971848452905,0.0693248697347211,5973.0,1905.0,489.0,4068.0,308.0,0.0818684078352586,0.0515653775322283,0.2566929133858268,0.1202064896755162,0.4682890855457227,1.5876623376623376,,,,,,,,,
1006.01,2019,6321.0,0.499,0.501,33.5,0.4029999999999999,0.33,0.0,0.126,0.0,0.0579999999999999,0.099,425000.0,2268.0,1631.0,76593.0,94355.0,0.0774695439327012,0.102574289820863,6316.0,2529.0,747.0,3787.0,321.0,0.1182710576314122,0.0508233058898036,0.295373665480427,0.1972537628729865,0.6678109321362556,2.3271028037383177,,,,,,,,,
1006.01,2020,6131.0,0.482,0.518,32.6,0.377,0.298,0.0,0.176,0.0,0.018,0.085,416200.0,2208.0,1711.0,92714.0,100358.0,0.2104761531732664,0.0636214297069577,6126.0,2428.0,633.0,3698.0,266.0,0.103330068560235,0.0434214822069866,0.2607084019769357,0.1711736073553272,0.6565711195240671,2.3796992481203008,,,,,,,,,
1006.01,2021,5686.0,0.494,0.506,35.0,0.452,0.231,0.0,0.177,0.0,0.0069999999999999,0.078,431500.0,2264.0,2001.0,99207.0,112671.0,0.0700325732899022,0.1226907670539468,5681.0,2504.0,761.0,3177.0,228.0,0.1339552895616969,0.040133779264214,0.3039137380191693,0.2395341517154548,0.7881649354737174,3.337719298245614,,,,,,,,,
1006.03,2010,1971.0,0.411,0.589,45.4,0.698,0.129,0.0,0.093,0.0,0.016,0.024,297200.0,1910.0,957.0,60417.0,71303.0,,,1651.0,1155.0,860.0,496.0,97.0,0.5208964264082374,0.0587522713506965,0.7445887445887446,1.7338709677419355,2.3286290322580645,8.8659793814433,,,,,,,,,
