,year,Median income (dollars),Mean income (dollars),median_income_difference,mean_income_difference,census_tract,Total population in occupied housing units:,Owner_occupied,Owner_occupied_Moved in 1999 or earlier,Renter_occupied,Renter_occupied_Moved in 1999 or earlier,percent_owners,percent_renters,percent_old_owners,percent_old_renters,renters_owners_ratio,old_renters_owners_ratio
10,2011,34153.0,45669.0,0.1238606074566455,0.1062958746154405,901.0,4941.0,1580.0,804.0,3361.0,647.0,0.3197733252378061,0.6802266747621939,0.5088607594936709,0.2392145194882475,0.470098185063969,1.242658423493045
11,2010,30389.0,41281.0,,,901.0,4658.0,1351.0,699.0,3307.0,916.0,0.290038643194504,0.7099613568054959,0.5173945225758697,0.2113698215905654,0.4085273661929241,0.7631004366812227
12,2021,39773.0,62675.0,0.3974070690745555,0.6776412644878075,902.0,3084.0,516.0,356.0,2568.0,178.0,0.1673151750972762,0.8326848249027238,0.689922480620155,0.1386292834890965,0.2009345794392523,2.0
13,2020,28462.0,37359.0,0.0638011586619323,-0.0336273571484001,902.0,2395.0,339.0,140.0,2056.0,164.0,0.141544885177453,0.858455114822547,0.4129793510324483,0.0680933852140077,0.1648832684824902,0.8536585365853658
14,2019,26755.0,38659.0,-0.1227868852459016,-0.0768440910284881,902.0,2337.0,376.0,184.0,1961.0,236.0,0.1608900299529311,0.8391099700470689,0.4893617021276595,0.0938296787353391,0.1917389087200408,0.7796610169491526
15,2018,30500.0,41877.0,0.1124484808695335,0.1192270686337395,902.0,,,,,,,,,,,
16,2017,27417.0,37416.0,0.0137548530227398,-0.0620205565304587,902.0,2455.0,260.0,82.0,2195.0,431.0,0.1059063136456211,0.8940936863543788,0.3153846153846154,0.0373576309794988,0.1184510250569476,0.1902552204176334
17,2016,27045.0,39890.0,0.1069499017681728,0.117241765628501,902.0,2481.0,288.0,47.0,2193.0,365.0,0.1160822249093107,0.8839177750906893,0.1631944444444444,0.0214318285453716,0.1313269493844049,0.1287671232876712
18,2015,24432.0,35704.0,0.0591754454415398,-0.0971526829514995,902.0,2383.0,250.0,89.0,2133.0,325.0,0.1049097775912715,0.8950902224087285,0.356,0.0417252695733708,0.117205813408345,0.2738461538461538
19,2014,23067.0,39546.0,0.039100860399117,-0.0436969506444514,902.0,2526.0,176.0,22.0,2350.0,264.0,0.0696753760886777,0.9303246239113222,0.125,0.0093617021276595,0.0748936170212766,0.0833333333333333
20,2013,22199.0,41353.0,0.0600229204469487,0.0141256100252593,902.0,2235.0,337.0,156.0,1898.0,275.0,0.1507829977628635,0.8492170022371365,0.4629080118694362,0.0821917808219178,0.1775553213909378,0.5672727272727273
21,2012,20942.0,40777.0,0.1090398771381666,0.3308420365535248,902.0,2453.0,335.0,158.0,2118.0,416.0,0.1365674684060334,0.8634325315939666,0.4716417910447761,0.0745986779981114,0.1581680830972615,0.3798076923076923
22,2011,18883.0,30640.0,0.1761445032700093,-0.021805063371963,902.0,2422.0,212.0,144.0,2210.0,379.0,0.0875309661436829,0.9124690338563172,0.6792452830188679,0.0651583710407239,0.0959276018099547,0.3799472295514511
23,2010,16055.0,31323.0,,,902.0,2075.0,214.0,114.0,1861.0,410.0,0.1031325301204819,0.896867469879518,0.5327102803738317,0.061257388500806,0.1149919398173025,0.2780487804878049
24,2021,33824.0,58420.0,0.0489037739944801,0.130089950672212,903.0,3206.0,404.0,236.0,2802.0,64.0,0.1260137242669994,0.8739862757330006,0.5841584158415841,0.0842255531763026,0.1441827266238401,3.6875
25,2020,32247.0,51695.0,0.0410653753026634,0.2604847361747781,903.0,3066.0,596.0,381.0,2470.0,97.0,0.1943900848010437,0.8056099151989563,0.639261744966443,0.154251012145749,0.2412955465587044,3.927835051546392
26,2019,30975.0,41012.0,0.0214007782101167,-0.0692840122546238,903.0,3090.0,551.0,333.0,2539.0,140.0,0.1783171521035598,0.8216828478964401,0.604355716878403,0.1311539976368649,0.2170145726664041,2.378571428571429
27,2018,30326.0,44065.0,-0.0178768054925837,0.0948642134817502,903.0,3465.0,718.0,258.0,2747.0,152.0,0.2072150072150072,0.7927849927849928,0.3593314763231198,0.0939206406989443,0.2613760465962869,1.6973684210526316
28,2017,30878.0,40247.0,0.0027278041176852,-0.0101330578715659,903.0,3386.0,559.0,306.0,2827.0,162.0,0.1650915534554046,0.8349084465445954,0.5474060822898033,0.1082419525999292,0.1977361160240537,1.8888888888888888
29,2016,30794.0,40659.0,0.200452206455637,0.0603191988734157,903.0,3557.0,641.0,231.0,2916.0,150.0,0.1802080404835535,0.8197919595164465,0.360374414976599,0.0792181069958847,0.2198216735253772,1.54
30,2015,25652.0,38346.0,0.0568991800914671,-0.0075059529972046,903.0,3630.0,644.0,152.0,2986.0,189.0,0.1774104683195592,0.8225895316804408,0.2360248447204969,0.0509042196918955,0.2156731413261889,0.8042328042328042
31,2014,24271.0,38636.0,-0.1093211009174311,-0.0164451911817117,903.0,3641.0,759.0,254.0,2882.0,206.0,0.2084592145015106,0.7915407854984894,0.3346508563899868,0.0881332408049965,0.2633587786259542,1.233009708737864
32,2013,27250.0,39282.0,0.0212112127117373,-0.0194698217762468,903.0,3354.0,644.0,321.0,2710.0,198.0,0.1920095408467501,0.8079904591532499,0.4984472049689441,0.118450184501845,0.2376383763837638,1.621212121212121
33,2012,26684.0,40062.0,0.5633934848839934,0.2212162780064014,903.0,3155.0,680.0,313.0,2475.0,162.0,0.2155309033280507,0.7844690966719493,0.4602941176470588,0.1264646464646464,0.2747474747474747,1.932098765432099
34,2011,17068.0,32805.0,0.0347377993331312,0.0351519358808494,903.0,2551.0,588.0,390.0,1963.0,181.0,0.2304978439827518,0.7695021560172481,0.6632653061224489,0.1986754966887417,0.2995415180845644,2.154696132596685
35,2010,16495.0,31691.0,,,903.0,2525.0,591.0,406.0,1934.0,235.0,0.234059405940594,0.765940594059406,0.6869712351945855,0.2099276111685625,0.3055842812823164,1.7276595744680852
36,2021,75972.0,111461.0,-0.1304367731892683,-0.0067812015469337,907.0,4059.0,1648.0,377.0,2411.0,199.0,0.4060113328406011,0.5939886671593989,0.2287621359223301,0.1563666528411447,0.6835338034010784,1.894472361809045
37,2020,87368.0,112222.0,0.2419753788417251,0.2958361238770467,907.0,4025.0,1509.0,303.0,2516.0,219.0,0.3749068322981366,0.6250931677018634,0.2007952286282306,0.1204292527821939,0.5997615262321144,1.3835616438356164
38,2019,70346.0,86602.0,-0.0032447750619907,0.0035226772346983,907.0,3845.0,1223.0,511.0,2622.0,154.0,0.318075422626788,0.681924577373212,0.4178250204415372,0.1948893974065599,0.4664378337147216,3.3181818181818183
39,2018,70575.0,86298.0,0.1317713845857789,0.1138962748793143,907.0,3849.0,1459.0,561.0,2390.0,106.0,0.37905949597298,0.6209405040270201,0.3845099383139136,0.2347280334728033,0.6104602510460251,5.29245283018868
40,2017,62358.0,77474.0,-0.0446585877774883,0.0639694572621401,907.0,4146.0,1254.0,550.0,2892.0,52.0,0.3024602026049204,0.6975397973950795,0.4385964912280701,0.1901798063623789,0.4336099585062241,10.576923076923077
41,2016,65273.0,72816.0,0.258032186566445,0.0824921581161639,907.0,4517.0,1543.0,591.0,2974.0,143.0,0.3415984060216958,0.6584015939783042,0.3830200907323396,0.1987222595830531,0.5188298587760591,4.1328671328671325
42,2015,51885.0,67267.0,0.0042193276172411,-0.0102408663537513,907.0,4582.0,1378.0,529.0,3204.0,253.0,0.300742034046268,0.699257965953732,0.3838896952104499,0.1651061173533083,0.430087390761548,2.090909090909091
43,2014,51667.0,67963.0,-0.0483671928241209,-0.0275858121932723,907.0,4515.0,1375.0,493.0,3140.0,247.0,0.3045404208194905,0.6954595791805094,0.3585454545454545,0.1570063694267515,0.4378980891719745,1.9959514170040489
44,2013,54293.0,69891.0,0.0206602248373876,0.0396424002618034,907.0,4675.0,1276.0,544.0,3399.0,261.0,0.2729411764705882,0.7270588235294118,0.4263322884012539,0.1600470726684319,0.3754045307443365,2.0842911877394634
45,2012,53194.0,67226.0,0.3713681713887958,0.1266864430924967,907.0,4136.0,1413.0,608.0,2723.0,355.0,0.3416344294003868,0.6583655705996132,0.4302901627742392,0.2232831435916268,0.5189129636430407,1.712676056338028
46,2011,38789.0,59667.0,-0.0709221556886227,-0.0567377007714683,907.0,3972.0,1058.0,578.0,2914.0,393.0,0.2663645518630413,0.7336354481369587,0.5463137996219282,0.1983527796842827,0.3630748112560055,1.470737913486005
47,2010,41750.0,63256.0,,,907.0,4157.0,1279.0,586.0,2878.0,434.0,0.3076738032234785,0.6923261967765215,0.4581704456606724,0.2036136205698401,0.4444058373870743,1.3502304147465438
48,2021,30373.0,52529.0,0.1825189799493868,0.15152245873249,909.01,3042.0,0.0,0.0,3042.0,60.0,0.0,1.0,,0.0,0.0,0.0
49,2020,25685.0,45617.0,0.0008962668537136,-0.058880567762167,909.01,3204.0,15.0,0.0,3189.0,84.0,0.0046816479400749,0.9953183520599252,0.0,0.0,0.0047036688617121,0.0
50,2019,25662.0,48471.0,0.0479846449136276,0.0833202959122097,909.01,3640.0,15.0,0.0,3625.0,106.0,0.0041208791208791,0.9958791208791208,0.0,0.0,0.0041379310344827,0.0
51,2018,24487.0,44743.0,-0.1265872449707518,-0.0161832933881571,909.01,3776.0,23.0,0.0,3753.0,186.0,0.0060911016949152,0.9939088983050848,0.0,0.0,0.0061284305888622,0.0
52,2017,28036.0,45479.0,0.0166074407136123,0.0117011100482726,909.01,3839.0,24.0,0.0,3815.0,256.0,0.0062516280281323,0.9937483719718676,0.0,0.0,0.0062909567496723,0.0
53,2016,27578.0,44953.0,0.0344336084021005,-0.0476059322033898,909.01,3903.0,24.0,0.0,3879.0,250.0,0.0061491160645657,0.9938508839354344,0.0,0.0,0.0061871616395978,0.0
54,2015,26660.0,47200.0,0.0782172611825608,0.1340974074341046,909.01,3816.0,8.0,0.0,3808.0,273.0,0.0020964360587002,0.9979035639412998,0.0,0.0,0.0021008403361344,0.0
55,2014,24726.0,41619.0,-0.0768024493148639,0.0403189521571764,909.01,3688.0,9.0,0.0,3679.0,440.0,0.0024403470715835,0.9975596529284164,0.0,0.0,0.0024463169339494,0.0
56,2013,26783.0,40006.0,0.1532466414054426,0.0784741878959428,909.01,3896.0,0.0,0.0,3896.0,470.0,0.0,1.0,,0.0,0.0,0.0
57,2012,23224.0,37095.0,-0.0900756180699761,-0.0398602303610715,909.01,3819.0,0.0,0.0,3819.0,543.0,0.0,1.0,,0.0,0.0,0.0
58,2011,25523.0,38635.0,-0.16626923202561,0.0011661052086032,909.01,3940.0,0.0,0.0,3940.0,730.0,0.0,1.0,,0.0,0.0,0.0
59,2010,30613.0,38590.0,,,909.01,4026.0,0.0,0.0,4026.0,683.0,0.0,1.0,,0.0,0.0,0.0
60,2021,90893.0,114861.0,-0.1328741378158956,0.0210592753262454,910.01,3105.0,1277.0,474.0,1828.0,40.0,0.4112721417069243,0.5887278582930757,0.3711824588880188,0.2592997811816193,0.6985776805251641,11.85
61,2020,104821.0,112492.0,0.1045881807452368,-0.0137385037568276,910.01,2744.0,1196.0,375.0,1548.0,98.0,0.4358600583090379,0.5641399416909622,0.3135451505016722,0.2422480620155038,0.772609819121447,3.826530612244898
62,2019,94896.0,114059.0,-0.0234625833539145,-0.047269416462019,910.01,2793.0,1110.0,351.0,1683.0,206.0,0.397422126745435,0.602577873254565,0.3162162162162162,0.2085561497326203,0.6595365418894831,1.703883495145631
63,2018,97176.0,119718.0,0.1630879712746858,0.2043700894339205,910.01,2939.0,1322.0,333.0,1617.0,184.0,0.449812861517523,0.550187138482477,0.2518910741301059,0.2059369202226345,0.8175633889919605,1.809782608695652
64,2017,83550.0,99403.0,0.1257831974668193,0.0882745784979198,910.01,3017.0,1337.0,348.0,1680.0,162.0,0.4431554524361949,0.5568445475638051,0.2602842183994016,0.2071428571428571,0.7958333333333333,2.1481481481481484
65,2016,74215.0,91340.0,0.159609375,0.0931590789410694,910.01,3204.0,1545.0,389.0,1659.0,217.0,0.4822097378277153,0.5177902621722846,0.2517799352750809,0.2344786015672091,0.9312839059674504,1.792626728110599
66,2015,64000.0,83556.0,-0.0339622641509433,0.0425473510842712,910.01,3189.0,1393.0,545.0,1796.0,211.0,0.4368140482910003,0.5631859517089997,0.3912419239052405,0.3034521158129176,0.7756124721603563,2.582938388625593
67,2014,66250.0,80146.0,0.0636931425910762,0.0548718691182857,910.01,3113.0,1452.0,577.0,1661.0,104.0,0.4664310954063604,0.5335689045936396,0.3973829201101928,0.3473810957254666,0.8741721854304636,5.548076923076923
68,2013,62283.0,75977.0,0.0538043754124156,0.0512355757257104,910.01,2953.0,1389.0,471.0,1564.0,132.0,0.4703691161530647,0.5296308838469354,0.3390928725701944,0.3011508951406649,0.8881074168797954,3.5681818181818183
69,2012,59103.0,72274.0,-0.0756201320028777,-0.1154491047278691,910.01,2799.0,1293.0,370.0,1506.0,278.0,0.4619506966773847,0.5380493033226152,0.2861562258313998,0.2456839309428951,0.8585657370517928,1.330935251798561
70,2011,63938.0,81707.0,0.0773948942623641,0.0276575942043567,910.01,2668.0,1338.0,664.0,1330.0,206.0,0.5014992503748126,0.4985007496251874,0.4962630792227205,0.4992481203007519,1.006015037593985,3.2233009708737863
71,2010,59345.0,79508.0,,,910.01,2479.0,1217.0,649.0,1262.0,241.0,0.490923759580476,0.509076240419524,0.533278553820871,0.5142630744849446,0.9643423137876388,2.6929460580912865
72,2021,108079.0,114038.0,0.2107385708044406,0.0902919861559936,911.0,4599.0,2087.0,685.0,2512.0,248.0,0.4537943031093716,0.5462056968906284,0.3282223287014854,0.2726910828025478,0.830812101910828,2.7620967741935485
73,2020,89267.0,104594.0,0.0505460622322647,-0.0038476923369968,911.0,4916.0,2504.0,683.0,2412.0,258.0,0.5093572009764036,0.4906427990235964,0.2727635782747604,0.283167495854063,1.0381426202321724,2.647286821705426
74,2019,84972.0,104998.0,0.0744117237978428,0.0978690478680022,911.0,4802.0,2023.0,639.0,2779.0,332.0,0.4212827988338192,0.5787172011661808,0.3158675234799802,0.2299388269161568,0.7279596977329975,1.9246987951807228
75,2018,79087.0,95638.0,0.0204774193548387,0.0110793952849138,911.0,4742.0,2189.0,667.0,2553.0,128.0,0.4616195698017714,0.5383804301982286,0.3047053449063499,0.2612612612612612,0.8574226400313357,5.2109375
76,2017,77500.0,94590.0,0.154132539091586,0.0803988532398259,911.0,5029.0,2239.0,650.0,2790.0,119.0,0.4452177371246769,0.5547822628753232,0.290308173291648,0.2329749103942652,0.8025089605734766,5.46218487394958
77,2016,67150.0,87551.0,0.0769156750168393,0.0237847445537144,911.0,5302.0,2467.0,697.0,2835.0,354.0,0.465296114673708,0.534703885326292,0.2825293879205512,0.2458553791887125,0.8701940035273369,1.9689265536723164
78,2015,62354.0,85517.0,0.0137872727863948,0.0067693249511431,911.0,5462.0,2231.0,632.0,3231.0,546.0,0.4084584401318198,0.5915415598681801,0.2832810398924249,0.195605075827917,0.6904982977406375,1.1575091575091576
79,2014,61506.0,84942.0,-0.1818834796488427,-0.0450482860965272,911.0,5286.0,2041.0,707.0,3245.0,581.0,0.3861142640938327,0.6138857359061672,0.3463988241058304,0.2178736517719568,0.6289676425269646,1.216867469879518
80,2013,75180.0,88949.0,0.381655119181078,0.1421435817100887,911.0,5534.0,2163.0,746.0,3371.0,589.0,0.3908565233104445,0.6091434766895555,0.3448913546000924,0.2212993177098783,0.6416493622070603,1.266553480475382
81,2012,54413.0,77879.0,-0.1490522957587889,-0.0437371839736741,911.0,4826.0,1838.0,811.0,2988.0,709.0,0.3808537090758392,0.6191462909241608,0.441240478781284,0.2714190093708166,0.6151271753681392,1.143864598025388
82,2011,63944.0,81441.0,0.0362687583055132,0.0617153584418632,911.0,4628.0,2112.0,948.0,2516.0,457.0,0.456352636127917,0.543647363872083,0.4488636363636363,0.3767885532591415,0.8394276629570747,2.0743982494529543
83,2010,61706.0,76707.0,,,911.0,4344.0,2097.0,1276.0,2247.0,442.0,0.4827348066298342,0.5172651933701657,0.6084883166428231,0.5678682688028482,0.9332443257676902,2.8868778280542986
84,2021,71125.0,103719.0,-0.3011407740756389,-0.0312520431513566,912.0,2942.0,1075.0,673.0,1867.0,33.0,0.3653976886471788,0.6346023113528212,0.626046511627907,0.3604713444027852,0.5757900374933048,20.393939393939394
85,2020,101773.0,107065.0,0.1658914906291527,0.0107909593852079,912.0,3050.0,1309.0,737.0,1741.0,113.0,0.4291803278688524,0.5708196721311476,0.5630252100840336,0.4233199310740953,0.7518667432510052,6.522123893805309
86,2019,87292.0,105922.0,-0.0329684938184074,0.0483278733954215,912.0,3226.0,1472.0,901.0,1754.0,91.0,0.4562926224426534,0.5437073775573465,0.6120923913043478,0.5136830102622577,0.8392246294184721,9.9010989010989
87,2018,90268.0,101039.0,0.0778268656716417,0.0485248487490011,912.0,3117.0,1323.0,775.0,1794.0,238.0,0.424446583253128,0.575553416746872,0.5857898715041572,0.4319955406911929,0.7374581939799331,3.256302521008404
88,2017,83750.0,96363.0,0.3028935905413814,0.2420793483024413,912.0,2878.0,1144.0,501.0,1734.0,232.0,0.3974982626824183,0.6025017373175816,0.4379370629370629,0.2889273356401384,0.6597462514417531,2.159482758620689
89,2016,64280.0,77582.0,-0.0382428631276557,-0.0223919152207059,912.0,2989.0,1052.0,496.0,1937.0,267.0,0.3519571763131482,0.6480428236868518,0.4714828897338403,0.2560660815694373,0.5431078988125968,1.857677902621723
90,2015,66836.0,79359.0,-0.055962032825786,0.0732601227989505,912.0,3074.0,1074.0,574.0,2000.0,233.0,0.3493819128171763,0.6506180871828237,0.5344506517690876,0.287,0.537,2.463519313304721
91,2014,70798.0,73942.0,0.0420511914749562,0.0302920521680972,912.0,3001.0,1038.0,641.0,1963.0,337.0,0.3458847050983005,0.6541152949016994,0.617533718689788,0.3265410086602139,0.5287824758023434,1.902077151335312
92,2013,67941.0,71768.0,0.0460185983495504,0.0147185657528242,912.0,2913.0,1127.0,702.0,1786.0,130.0,0.3868863714383797,0.6131136285616203,0.6228926353149956,0.393057110862262,0.6310190369540873,5.4
93,2012,64952.0,70727.0,-0.0227344537562252,-0.0769722675367047,912.0,2756.0,1037.0,724.0,1719.0,203.0,0.3762699564586357,0.6237300435413643,0.6981677917068466,0.421175101803374,0.6032577079697499,3.5665024630541877
94,2011,66463.0,76625.0,0.2386641071994334,0.2469690312291493,912.0,2781.0,1258.0,948.0,1523.0,188.0,0.4523552678892484,0.5476447321107515,0.753577106518283,0.6224556795797768,0.8260013131976363,5.042553191489362
95,2010,53657.0,61449.0,,,912.0,2714.0,1189.0,1042.0,1525.0,300.0,0.4380987472365512,0.5619012527634488,0.8763666947014298,0.6832786885245902,0.779672131147541,3.473333333333333
96,2021,35078.0,62183.0,-0.1870872053950082,-0.0270984901822733,913.0,2397.0,852.0,300.0,1545.0,11.0,0.3554443053817271,0.6445556946182729,0.352112676056338,0.1941747572815534,0.5514563106796116,27.272727272727277
97,2020,43151.0,63915.0,0.0519502681618722,0.1169069462647444,913.0,2754.0,828.0,364.0,1926.0,74.0,0.3006535947712418,0.6993464052287581,0.4396135265700483,0.1889927310488058,0.4299065420560747,4.918918918918919
98,2019,41020.0,57225.0,0.0585806451612903,0.0285791318414667,913.0,2671.0,634.0,226.0,2037.0,99.0,0.2373642830400599,0.7626357169599401,0.3564668769716088,0.110947471772214,0.3112420225822288,2.282828282828283
99,2018,38750.0,55635.0,0.2435416064952986,0.1200249632597185,913.0,2556.0,652.0,295.0,1904.0,97.0,0.2550860719874804,0.7449139280125195,0.4524539877300613,0.1549369747899159,0.3424369747899159,3.0412371134020617
100,2017,31161.0,49673.0,-0.1329233680227057,-0.0104782963804059,913.0,2554.0,717.0,335.0,1837.0,177.0,0.2807361002349256,0.7192638997650744,0.4672245467224546,0.1823625476320087,0.3903102885138813,1.8926553672316384
101,2016,35938.0,50199.0,0.0081633798075574,-0.0009552809122932,913.0,2691.0,635.0,307.0,2056.0,290.0,0.2359717577108881,0.7640282422891118,0.4834645669291338,0.1493190661478599,0.308852140077821,1.0586206896551724
102,2015,35647.0,50247.0,0.0207605520875093,-0.0440250375753885,913.0,2591.0,576.0,256.0,2015.0,278.0,0.2223079891933616,0.7776920108066384,0.4444444444444444,0.1270471464019851,0.2858560794044665,0.920863309352518
103,2014,34922.0,52561.0,-0.0120236512292415,-0.0042436298190773,913.0,2579.0,494.0,243.0,2085.0,369.0,0.1915471112834432,0.8084528887165569,0.4919028340080971,0.116546762589928,0.2369304556354916,0.6585365853658537
104,2013,35347.0,52785.0,0.11294080604534,0.1354787359907071,913.0,2522.0,442.0,186.0,2080.0,315.0,0.1752577319587628,0.8247422680412371,0.420814479638009,0.0894230769230769,0.2125,0.5904761904761905
105,2012,31760.0,46487.0,0.0348310579648757,0.1038634150974758,913.0,2239.0,374.0,217.0,1865.0,243.0,0.1670388566324251,0.8329611433675748,0.5802139037433155,0.1163538873994638,0.2005361930294906,0.8930041152263375
106,2011,30691.0,42113.0,0.0073522171529851,0.1539072775098641,913.0,1886.0,381.0,278.0,1505.0,137.0,0.2020148462354188,0.7979851537645811,0.7296587926509186,0.1847176079734219,0.253156146179402,2.0291970802919708
107,2010,30467.0,36496.0,,,913.0,1741.0,271.0,208.0,1470.0,278.0,0.1556576680068926,0.8443423319931074,0.7675276752767528,0.1414965986394558,0.1843537414965986,0.7482014388489209
108,2021,45990.0,74737.0,0.0110803324099723,-0.0999554415501523,914.0,2764.0,1302.0,491.0,1462.0,120.0,0.4710564399421129,0.5289435600578871,0.3771121351766513,0.3358413132694938,0.8905608755129959,4.091666666666667
109,2020,45486.0,83037.0,0.0021591610117211,-0.0430879505854153,914.0,3056.0,1433.0,664.0,1623.0,174.0,0.468913612565445,0.5310863874345549,0.4633635729239358,0.4091189155884165,0.8829328404189772,3.816091954022988
110,2019,45388.0,86776.0,-0.0029874351990159,0.0618178258528706,914.0,2983.0,1323.0,684.0,1660.0,263.0,0.4435132417029835,0.5564867582970164,0.5170068027210885,0.4120481927710843,0.7969879518072289,2.6007604562737643
111,2018,45524.0,81724.0,-0.0016228781964121,0.2488577148183804,914.0,2900.0,1242.0,584.0,1658.0,247.0,0.4282758620689655,0.5717241379310345,0.4702093397745571,0.3522316043425814,0.7490952955367913,2.364372469635628
112,2017,45598.0,65439.0,0.0691959575116655,0.1312036508841985,914.0,2826.0,1110.0,535.0,1716.0,329.0,0.3927813163481953,0.6072186836518046,0.481981981981982,0.3117715617715618,0.6468531468531469,1.6261398176291793
113,2016,42647.0,57849.0,0.1644232081911262,0.2402504127093025,914.0,2692.0,951.0,455.0,1741.0,295.0,0.3532689450222883,0.6467310549777118,0.4784437434279706,0.2613440551407237,0.5462377943710511,1.5423728813559323
114,2015,36625.0,46643.0,0.101768846639793,0.0704810428715689,914.0,2479.0,858.0,383.0,1621.0,271.0,0.3461073013311819,0.653892698668818,0.4463869463869463,0.2362739049969154,0.5293028994447871,1.4132841328413284
115,2014,33242.0,43572.0,0.090831528516112,0.0527943557155628,914.0,2386.0,796.0,343.0,1590.0,228.0,0.3336127409891031,0.6663872590108969,0.4309045226130653,0.2157232704402515,0.5006289308176101,1.5043859649122806
116,2013,30474.0,41387.0,0.1569915334674816,0.0110665950065959,914.0,2135.0,682.0,335.0,1453.0,223.0,0.3194379391100702,0.6805620608899298,0.4912023460410557,0.2305574673090158,0.4693737095664143,1.5022421524663676
117,2012,26339.0,40934.0,-0.0494081131803089,0.0344444163655202,914.0,1981.0,738.0,457.0,1243.0,204.0,0.3725391216557294,0.6274608783442706,0.6192411924119241,0.3676588897827836,0.5937248592115849,2.2401960784313726
118,2011,27708.0,39571.0,-0.1044023530932833,-0.1230220291653738,914.0,1884.0,718.0,421.0,1166.0,284.0,0.381104033970276,0.618895966029724,0.5863509749303621,0.3610634648370497,0.6157804459691252,1.482394366197183
119,2010,30938.0,45122.0,,,914.0,2008.0,716.0,465.0,1292.0,430.0,0.3565737051792829,0.6434262948207171,0.6494413407821229,0.359907120743034,0.5541795665634675,1.0813953488372092
120,2021,56203.0,88150.0,0.0528849756463094,0.0169354652638379,915.0,4194.0,1965.0,703.0,2229.0,103.0,0.4685264663805436,0.5314735336194564,0.3577608142493638,0.3153880663974877,0.8815612382234186,6.825242718446602
121,2020,53380.0,86682.0,-0.0050511640043987,-0.0455416327159814,915.0,4752.0,2176.0,950.0,2576.0,170.0,0.4579124579124579,0.5420875420875421,0.4365808823529412,0.3687888198757764,0.84472049689441,5.588235294117647
122,2019,53651.0,90818.0,-0.009800302683548,0.0970212354745971,915.0,5192.0,2527.0,1118.0,2665.0,225.0,0.4867103235747304,0.5132896764252697,0.4424218440838939,0.4195121951219512,0.948217636022514,4.9688888888888885
123,2018,54182.0,82786.0,0.0353314352320715,0.0635815871629173,915.0,5048.0,2186.0,936.0,2862.0,482.0,0.4330427892234548,0.5669572107765452,0.4281793229643184,0.3270440251572327,0.7638015373864431,1.941908713692946
124,2017,52333.0,77837.0,0.0750852541189038,-0.0396421961752004,915.0,5206.0,2261.0,1263.0,2945.0,466.0,0.4343065693430657,0.5656934306569343,0.5586023883237505,0.4288624787775891,0.7677419354838709,2.7103004291845494
125,2016,48678.0,81050.0,0.0544351781652767,0.4767509656730559,915.0,4873.0,1768.0,934.0,3105.0,381.0,0.362815514057049,0.637184485942951,0.5282805429864253,0.300805152979066,0.5694041867954911,2.4514435695538057
