,year,Median income (dollars),Mean income (dollars),median_income_difference,mean_income_difference,census_tract,Total population in occupied housing units:,Owner_occupied,Owner_occupied_Moved in 1999 or earlier,Renter_occupied,Renter_occupied_Moved in 1999 or earlier,percent_owners,percent_renters,percent_old_owners,percent_old_renters,renters_owners_ratio,old_renters_owners_ratio
126,2015,46165.0,54884.0,0.0365771510687982,0.0221435887885277,915.0,4801.0,1674.0,838.0,3127.0,450.0,0.3486773588835659,0.6513226411164341,0.5005973715651135,0.2679884873680844,0.5353373840741925,1.8622222222222224
127,2014,44536.0,53695.0,0.019573727707699,-0.0026375912476549,915.0,4602.0,1453.0,801.0,3149.0,526.0,0.3157322903085615,0.6842677096914385,0.5512732278045424,0.2543664655446173,0.4614163226421086,1.5228136882129275
128,2013,43681.0,53837.0,-0.0004347826086956,-0.0226558954343287,915.0,4753.0,1477.0,883.0,3276.0,503.0,0.3107511045655375,0.6892488954344624,0.5978334461746784,0.2695360195360195,0.4508547008547008,1.7554671968190856
129,2012,43700.0,55085.0,0.0452044965319301,-0.0001089107113684,915.0,4954.0,1382.0,706.0,3572.0,590.0,0.2789664917238595,0.7210335082761405,0.5108538350217077,0.1976483762597984,0.3868980963045912,1.1966101694915254
130,2011,41810.0,55091.0,,,915.0,4809.0,1408.0,767.0,3401.0,624.0,0.2927843626533583,0.7072156373466417,0.5447443181818182,0.2255219053219641,0.4139958835636577,1.2291666666666667
131,2010,,,,,915.0,4778.0,1541.0,1022.0,3237.0,706.0,0.322519882796149,0.6774801172038509,0.6632057105775471,0.3157244362063639,0.476058078467717,1.4475920679886685
132,2021,71111.0,80401.0,0.160067864076086,0.1717017152683659,916.0,2579.0,498.0,136.0,2081.0,170.0,0.1930981000387747,0.8069018999612253,0.2730923694779116,0.0653531955790485,0.2393080249879865,0.8
133,2020,61299.0,68619.0,0.2954963332417524,0.1234098983317234,916.0,2780.0,523.0,148.0,2257.0,124.0,0.1881294964028777,0.8118705035971223,0.2829827915869981,0.0655737704918032,0.231723526805494,1.1935483870967742
134,2019,47317.0,61081.0,0.0117171630781072,0.0256578174063439,916.0,3031.0,582.0,153.0,2449.0,257.0,0.1920158363576377,0.8079841636423623,0.2628865979381443,0.0624744793793385,0.2376480195998366,0.5953307392996109
135,2018,46769.0,59553.0,0.0685172492574822,0.038811749930226,916.0,3043.0,602.0,144.0,2441.0,89.0,0.1978310877423595,0.8021689122576405,0.2392026578073089,0.0589922163047931,0.2466202376075379,1.6179775280898876
136,2017,43770.0,57328.0,0.178069656026269,0.1319130451951744,916.0,2897.0,562.0,182.0,2335.0,167.0,0.1939937866758715,0.8060062133241284,0.3238434163701068,0.0779443254817987,0.2406852248394004,1.089820359281437
137,2016,37154.0,50647.0,-0.0088037562693415,-0.0466985393765999,916.0,3340.0,704.0,131.0,2636.0,121.0,0.2107784431137724,0.7892215568862275,0.1860795454545454,0.0496965098634294,0.267071320182094,1.0826446280991735
138,2015,37484.0,53128.0,-0.0223775494236085,-0.0135175282234105,916.0,3323.0,822.0,336.0,2501.0,314.0,0.2473668371953054,0.7526331628046945,0.4087591240875912,0.1343462614954018,0.3286685325869652,1.070063694267516
139,2014,38342.0,53856.0,0.061311484485288,0.0523888617489008,916.0,3294.0,870.0,444.0,2424.0,199.0,0.2641165755919854,0.7358834244080146,0.5103448275862069,0.1831683168316831,0.3589108910891089,2.2311557788944723
140,2013,36127.0,51175.0,-0.0763901316630448,-0.0201053135471517,916.0,3296.0,965.0,412.0,2331.0,279.0,0.2927791262135922,0.7072208737864077,0.4269430051813471,0.1767481767481767,0.413985413985414,1.4767025089605734
141,2012,39115.0,52225.0,0.0262094658411165,0.0664039368631695,916.0,3739.0,966.0,331.0,2773.0,606.0,0.2583578496924311,0.7416421503075689,0.3426501035196687,0.1193653083303281,0.3483591777857915,0.5462046204620462
142,2011,38116.0,48973.0,,,916.0,3517.0,685.0,340.0,2832.0,556.0,0.1947682684105772,0.8052317315894228,0.4963503649635036,0.1200564971751412,0.2418785310734463,0.6115107913669064
143,2010,,,,,916.0,3363.0,597.0,292.0,2766.0,699.0,0.1775200713648528,0.8224799286351472,0.4891122278056951,0.1055676066522053,0.2158351409978308,0.4177396280400572
144,2021,56772.0,85775.0,0.0404662414778975,0.121945796055041,917.0,3447.0,1122.0,631.0,2325.0,240.0,0.3255004351610095,0.6744995648389904,0.5623885918003565,0.2713978494623656,0.4825806451612903,2.629166666666667
145,2020,54564.0,76452.0,0.0956626506024096,0.1979316828580382,917.0,3502.0,1290.0,694.0,2212.0,88.0,0.3683609366076528,0.6316390633923472,0.537984496124031,0.3137432188065099,0.5831826401446655,7.886363636363637
146,2019,49800.0,63820.0,0.1547826086956521,0.0953778555858778,917.0,3238.0,1001.0,526.0,2237.0,149.0,0.3091414453366276,0.6908585546633724,0.5254745254745254,0.2351363433169423,0.4474742959320518,3.530201342281879
147,2018,43125.0,58263.0,0.0589318600368324,0.0634845304371634,917.0,3188.0,1017.0,406.0,2171.0,143.0,0.31900878293601,0.68099121706399,0.3992133726647001,0.1870105941962229,0.4684477199447259,2.839160839160839
148,2017,40725.0,54785.0,0.0161435201357353,0.0080964210138927,917.0,3224.0,1041.0,370.0,2183.0,149.0,0.3228908188585608,0.6771091811414393,0.3554274735830932,0.1694915254237288,0.4768666972056802,2.4832214765100677
149,2016,40078.0,54345.0,-0.0240588321238981,-0.1226044979738129,917.0,3298.0,897.0,259.0,2401.0,186.0,0.2719830200121285,0.7280169799878714,0.2887402452619844,0.107871720116618,0.373594335693461,1.39247311827957
150,2015,41066.0,61939.0,-0.1367429736604233,-0.0570154071006637,917.0,3288.0,973.0,327.0,2315.0,203.0,0.2959245742092457,0.7040754257907542,0.3360739979445015,0.1412526997840172,0.4203023758099352,1.6108374384236452
151,2014,47571.0,65684.0,-0.0691699604743083,0.0113321426371866,917.0,3786.0,1271.0,364.0,2515.0,166.0,0.3357105124141574,0.6642894875858426,0.2863886703383163,0.1447316103379721,0.5053677932405567,2.1927710843373496
152,2013,51106.0,64948.0,0.0504830421377184,0.026586160022761,917.0,3411.0,1043.0,380.0,2368.0,242.0,0.3057754324245089,0.6942245675754911,0.3643336529242569,0.1604729729729729,0.4404560810810811,1.5702479338842976
153,2012,48650.0,63266.0,0.0393744525391501,0.0140244586558958,917.0,3314.0,1111.0,577.0,2203.0,231.0,0.3352444176222088,0.6647555823777912,0.5193519351935193,0.2619155696777122,0.5043123014071721,2.497835497835498
154,2011,46807.0,62391.0,,,917.0,3208.0,1151.0,811.0,2057.0,216.0,0.3587905236907731,0.641209476309227,0.7046046915725456,0.394263490520175,0.5595527467185221,3.7546296296296298
155,2010,,,,,917.0,3248.0,1166.0,882.0,2082.0,312.0,0.3589901477832512,0.6410098522167488,0.7564322469982847,0.4236311239193083,0.5600384245917387,2.826923076923077
156,2021,39674.0,59873.0,0.1021474011723199,0.1051776649746192,918.0,3275.0,825.0,408.0,2450.0,43.0,0.2519083969465648,0.7480916030534351,0.4945454545454545,0.1665306122448979,0.336734693877551,9.488372093023257
157,2020,35997.0,54175.0,0.065504380771963,0.1280348144754924,918.0,3529.0,915.0,391.0,2614.0,87.0,0.2592802493624256,0.7407197506375743,0.4273224043715847,0.1495791889824024,0.3500382555470543,4.494252873563219
158,2019,33784.0,48026.0,-0.1202770616878889,-0.0924963625025982,918.0,3526.0,671.0,403.0,2855.0,118.0,0.1903006239364719,0.809699376063528,0.6005961251862891,0.1411558669001751,0.2350262697022767,3.415254237288136
159,2018,38403.0,52921.0,0.0542744193707791,0.0127064316742254,918.0,3473.0,687.0,577.0,2786.0,98.0,0.1978116901813993,0.8021883098186007,0.8398835516739447,0.2071069633883704,0.2465900933237616,5.887755102040816
160,2017,36426.0,52257.0,-0.0506893226655547,0.0012837708373251,918.0,3576.0,673.0,541.0,2903.0,133.0,0.1881991051454138,0.8118008948545862,0.8038632986627043,0.1863589390285911,0.2318291422666207,4.067669172932331
161,2016,38371.0,52190.0,-0.1494657977567939,-0.1092944670102741,918.0,3770.0,837.0,580.0,2933.0,386.0,0.2220159151193634,0.7779840848806366,0.6929510155316607,0.1977497442891237,0.2853733378793044,1.5025906735751295
162,2015,45114.0,58594.0,0.12785,0.0410788529192281,918.0,3757.0,819.0,640.0,2938.0,405.0,0.2179930795847751,0.7820069204152249,0.7814407814407814,0.2178352620830496,0.2787610619469026,1.5802469135802468
163,2014,40000.0,56282.0,-0.0611210215003286,0.1234156370386634,918.0,3761.0,937.0,700.0,2824.0,529.0,0.2491358681201808,0.7508641318798192,0.7470651013874067,0.2478753541076487,0.331798866855524,1.3232514177693762
164,2013,42604.0,50099.0,-0.095129877025678,-0.0692416304388214,918.0,3484.0,1139.0,637.0,2345.0,688.0,0.3269230769230769,0.6730769230769231,0.559262510974539,0.2716417910447761,0.4857142857142857,0.9258720930232558
165,2012,47083.0,53826.0,-0.1512447496980513,-0.0473780153266198,918.0,3388.0,1309.0,779.0,2079.0,550.0,0.3863636363636363,0.6136363636363636,0.5951107715813598,0.3746993746993747,0.6296296296296297,1.4163636363636365
166,2011,55473.0,56503.0,0.3093136329305136,0.1135570840148992,918.0,3269.0,1149.0,693.0,2120.0,473.0,0.3514836341388804,0.6485163658611196,0.6031331592689295,0.3268867924528302,0.5419811320754717,1.4651162790697674
167,2010,42368.0,50741.0,,,918.0,2929.0,1158.0,606.0,1771.0,426.0,0.395356777057016,0.604643222942984,0.5233160621761658,0.3421795595708639,0.6538678712591756,1.4225352112676055
168,2021,56750.0,73252.0,0.1012147320215779,-0.0618220007940675,919.0,4556.0,1917.0,959.0,2639.0,172.0,0.4207638279192274,0.5792361720807726,0.5002608242044861,0.363395225464191,0.7264115195149677,5.575581395348837
169,2020,51534.0,78079.0,-0.0522482758620689,0.066216031681005,919.0,4526.0,2112.0,1005.0,2414.0,187.0,0.4666372072470172,0.5333627927529828,0.4758522727272727,0.4163214581607291,0.8748964374482188,5.374331550802139
170,2019,54375.0,73230.0,0.0712597029039757,0.1390751139386209,919.0,4507.0,2116.0,1087.0,2391.0,221.0,0.4694919014865764,0.5305080985134235,0.5137051039697542,0.4546214972814721,0.8849853617733167,4.918552036199095
171,2018,50758.0,64289.0,-0.0040811521406427,-0.0128520099499431,919.0,4173.0,1862.0,940.0,2311.0,267.0,0.446201773304577,0.553798226695423,0.5048335123523093,0.4067503245348334,0.8057118130679359,3.5205992509363297
172,2017,50966.0,65126.0,0.0984761945815462,-0.0268662960970653,919.0,3991.0,1624.0,883.0,2367.0,290.0,0.4069155600100225,0.5930844399899774,0.5437192118226601,0.3730460498521335,0.6861005492184199,3.0448275862068965
173,2016,46397.0,66924.0,0.08008008008008,0.0482097547223005,919.0,4000.0,1498.0,735.0,2502.0,418.0,0.3745,0.6255,0.4906542056074766,0.2937649880095923,0.5987210231814548,1.7583732057416268
174,2015,42957.0,63846.0,0.0885110480437867,0.0107812871052006,919.0,4001.0,1619.0,794.0,2382.0,436.0,0.4046488377905524,0.5953511622094476,0.490426189005559,0.3333333333333333,0.6796809403862301,1.8211009174311927
175,2014,39464.0,63165.0,0.0369981080512928,0.0045324427480916,919.0,3875.0,1713.0,958.0,2162.0,474.0,0.4420645161290322,0.5579354838709677,0.5592527729130181,0.4431082331174838,0.7923219241443108,2.021097046413502
176,2013,38056.0,62880.0,-0.0953478974017638,0.1102282959902537,919.0,4115.0,1767.0,759.0,2348.0,473.0,0.4294046172539489,0.570595382746051,0.4295415959252971,0.3232538330494037,0.7525553662691652,1.6046511627906976
177,2012,42067.0,56637.0,0.1969895287958115,0.2177381208342292,919.0,4072.0,1861.0,845.0,2211.0,415.0,0.4570235756385069,0.5429764243614931,0.4540569586243955,0.3821800090456806,0.8417005879692447,2.036144578313253
178,2011,35144.0,46510.0,0.1687784761714723,0.1358030721140931,919.0,3851.0,1682.0,609.0,2169.0,298.0,0.4367696702155284,0.5632303297844715,0.3620689655172414,0.280774550484094,0.7754725680036884,2.0436241610738257
179,2010,30069.0,40949.0,,,919.0,3577.0,1475.0,416.0,2102.0,276.0,0.4123567235113223,0.5876432764886776,0.2820338983050847,0.19790675547098,0.7017126546146527,1.5072463768115942
180,2021,61786.0,85079.0,0.0839649122807017,0.0416263666303456,920.0,5529.0,1906.0,732.0,3623.0,74.0,0.3447277988786399,0.6552722011213601,0.3840503672612801,0.2020425062103229,0.5260833563345294,9.891891891891891
181,2020,57000.0,81679.0,-0.0037403432726255,0.1644806250178209,920.0,5827.0,2178.0,913.0,3649.0,114.0,0.3737772438647674,0.6262227561352325,0.4191919191919191,0.2502055357632228,0.5968758563990134,8.008771929824562
182,2019,57214.0,70142.0,0.0796520295133319,0.0711809532536155,920.0,5511.0,2460.0,1321.0,3051.0,155.0,0.4463799673380512,0.5536200326619488,0.5369918699186992,0.4329727958046542,0.8062930186823992,8.522580645161291
183,2018,52993.0,65481.0,0.092796898521436,0.0794401767168903,920.0,5269.0,1922.0,1232.0,3347.0,251.0,0.3647750996394002,0.6352249003605998,0.6409989594172737,0.368090827606812,0.5742455930684195,4.908366533864542
184,2017,48493.0,60662.0,0.0411585365853658,0.0719372338357689,920.0,5349.0,1568.0,909.0,3781.0,400.0,0.2931389044681249,0.7068610955318751,0.579719387755102,0.2404125892620999,0.414705104469717,2.2725
185,2016,46576.0,56591.0,0.1759240557463138,0.0925958104064098,920.0,5218.0,1417.0,813.0,3801.0,499.0,0.2715599846684553,0.7284400153315447,0.5737473535638673,0.2138910812943962,0.3727966324651408,1.629258517034068
186,2015,39608.0,51795.0,-0.1003906604887798,-0.0752709289246755,920.0,5499.0,1499.0,901.0,4000.0,519.0,0.2725950172758683,0.7274049827241317,0.6010673782521682,0.22525,0.37475,1.7360308285163777
187,2014,44028.0,56011.0,-0.0389627398336716,-0.0022978268614178,920.0,5445.0,1209.0,698.0,4236.0,734.0,0.2220385674931129,0.7779614325068871,0.5773366418527709,0.1647780925401322,0.2854107648725212,0.9509536784741144
188,2013,45813.0,56140.0,-0.0480415584415584,-0.0483778011323185,920.0,5174.0,1261.0,620.0,3913.0,900.0,0.2437185929648241,0.7562814070351759,0.4916732751784298,0.1584462049578328,0.3222591362126246,0.6888888888888889
189,2012,48125.0,58994.0,0.0743146709527636,-0.0171270534137482,920.0,5267.0,1505.0,763.0,3762.0,859.0,0.2857414087715967,0.7142585912284033,0.5069767441860465,0.2028176501860712,0.4000531632110579,0.8882421420256111
190,2011,44796.0,60022.0,,,920.0,5313.0,1898.0,960.0,3415.0,758.0,0.3572369659326181,0.6427630340673819,0.505795574288725,0.281112737920937,0.555783308931186,1.266490765171504
191,2010,,,,,920.0,5174.0,2007.0,1118.0,3167.0,925.0,0.3879010436799381,0.6120989563200618,0.5570503238664674,0.3530154720555731,0.633722766024629,1.2086486486486487
192,2021,53102.0,82474.0,-0.0478222668507593,0.088722558842554,921.01,6249.0,2278.0,1067.0,3971.0,229.0,0.3645383261321811,0.6354616738678188,0.4683933274802458,0.2686980609418282,0.5736590279526568,4.6593886462882095
193,2020,55769.0,75753.0,-0.0067677073500863,-0.1180846605196982,921.01,6810.0,3094.0,986.0,3716.0,275.0,0.4543318649045521,0.5456681350954479,0.3186813186813186,0.2653390742734122,0.832615715823466,3.585454545454545
194,2019,56149.0,85896.0,-0.0128863260785485,0.0543914564536917,921.01,7091.0,3296.0,988.0,3795.0,126.0,0.4648145536595685,0.5351854463404315,0.299757281553398,0.2603425559947299,0.8685111989459815,7.841269841269841
195,2018,56882.0,81465.0,0.074786486282216,0.0667146785386932,921.01,6948.0,3424.0,1062.0,3524.0,165.0,0.492803684513529,0.5071963154864709,0.3101635514018692,0.3013620885357548,0.9716231555051078,6.4363636363636365
196,2017,52924.0,76370.0,0.0678988680159002,0.0554465297548301,921.01,6916.0,3201.0,1064.0,3715.0,111.0,0.4628397917871602,0.5371602082128398,0.3323961262105592,0.2864064602960969,0.8616419919246299,9.585585585585584
197,2016,49559.0,72358.0,0.080587837690513,0.1199888555242547,921.01,6532.0,2945.0,1101.0,3587.0,168.0,0.4508573178199632,0.5491426821800367,0.3738539898132428,0.3069417340395874,0.8210203512684695,6.553571428571429
198,2015,45863.0,64606.0,-0.0952258828171237,-0.0236655987426706,921.01,6887.0,2316.0,1072.0,4571.0,198.0,0.3362857557717438,0.6637142442282561,0.46286701208981,0.2345219864362284,0.5066725005469263,5.414141414141414
199,2014,50690.0,66172.0,0.0867887311864842,0.1002261239691407,921.01,6539.0,2363.0,1060.0,4176.0,460.0,0.3613702400978743,0.6386297599021257,0.4485823106220906,0.253831417624521,0.5658524904214559,2.3043478260869565
200,2013,46642.0,60144.0,-0.0170077346203291,-0.1369285078781965,921.01,6404.0,2224.0,1090.0,4180.0,568.0,0.3472829481574016,0.6527170518425984,0.4901079136690647,0.2607655502392344,0.5320574162679426,1.9190140845070425
201,2012,47449.0,69686.0,-0.0256878850102669,-0.0389596061287252,921.01,6585.0,2558.0,1238.0,4027.0,570.0,0.3884586180713743,0.6115413819286256,0.4839718530101642,0.3074248820461882,0.635212316861187,2.171929824561404
202,2011,48700.0,72511.0,0.1336918313662499,0.1622028818259043,921.01,6821.0,2765.0,1544.0,4056.0,886.0,0.4053657821433807,0.5946342178566193,0.5584086799276673,0.3806706114398422,0.6817061143984221,1.742663656884876
203,2010,42957.0,62391.0,,,921.01,5662.0,2033.0,1585.0,3629.0,771.0,0.3590604026845637,0.6409395973154363,0.779636005902607,0.4367594378616699,0.5602094240837696,2.055771725032425
204,2021,85132.0,110865.0,0.0591850699844479,0.1096931115248333,922.0,3525.0,2076.0,1211.0,1449.0,147.0,0.588936170212766,0.411063829787234,0.5833333333333334,0.8357487922705314,1.4327122153209109,8.238095238095237
205,2020,80375.0,99906.0,0.1212560858223009,0.1390101809309908,922.0,3463.0,2036.0,1272.0,1427.0,167.0,0.5879295408605255,0.4120704591394744,0.6247544204322201,0.8913805185704274,1.42676944639103,7.616766467065868
206,2019,71683.0,87713.0,0.110916529770945,0.0601423788631446,922.0,3263.0,1725.0,1002.0,1538.0,154.0,0.5286546123199509,0.471345387680049,0.5808695652173913,0.6514954486345904,1.121586475942783,6.5064935064935066
207,2018,64526.0,82737.0,-0.0722358015815959,-0.0402964818874621,922.0,3090.0,1597.0,1078.0,1493.0,271.0,0.5168284789644013,0.4831715210355987,0.6750156543519098,0.7220361687876758,1.0696584058941727,3.977859778597786
208,2017,69550.0,86211.0,0.0374093851615405,0.0436408977556109,922.0,3248.0,1728.0,1111.0,1520.0,238.0,0.5320197044334976,0.4679802955665024,0.6429398148148148,0.7309210526315789,1.136842105263158,4.668067226890757
209,2016,67042.0,82606.0,-0.012505339441163,-0.0862774594606552,922.0,3200.0,1807.0,1006.0,1393.0,200.0,0.5646875,0.4353125,0.5567238516878804,0.7221823402727925,1.297200287150036,5.03
210,2015,67891.0,90406.0,0.0255747907791776,-4.4242893485233934e-05,922.0,3249.0,1877.0,1126.0,1372.0,309.0,0.5777162203755002,0.4222837796244998,0.5998934469898775,0.8206997084548106,1.3680758017492711,3.644012944983819
211,2014,66198.0,90410.0,-0.0245347243711595,0.1438656865597996,922.0,3135.0,1454.0,768.0,1681.0,487.0,0.4637958532695375,0.5362041467304626,0.5281980742778541,0.4568709101725163,0.8649613325401546,1.5770020533880904
212,2013,67863.0,79039.0,0.3852984404343921,0.0510505319148936,922.0,2972.0,1318.0,742.0,1654.0,451.0,0.4434724091520861,0.5565275908479138,0.5629742033383915,0.4486094316807739,0.7968561064087062,1.6452328159645233
213,2012,48988.0,75200.0,0.0684871750130867,0.0761459093576038,922.0,2867.0,1303.0,684.0,1564.0,475.0,0.454482036972445,0.545517963027555,0.5249424405218726,0.4373401534526854,0.8331202046035806,1.44
214,2011,45848.0,69879.0,-0.0165172251061821,0.0183177406662586,922.0,2845.0,1117.0,692.0,1728.0,520.0,0.3926186291739894,0.6073813708260105,0.6195165622202328,0.4004629629629629,0.6464120370370371,1.3307692307692307
215,2010,46618.0,68622.0,,,922.0,2932.0,986.0,611.0,1946.0,297.0,0.3362892223738062,0.6637107776261937,0.6196754563894523,0.3139773895169578,0.5066803699897225,2.057239057239057
216,2021,71667.0,78326.0,-0.0069834143908217,0.022105647771166,923.0,3834.0,1650.0,589.0,2184.0,181.0,0.4303599374021909,0.5696400625978091,0.356969696969697,0.2696886446886447,0.7554945054945055,3.25414364640884
217,2020,72171.0,76632.0,0.3011051217797328,0.0836279306541474,923.0,3536.0,1581.0,627.0,1955.0,196.0,0.4471153846153846,0.5528846153846154,0.396584440227704,0.3207161125319693,0.808695652173913,3.1989795918367347
218,2019,55469.0,70718.0,0.1002042961699426,-0.0020321187660523,923.0,3421.0,1452.0,718.0,1969.0,198.0,0.4244372990353697,0.5755627009646302,0.4944903581267217,0.3646521076688674,0.7374301675977654,3.6262626262626254
219,2018,50417.0,70862.0,0.1144833989124187,0.1529587868729763,923.0,3373.0,1477.0,669.0,1896.0,238.0,0.4378891194782093,0.5621108805217907,0.4529451591062965,0.3528481012658228,0.7790084388185654,2.810924369747899
220,2017,45238.0,61461.0,0.0345079924077843,0.0805949680890342,923.0,3502.0,1426.0,609.0,2076.0,215.0,0.4071958880639634,0.5928041119360365,0.4270687237026648,0.2933526011560693,0.6868978805394991,2.832558139534884
221,2016,43729.0,56877.0,0.0289176470588235,0.0600503214984624,923.0,3365.0,1451.0,590.0,1914.0,172.0,0.4312035661218425,0.5687964338781575,0.4066161268090972,0.3082549634273772,0.758098223615465,3.4302325581395348
222,2015,42500.0,53655.0,0.1512311401251456,-0.0432759174066545,923.0,3434.0,1578.0,711.0,1856.0,152.0,0.4595224228305183,0.5404775771694816,0.4505703422053232,0.3830818965517241,0.8502155172413793,4.677631578947368
223,2014,36917.0,56082.0,-0.090266140956136,0.0450970891878796,923.0,3360.0,1430.0,461.0,1930.0,153.0,0.4255952380952381,0.5744047619047619,0.3223776223776223,0.238860103626943,0.7409326424870466,3.013071895424837
224,2013,40580.0,53662.0,0.058949401111662,-0.0182403629777346,923.0,3404.0,1402.0,499.0,2002.0,144.0,0.4118683901292597,0.5881316098707403,0.3559201141226819,0.2492507492507492,0.7002997002997003,3.4652777777777777
225,2012,38321.0,54659.0,0.0423228614171086,-0.0535565867848732,923.0,3155.0,1261.0,574.0,1894.0,295.0,0.3996830427892234,0.6003169572107765,0.4551942902458366,0.3030623020063357,0.6657866948257656,1.9457627118644067
226,2011,36765.0,57752.0,0.0052497744237552,0.0386116356442765,923.0,2964.0,1170.0,682.0,1794.0,247.0,0.3947368421052631,0.6052631578947368,0.582905982905983,0.3801560758082497,0.6521739130434783,2.7611336032388665
227,2010,36573.0,55605.0,,,923.0,2662.0,1188.0,665.0,1474.0,239.0,0.4462809917355372,0.5537190082644629,0.5597643097643098,0.4511533242876526,0.8059701492537313,2.782426778242678
228,2021,39850.0,63515.0,0.24886395687737,0.0960499749779979,924.0,5987.0,1065.0,513.0,4922.0,52.0,0.1778854184065475,0.8221145815934525,0.4816901408450704,0.104225924420967,0.2163754571312474,9.865384615384617
229,2020,31909.0,57949.0,-0.0500729362031496,0.0724742287120833,924.0,6386.0,1050.0,606.0,5336.0,141.0,0.1644221735045412,0.8355778264954589,0.5771428571428572,0.1135682158920539,0.1967766116941529,4.297872340425532
230,2019,33591.0,54033.0,0.053504782813235,0.1419121687307155,924.0,6412.0,1142.0,618.0,5270.0,245.0,0.1781035558328134,0.8218964441671865,0.5411558669001751,0.1172675521821631,0.2166982922201138,2.522448979591837
231,2018,31885.0,47318.0,0.0037777427986777,0.2380105177781847,924.0,6549.0,1116.0,563.0,5433.0,282.0,0.1704076958314246,0.8295923041685753,0.5044802867383512,0.1036259893244984,0.2054113749309773,1.99645390070922
232,2017,31765.0,38221.0,0.0935348388873588,0.0838839576893627,924.0,5984.0,1019.0,499.0,4965.0,450.0,0.1702874331550802,0.8297125668449198,0.4896957801766438,0.1005035246727089,0.2052366565961732,1.1088888888888888
233,2016,29048.0,35263.0,-0.07625771163264,-0.0726608110240361,924.0,5817.0,1237.0,531.0,4580.0,568.0,0.212652570053292,0.7873474299467079,0.4292643492320129,0.1159388646288209,0.2700873362445415,0.9348591549295776
234,2015,31446.0,38026.0,0.0357707509881422,0.0462799911952454,924.0,5732.0,1296.0,612.0,4436.0,907.0,0.2260990928122819,0.7739009071877181,0.4722222222222222,0.1379621280432822,0.2921550946798918,0.6747519294377067
235,2014,30360.0,36344.0,-0.0297839703438578,-0.1212341022293147,924.0,5573.0,1204.0,493.0,4369.0,620.0,0.216041629284048,0.7839583707159519,0.4094684385382059,0.11284046692607,0.2755779354543374,0.7951612903225806
236,2013,31292.0,41358.0,-0.0387663574368741,-0.0382531451294095,924.0,5593.0,1187.0,442.0,4406.0,644.0,0.2122295726801359,0.7877704273198641,0.3723673125526537,0.1003177485247389,0.2694053563322742,0.6863354037267081
237,2012,32554.0,43003.0,0.2421872018926241,0.0601533417153563,924.0,5859.0,1178.0,561.0,4681.0,517.0,0.201058201058201,0.798941798941799,0.4762308998302207,0.1198461867122409,0.2516556291390728,1.0851063829787233
238,2011,26207.0,40563.0,-0.0835752001958247,0.0493868681119677,924.0,5597.0,1153.0,421.0,4444.0,547.0,0.206003216008576,0.7939967839914239,0.3651344319167389,0.0947344734473447,0.2594509450945094,0.7696526508226691
239,2010,28597.0,38654.0,,,924.0,5995.0,1379.0,408.0,4616.0,700.0,0.2300250208507089,0.769974979149291,0.2958665699782451,0.0883882149046793,0.2987435008665511,0.5828571428571429
240,2021,36471.0,62289.0,0.1737955006275948,0.159900934788276,1001.0,7230.0,2065.0,771.0,5165.0,451.0,0.2856154910096818,0.7143845089903181,0.373365617433414,0.1492739593417231,0.3998063891577928,1.7095343680709534
241,2020,31071.0,53702.0,0.0841620433371715,0.1167443021127932,1001.0,6934.0,2067.0,829.0,4867.0,677.0,0.2980963368906836,0.7019036631093164,0.4010643444605709,0.1703307992603246,0.4246969385658516,1.224519940915805
242,2019,28659.0,48088.0,-0.0279483091951293,-0.0833222135381917,1001.0,6926.0,2427.0,994.0,4499.0,640.0,0.3504187120993358,0.6495812879006642,0.4095591264936135,0.2209379862191598,0.53945321182485,1.553125
243,2018,29483.0,52459.0,0.0624504504504504,0.1201050518853824,1001.0,7050.0,2442.0,621.0,4608.0,632.0,0.3463829787234042,0.6536170212765957,0.2542997542997543,0.134765625,0.5299479166666666,0.9825949367088608
244,2017,27750.0,46834.0,-0.0187064606244916,0.0697090128363254,1001.0,6653.0,2203.0,564.0,4450.0,493.0,0.3311288140688411,0.6688711859311589,0.2560145256468452,0.1267415730337078,0.4950561797752809,1.1440162271805274
245,2016,28279.0,43782.0,0.1088064617314931,-0.0176359719978459,1001.0,5983.0,1576.0,568.0,4407.0,622.0,0.2634130035099448,0.7365869964900551,0.3604060913705584,0.1288858633991377,0.3576128885863399,0.9131832797427653
246,2015,25504.0,44568.0,-0.1104600467371211,0.0196060488206629,1001.0,6059.0,1539.0,550.0,4520.0,579.0,0.2540023106123122,0.7459976893876877,0.3573749187784275,0.1216814159292035,0.3404867256637168,0.9499136442141624
247,2014,28671.0,43711.0,0.15209354657237,0.0704297783763928,1001.0,6297.0,1661.0,481.0,4636.0,508.0,0.2637764014610131,0.7362235985389868,0.2895845875978326,0.1037532355478861,0.3582830025884383,0.9468503937007874
248,2013,24886.0,40835.0,-0.1061063218390804,-0.0395154651299541,1001.0,6232.0,1561.0,543.0,4671.0,439.0,0.2504813863928113,0.7495186136071887,0.3478539397821909,0.1162491971740526,0.3341896810104902,1.2369020501138952
249,2012,27840.0,42515.0,0.2442458100558659,0.1437679911759167,1001.0,6132.0,1697.0,677.0,4435.0,537.0,0.2767449445531637,0.7232550554468362,0.398939304655274,0.1526493799323562,0.3826381059751973,1.260707635009311
