tract,year,total_population,male,female,median_age,race_white,race_black,race_ai_alaskan,race_asian,race_hawaiian,race_other,race_hispanic,median_value,median_monthly_mort,median_monthly_rent
814,2012,2707,0.539,0.461,27.8,0.366,0.553,0,0.027,0,0.022,0.102,374800,2356,1319
814,2013,2940,0.568,0.432,27.5,0.333,0.519,0,0.056,0,0.063,0.125,376000,2202,1326
814,2014,2919,0.544,0.456,28.8,0.349,0.477,0,0.073,0,0.083,0.129,354700,2170,1261
814,2015,2861,0.539,0.461,30,0.348,0.472,0,0.066,0,0.092,0.128,323500,1730,1355
814,2016,2754,0.528,0.472,30,0.366,0.446,0,0.065,0,0.088,0.152,336800,1725,1055
814,2017,2920,0.551,0.449,32.2,0.362,0.448,0,0.073,0,0.088,0.174,350000,1623,1172
814,2018,2941,0.507,0.493,37.2,0.415,0.413,0,0.054,0,0.086,0.193,385600,1643,1463
814,2019,2924,0.495,0.505,32.8,0.433,0.438,0,0.072,0,0.029,0.136,444100,1722,1637
814,2020,2997,0.491,0.509,33.8,0.458,0.407,0,0.045,0,0.062,0.168,558900,1592,1346
814,2021,3264,0.505,0.495,31.9,0.421,0.426,0,0.051,0,0.048,0.154,785500,1833,1456
815,2010,2091,0.448,0.552,33,0.134,0.749,0,0,0,0.064,0.14,275000,1443,1064
815,2011,2027,0.434,0.566,34.3,0.157,0.681,0,0.024,0,0.066,0.187,291300,1484,897
815,2012,2073,0.475,0.525,36.7,0.151,0.653,0,0.03,0,0.08,0.256,278400,1530,935
815,2013,2126,0.507,0.493,34.8,0.159,0.657,0,0.035,0,0.084,0.239,272100,1605,994
815,2014,2195,0.521,0.479,32.8,0.161,0.627,0,0.037,0,0.139,0.263,292500,1679,1102
815,2015,2185,0.506,0.494,30.9,0.152,0.577,0,0.03,0,0.214,0.308,299500,1770,1007
815,2016,2242,0.492,0.508,32.1,0.154,0.605,0,0.013,0,0.211,0.297,293700,1838,977
815,2017,2453,0.469,0.531,30.9,0.122,0.584,0,0.019,0.003,0.247,0.326,341000,1990,850
815,2018,2616,0.414,0.586,30.8,0.15,0.557,0.003,0.019,0.003,0.236,0.304,381100,2220,832
815,2019,2807,0.392,0.608,32.2,0.162,0.561,0.006,0.02,0.004,0.194,0.244,436300,1982,1000
815,2020,2963,0.356,0.644,32.4,0.182,0.613,0.006,0.016,0.005,0.112,0.199,414800,1957,1199
815,2021,2888,0.356,0.644,32.3,0.149,0.589,0.005,0.02,0.005,0.165,0.22,431200,2269,1664
817,2010,3446,0.473,0.527,33.8,0.047,0.793,0,0.025,0,0.105,0.131,363700,2018,726
817,2011,3709,0.492,0.508,27.8,0.05,0.711,0.005,0.043,0,0.119,0.181,347300,2194,699
817,2012,3453,0.451,0.549,33.1,0.054,0.695,0.005,0.031,0,0.146,0.195,316100,2054,601
817,2013,3277,0.42,0.58,36.7,0.036,0.727,0.004,0.035,0,0.115,0.162,336400,2173,640
817,2014,3437,0.43,0.57,35.9,0.053,0.727,0.004,0.016,0,0.129,0.184,346600,1716,684
817,2015,3337,0.443,0.557,40.1,0.066,0.737,0.003,0.038,0,0.075,0.155,330200,1732,675
817,2016,3404,0.437,0.563,36.6,0.076,0.742,0,0.046,0,0.096,0.158,411900,1682,715
817,2017,3882,0.446,0.554,36.4,0.07,0.7,0.075,0.041,0,0.065,0.145,434600,1949,822
817,2018,4151,0.46,0.54,32.4,0.093,0.671,0.072,0.05,0,0.088,0.189,439200,1993,908
817,2019,3990,0.416,0.584,33.6,0.057,0.671,0.076,0.011,0,0.143,0.276,499300,2197,905
817,2020,4238,0.434,0.566,36.9,0.06,0.661,0.079,0.024,0,0.122,0.21,658100,2229,762
817,2021,4390,0.458,0.542,37.3,0.052,0.644,0.102,0.02,0,0.122,0.226,656900,2187,711
818,2010,2793,0.412,0.588,32.5,0.09,0.694,0.015,0.023,0,0.119,0.238,331200,2228,1095
818,2011,2802,0.397,0.603,33.1,0.088,0.705,0.008,0,0,0.138,0.257,317300,2289,1047
818,2012,3147,0.399,0.601,32.9,0.087,0.714,0.008,0,0,0.149,0.264,313700,2068,1011
818,2013,3233,0.391,0.609,34.1,0.072,0.746,0.005,0,0,0.151,0.283,313900,1982,889
818,2014,3200,0.372,0.628,34.2,0.054,0.76,0.007,0,0,0.138,0.262,329600,2005,987
818,2015,3590,0.394,0.606,34.5,0.065,0.753,0,0,0,0.154,0.289,347800,1769,969
818,2016,3738,0.42,0.58,38.7,0.03,0.809,0,0,0,0.109,0.302,408300,1893,976
818,2017,3535,0.427,0.573,36.2,0.05,0.716,0,0,0,0.107,0.391,416800,2552,1005
818,2018,3489,0.464,0.536,32,0.054,0.616,0,0,0,0.182,0.361,416300,2425,925
818,2019,3300,0.449,0.551,34.6,0.067,0.583,0,0.005,0,0.225,0.359,422400,1893,805
818,2020,3133,0.512,0.488,35.4,0.081,0.621,0,0.007,0,0.179,0.296,412800,1725,796
818,2021,3127,0.501,0.499,34.9,0.064,0.573,0,0.008,0,0.236,0.327,434400,1955,
819,2010,2357,0.423,0.577,35.1,0.07,0.823,0,0,0,0.102,0.214,325500,2082,883
819,2011,2512,0.453,0.547,35.2,0.074,0.838,0,0,0,0.087,0.2,245600,2185,955
819,2012,2883,0.472,0.528,30.6,0.159,0.773,0,0,0,0.067,0.276,262500,2155,943
819,2013,3212,0.426,0.574,30.6,0.138,0.738,0,0,0,0.12,0.311,282500,2056,941
819,2014,3142,0.407,0.593,30.7,0.099,0.755,0,0.006,0,0.124,0.288,236800,1985,943
819,2015,3515,0.395,0.605,30.5,0.117,0.716,0,0.005,0,0.102,0.283,289600,,615
819,2016,3350,0.402,0.598,33.8,0.127,0.714,0,0.007,0,0.103,0.298,432400,1829,634
819,2017,3547,0.431,0.569,36,0.081,0.696,0,0.006,0,0.137,0.313,428300,1727,901
819,2018,3494,0.452,0.548,35.4,0.107,0.654,0,0.007,0,0.134,0.33,466200,1854,908
819,2019,3704,0.443,0.557,37.3,0.149,0.681,0,0,0,0.08,0.318,582400,1754,1014
819,2020,3388,0.414,0.586,41,0.127,0.727,0,0,0,0.063,0.255,,1954,978
819,2021,3333,0.382,0.618,41.8,0.114,0.675,0,0,0,0.099,0.292,225700,2435,1283
820,2010,2542,0.449,0.551,37.9,0.029,0.879,0,0,0,0.08,0.167,423200,2884,866
820,2011,2702,0.462,0.538,35.6,0.071,0.78,0,0.003,0,0.135,0.202,381700,2868,892
820,2012,2865,0.451,0.549,40,0.061,0.873,0,0.011,0,0.041,0.098,336200,2671,876
820,2013,2837,0.459,0.541,40.7,0.062,0.875,0,0.012,0,0.034,0.106,295100,2537,801
820,2014,2719,0.447,0.553,42,0.089,0.842,0,0.008,0,0.05,0.146,306400,2401,824
820,2015,2725,0.452,0.548,40.4,0.142,0.79,0,0.009,0,0.047,0.199,364400,2415,1005
820,2016,2825,0.459,0.541,37.9,0.098,0.836,0,0.007,0,0.047,0.142,432100,2629,1077
820,2017,2907,0.466,0.534,37.9,0.119,0.69,0,0.003,0,0.152,0.266,443800,2686,1088
820,2018,3409,0.444,0.556,34.4,0.129,0.673,0,0.003,0,0.16,0.282,461800,1985,1064
820,2019,3421,0.457,0.543,35.8,0.144,0.679,0,0.005,0,0.133,0.248,491700,2240,1137
820,2020,3708,0.479,0.521,34.3,0.122,0.727,0,0.009,0,0.106,0.19,559400,2240,1066
820,2021,3605,0.46,0.54,35.8,0.133,0.682,0,0.007,0,0.107,0.247,566300,2361,1100
821,2010,4822,0.446,0.554,28,0.095,0.706,0.002,0,0.003,0.148,0.318,475500,2278,447
821,2011,5120,0.442,0.558,27.2,0.084,0.717,0.004,0,0,0.176,0.307,434700,2531,456
821,2012,5005,0.423,0.577,28.5,0.078,0.734,0,0,0,0.166,0.318,408200,2500,465
821,2013,4924,0.458,0.542,27.4,0.083,0.664,0,0.017,0,0.216,0.352,323300,2539,399
821,2014,5013,0.46,0.54,28.1,0.081,0.669,0,0.019,0,0.203,0.355,275000,2411,429
821,2015,5243,0.467,0.533,28,0.084,0.644,0,0.018,0,0.215,0.316,232400,2046,505
821,2016,5245,0.455,0.545,30.7,0.085,0.631,0,0.018,0,0.145,0.339,221600,,487
821,2017,5396,0.472,0.528,32.1,0.067,0.656,0,0.006,0,0.134,0.258,521800,1925,460
821,2018,5750,0.442,0.558,31.3,0.08,0.626,0,0.003,0,0.191,0.291,545100,2666,482
821,2019,5998,0.443,0.557,32.9,0.12,0.582,0,0,0,0.175,0.31,579400,2578,589
821,2020,5420,0.385,0.615,34.4,0.165,0.481,0,0,0,0.241,0.387,641600,2474,638
821,2021,5766,0.382,0.618,33,0.174,0.502,0,0,0,0.232,0.331,651800,2431,649
901,2010,4658,0.446,0.554,32.5,0.047,0.748,0.004,0.021,0,0.145,0.22,395200,2275,923
901,2011,4948,0.44,0.56,33.3,0.051,0.749,0.003,0.02,0,0.154,0.184,393100,2390,934
901,2012,4954,0.472,0.528,30.5,0.054,0.777,0,0.019,0,0.113,0.173,365600,2295,932
901,2013,5005,0.48,0.52,30.3,0.07,0.732,0,0.02,0,0.15,0.215,353600,2160,976
901,2014,5132,0.437,0.563,30.7,0.073,0.726,0,0.019,0,0.154,0.22,365300,2333,940
901,2015,4812,0.431,0.569,31.9,0.078,0.726,0,0.009,0,0.159,0.216,378400,2603,901
901,2016,4872,0.44,0.56,31.2,0.081,0.719,0,0.008,0,0.145,0.276,382400,2852,692
901,2017,4949,0.444,0.556,31.8,0.062,0.684,0,0.013,0,0.201,0.307,434400,3130,684
901,2018,5148,0.454,0.546,31,0.056,0.7,0,0.013,0,0.185,0.308,466300,3016,904
901,2019,5026,0.502,0.498,31.9,0.073,0.658,0,0.017,0,0.2,0.351,470300,2447,973
901,2020,5290,0.523,0.477,32.2,0.08,0.69,0,0.005,0,0.17,0.319,490600,2206,1318
901,2021,5213,0.509,0.491,33.5,0.114,0.627,0,0.005,0,0.179,0.34,544500,2120,1350
902,2010,2075,0.442,0.558,25.5,0,0.659,0,0,0,0.341,0.347,427900,3333,481
902,2011,2422,0.439,0.561,25.3,0.019,0.592,0,0.039,0.01,0.337,0.343,359100,1721,575
902,2012,2453,0.444,0.556,25.6,0.033,0.528,0,0.033,0.008,0.392,0.397,426600,2157,614
902,2013,2235,0.476,0.524,29.5,0.043,0.542,0,0.052,0.009,0.339,0.361,300000,1966,799
902,2014,2526,0.451,0.549,29.4,0.054,0.354,0,0.04,0.009,0.503,0.499,390900,2104,809
902,2015,2383,0.507,0.493,30.4,0.084,0.47,0,0.046,0.011,0.329,0.374,423200,1973,792
902,2016,2481,0.52,0.48,28.4,0.073,0.528,0,0.007,0,0.294,0.402,454200,1996,843
902,2017,2455,0.507,0.493,28.7,0.082,0.592,0,0.007,0,0.205,0.365,437500,2344,893
902,2018,2587,0.499,0.501,27,0.102,0.574,0,0.002,0,0.184,0.347,522400,2635,955
902,2019,2348,0.498,0.502,26.8,0.123,0.628,0,0.003,0,0.064,0.357,484000,2571,966
902,2020,2411,0.512,0.488,25,0.131,0.681,0,0.004,0,0.109,0.324,616400,2909,957
902,2021,3113,0.515,0.485,26.6,0.057,0.508,0,0.006,0,0.052,0.214,680800,3056,735
903,2010,2525,0.491,0.509,25.6,0.087,0.639,0.009,0,0,0.26,0.322,569600,2133,770
903,2011,2578,0.49,0.51,27.1,0.104,0.641,0.059,0,0,0.191,0.273,419000,1971,535
903,2012,3176,0.405,0.595,27.4,0.097,0.605,0.057,0,0,0.218,0.308,360700,2145,682
903,2013,3368,0.374,0.626,27.6,0.085,0.554,0.066,0,0,0.259,0.34,316200,1909,641
903,2014,3648,0.375,0.625,29.1,0.049,0.656,0.069,0,0,0.2,0.27,336100,1759,697
903,2015,3631,0.324,0.676,27.4,0.081,0.656,0.045,0,0,0.187,0.288,249700,,740
903,2016,3559,0.38,0.62,29.4,0.05,0.695,0,0,0,0.227,0.313,331800,1931,834
903,2017,3389,0.419,0.581,25.7,0.05,0.693,0,0,0,0.236,0.343,377400,1808,856
903,2018,3469,0.448,0.552,26.3,0.13,0.703,0,0,0,0.153,0.326,406200,2125,1017
903,2019,3095,0.476,0.524,31.6,0.153,0.642,0,0,0,0.196,0.349,453800,2246,1038
903,2020,3071,0.523,0.477,31.2,0.134,0.56,0,0,0,0.3,0.467,483700,2390,1063
903,2021,3216,0.508,0.492,32,0.204,0.451,0,0,0,0.193,0.533,490800,2349,1372
904,2010,3529,0.455,0.545,27.7,0.035,0.631,0,0.021,0,0.283,0.313,343500,1688,691
904,2011,3561,0.454,0.546,27.4,0.076,0.655,0,0.024,0,0.203,0.319,310600,1453,927
904,2012,3665,0.479,0.521,27.9,0.109,0.685,0,0.01,0,0.153,0.307,215000,1385,789
904,2013,3569,0.463,0.537,27.2,0.171,0.645,0,0.007,0,0.135,0.319,216500,1398,1053
904,2014,3413,0.435,0.565,28.1,0.175,0.61,0,0.008,0,0.148,0.323,283200,1489,985
904,2015,3965,0.458,0.542,27.9,0.121,0.626,0,0.026,0,0.194,0.331,298900,1446,930
904,2016,4198,0.458,0.542,28.5,0.104,0.687,0,0.025,0,0.164,0.372,312400,1469,896
904,2017,4310,0.449,0.551,31.6,0.087,0.658,0,0.033,0,0.136,0.308,305800,1521,1093
904,2018,4318,0.431,0.569,32.3,0.072,0.671,0,0.029,0,0.133,0.404,343100,2014,963
904,2019,4396,0.458,0.542,33.8,0.068,0.702,0,0.02,0,0.123,0.416,368400,2147,913
904,2020,4415,0.455,0.545,33.4,0.069,0.77,0,0.004,0,0.075,0.314,398300,2257,1040
904,2021,3906,0.444,0.556,33,0.085,0.686,0.005,0.018,0,0.08,0.263,502600,2457,929
906,2010,1805,0.361,0.639,30.7,0.077,0.607,0,0.001,0,0.28,0.212,363300,1586,1217
906,2011,1821,0.379,0.621,30.7,0.079,0.657,0,0,0,0.214,0.161,346900,1757,1249
906,2012,2163,0.448,0.552,29.9,0.051,0.662,0.012,0,0,0.247,0.165,339300,1897,1333
906,2013,2053,0.413,0.587,31.5,0.063,0.673,0.014,0,0,0.204,0.142,335300,1939,1226
906,2014,2099,0.441,0.559,33.4,0.076,0.655,0.01,0.004,0,0.198,0.153,331800,1871,1130
906,2015,2337,0.454,0.546,33,0.114,0.623,0.009,0.004,0,0.203,0.215,315800,1772,1253
906,2016,2581,0.491,0.509,31.7,0.102,0.666,0.016,0.028,0,0.159,0.196,306300,1702,1316
906,2017,2442,0.511,0.489,32.1,0.121,0.663,0.002,0.056,0,0.141,0.204,337200,1660,1365
906,2018,2599,0.56,0.44,32.1,0.115,0.674,0.002,0.054,0,0.142,0.181,334300,1570,1363
906,2019,2740,0.557,0.443,32.1,0.105,0.674,0.002,0.061,0,0.142,0.181,372200,1700,1401
906,2020,2627,0.577,0.423,34.8,0.095,0.676,0.002,0.054,0,0.109,0.133,455600,1836,1381
906,2021,2446,0.549,0.451,35.9,0.108,0.666,0,0.006,0,0.089,0.125,551700,2153,1543
907,2010,4157,0.527,0.473,33.9,0.683,0.045,0,0.194,0,0.067,0.093,344400,2080,1240
907,2011,4010,0.53,0.47,35.7,0.598,0.096,0,0.199,0,0.094,0.086,342800,2154,1222
907,2012,4172,0.546,0.454,35.9,0.613,0.102,0,0.21,0,0.074,0.078,335200,2129,1259
907,2013,4708,0.581,0.419,33.3,0.538,0.097,0.004,0.206,0,0.151,0.143,346000,2079,1256
907,2014,4547,0.581,0.419,33.2,0.545,0.087,0.005,0.168,0,0.182,0.173,341300,1988,1229
907,2015,4613,0.582,0.418,34.4,0.527,0.105,0.007,0.177,0,0.168,0.158,356300,2098,1197
907,2016,4549,0.583,0.417,32.5,0.589,0.043,0.007,0.157,0,0.184,0.177,371700,2081,1201
907,2017,4179,0.608,0.392,34.8,0.573,0.078,0.008,0.121,0,0.19,0.198,402700,2156,1368
907,2018,3884,0.555,0.445,34.3,0.749,0.085,0,0.079,0,0.068,0.096,440300,2205,1577
907,2019,3878,0.541,0.459,34.1,0.765,0.084,0,0.076,0,0.045,0.102,500600,2353,1537
907,2020,4058,0.492,0.508,34.6,0.754,0.072,0,0.053,0,0.078,0.129,628800,2397,1536
907,2021,4092,0.458,0.542,35.1,0.751,0.072,0,0.074,0,0.055,0.121,676100,2472,1538
909.01,2010,4026,0.51,0.49,24.3,0.332,0.317,0.008,0.192,0,0.118,0.249,,,1350
909.01,2011,3946,0.491,0.509,23.9,0.344,0.265,0.004,0.237,0,0.111,0.254,,,1368
909.01,2012,3826,0.522,0.478,24.5,0.323,0.24,0.006,0.258,0,0.133,0.279,,,1500
909.01,2013,3906,0.511,0.489,24.5,0.349,0.196,0.007,0.246,0,0.162,0.277,,,1567
909.01,2014,3700,0.528,0.472,25,0.335,0.175,0.007,0.3,0,0.164,0.228,,,1678
909.01,2015,3832,0.509,0.491,25.1,0.342,0.137,0.015,0.313,0,0.187,0.245,,,1823
909.01,2016,3918,0.481,0.519,25,0.358,0.138,0.011,0.311,0,0.176,0.24,,,1907
909.01,2017,3853,0.469,0.531,24.5,0.366,0.133,0.01,0.281,0,0.189,0.271,,,1943
909.01,2018,3789,0.495,0.505,24.5,0.331,0.108,0.01,0.284,0,0.247,0.345,,,1935
909.01,2019,3653,0.495,0.505,24.6,0.36,0.127,0.011,0.268,0,0.214,0.336,,,2017
909.01,2020,3219,0.471,0.529,24.2,0.361,0.139,0.005,0.292,0,0.155,0.288,,,2079
909.01,2021,3058,0.45,0.55,24.9,0.335,0.222,0.015,0.247,0,0.128,0.261,,,1857
910.01,2010,2479,0.468,0.532,38.1,0.756,0.075,0,0.149,0,0.019,0.017,376000,2084,1115
910.01,2011,2674,0.512,0.488,37.4,0.635,0.071,0,0.249,0,0.04,0.026,335600,1905,1121
910.01,2012,2811,0.514,0.486,36.4,0.525,0.156,0,0.269,0,0.041,0.025,307600,1836,1057
910.01,2013,2970,0.519,0.481,33.8,0.573,0.133,0,0.23,0,0.044,0.023,325300,1902,1207
910.01,2014,3134,0.525,0.475,35.7,0.573,0.13,0,0.25,0,0.027,0.021,334600,1934,1227
910.01,2015,3217,0.496,0.504,35,0.57,0.148,0,0.254,0,0.014,0.025,332400,1885,1236
910.01,2016,3232,0.515,0.485,34.2,0.597,0.148,0,0.243,0,0.002,0.024,364400,2022,1404
910.01,2017,3046,0.487,0.513,33.6,0.619,0.121,0,0.244,0,0.005,0.028,382700,2202,1538
910.01,2018,2967,0.471,0.529,33.6,0.594,0.147,0.002,0.251,0,0.006,0.049,417400,2240,1650
910.01,2019,2821,0.458,0.542,34.3,0.557,0.225,0.002,0.205,0,0.006,0.045,475000,2319,1594
910.01,2020,2772,0.466,0.534,36.2,0.618,0.142,0.003,0.223,0,0.007,0.052,546300,2345,1807
910.01,2021,3130,0.458,0.542,35.4,0.538,0.154,0.005,0.216,0,0.054,0.08,546800,2305,2198
911,2010,4344,0.481,0.519,33.2,0.532,0.122,0,0.272,0.014,0.041,0.019,373700,2160,1226
911,2011,4643,0.46,0.54,32.8,0.561,0.069,0,0.244,0.012,0.093,0.066,343200,2189,1194
911,2012,4842,0.459,0.541,31.8,0.509,0.083,0,0.267,0,0.101,0.065,321700,2154,1267
911,2013,5547,0.474,0.526,31.4,0.545,0.055,0,0.292,0,0.074,0.058,299400,2153,1276
911,2014,5300,0.48,0.52,31.1,0.542,0.051,0,0.287,0,0.075,0.062,333100,2105,1313
911,2015,5477,0.513,0.487,31.8,0.547,0.045,0,0.275,0,0.091,0.071,353000,1999,1309
911,2016,5318,0.519,0.481,31.3,0.569,0.054,0.001,0.265,0,0.053,0.064,383600,2054,1429
911,2017,5044,0.521,0.479,32,0.568,0.049,0.002,0.277,0,0.038,0.069,397500,2048,1522
911,2018,4758,0.507,0.493,32.6,0.604,0.07,0,0.215,0,0.043,0.07,432400,2099,1678
911,2019,4818,0.511,0.489,32.8,0.563,0.075,0.001,0.249,0,0.034,0.087,457700,2081,1847
911,2020,4931,0.458,0.542,34.3,0.546,0.07,0.001,0.268,0,0.026,0.092,568300,1958,1797
911,2021,4616,0.473,0.527,35.2,0.52,0.099,0,0.274,0,0.018,0.079,639500,1923,1961
912,2010,2888,0.532,0.468,29.1,0.406,0.211,0,0.07,0,0.275,0.137,343800,2209,1081
912,2011,2957,0.567,0.433,30.6,0.471,0.215,0,0.051,0,0.209,0.146,403400,2286,1106
912,2012,2936,0.538,0.462,28.6,0.48,0.197,0,0.061,0,0.197,0.161,389500,2207,1090
912,2013,3088,0.512,0.488,30,0.424,0.244,0.012,0.018,0,0.213,0.19,420000,2262,1095
912,2014,3167,0.509,0.491,30.9,0.368,0.248,0.017,0.012,0,0.231,0.241,400000,2296,1119
912,2015,3241,0.484,0.516,32.6,0.387,0.263,0.023,0.013,0,0.217,0.233,376600,2124,1132
912,2016,3147,0.51,0.49,33.9,0.381,0.302,0.024,0.057,0,0.118,0.176,424400,2180,1191
912,2017,3022,0.544,0.456,36.4,0.412,0.311,0.027,0.066,0,0.073,0.18,411900,2284,1121
912,2018,3265,0.546,0.454,36.1,0.408,0.305,0.008,0.142,0,0.052,0.196,444400,2265,1325
912,2019,3375,0.58,0.42,36.6,0.478,0.268,0.007,0.14,0,0.039,0.175,488200,2310,1339
