tract,year,neighborhood,total_population,male,female,median_age,race_white,race_black,race_ai_alaskan,race_asian,race_hawaiian,race_other,race_hispanic,median_value,median_monthly_mort,median_monthly_rent,median_income,mean_income,housed_population,owner_occupied,owner_occupied_pre-2000,renter_occupied,renter_occupied_pre-2000,percent_owners,percent_renters,percent_owners_pre-2000,percent_renters_pre-2000,owners_renters_ratio,renters_owners_pre-2000_ratio,BFBL,BL,BLSL,SBL,SLM,SLMTC,SUP,total_built_all_lanes,cumulative_length
1003,2014,Dorchester,3412.0,0.484,0.516,35.1,0.149,0.813,0.0,0.003,0.0,0.022,0.163,255200.0,2206.0,1219.0,48320.0,57077.0,3381.0,1683.0,768.0,1698.0,179.0,0.497781721,0.502218279,0.456327986,0.45229682,0.991166078,4.290502793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,2015,Dorchester,3642.0,0.445,0.555,34.8,0.091,0.857,0.0,0.03,0.0,0.009,0.102,274700.0,2256.0,1260.0,46250.0,56582.0,3604.0,1979.0,1055.0,1625.0,100.0,0.549112098,0.450887902,0.533097524,0.649230769,1.217846154,10.55,0.0,0.0,0.0,0.0,758.8903774967,0.0,0.0,758.8903774967,758.8903774967
1003,2016,Dorchester,3731.0,0.429,0.571,32.9,0.061,0.89,0.0,0.031,0.0,0.006,0.134,321100.0,2250.0,1303.0,50292.0,62790.0,3701.0,1762.0,1069.0,1939.0,204.0,0.476087544,0.523912456,0.606696935,0.551315111,0.908715833,5.240196078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.8903774967
1003,2017,Dorchester,4064.0,0.428,0.572,34.0,0.041,0.878,0.0,0.03,0.0,0.037,0.146,341300.0,2224.0,1434.0,51385.0,73596.0,4032.0,1918.0,1210.0,2114.0,200.0,0.475694444,0.524305556,0.630865485,0.572374645,0.907284768,6.05,38.4383029346,1381.8941293901,0.0,0.0,0.0,0.0,0.0,1420.3324323247,2179.2228098214
1003,2018,Dorchester,4106.0,0.434,0.566,34.0,0.033,0.845,0.0,0.03,0.0,0.033,0.121,348000.0,2396.0,1531.0,51736.0,74807.0,4069.0,1835.0,1126.0,2234.0,204.0,0.450970754,0.549029246,0.613623978,0.504028648,0.821396598,5.519607843,0.0,0.0,0.0,0.0,0.0,441.1499959985,0.0,0.0,2179.2228098214
1003,2019,Dorchester,4394.0,0.403,0.597,33.2,0.047,0.833,0.0,0.027,0.0,0.027,0.08,421000.0,2197.0,1779.0,51645.0,77160.0,4353.0,2090.0,1117.0,2263.0,91.0,0.480128647,0.519871353,0.534449761,0.493592576,0.923552806,12.27472527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2179.2228098214
1003,2020,Dorchester,4270.0,0.444,0.556,33.9,0.045,0.872,0.0,0.002,0.0,0.024,0.078,426200.0,2193.0,1807.0,68209.0,77922.0,4230.0,1980.0,919.0,2250.0,155.0,0.468085106,0.531914894,0.464141414,0.408444444,0.88,5.929032258,0.0,889.0065063605999,0.0,0.0,0.0,0.0,0.0,889.0065063605999,3068.229316182
1003,2021,Dorchester,4130.0,0.467,0.533,35.0,0.05,0.77,0.0,0.003,0.0,0.026,0.086,468000.0,2349.0,1889.0,65417.0,84047.0,4094.0,1936.0,729.0,2158.0,57.0,0.472887152,0.527112848,0.376549587,0.33781279,0.897126969,12.78947368,0.0,0.0,0.0,0.0,0.0,3272.7402364289,0.0,0.0,3068.229316182
1004,2010,Dorchester,4866.0,0.424,0.576,35.0,0.136,0.753,0.0,0.071,0.0,0.036,0.102,340900.0,2423.0,1347.0,,,4635.0,1788.0,1130.0,2847.0,558.0,0.385760518,0.614239482,0.631991051,0.396909027,0.628029505,2.025089606,0.0,241.184398606,0.0,0.0,1151.3539136529,0.0,0.0,1392.5383122589,1392.5383122589
1004,2011,Dorchester,4617.0,0.423,0.577,36.3,0.161,0.742,0.0,0.075,0.0,0.011,0.091,333100.0,2377.0,1311.0,52930.0,62640.0,4491.0,1639.0,1180.0,2852.0,523.0,0.364952126,0.635047874,0.71995119,0.413744741,0.574684432,2.256214149,0.0,0.0,0.0,0.0,121.8855211202,0.0,0.0,121.8855211202,1514.4238333791
1004,2012,Dorchester,4617.0,0.441,0.559,36.5,0.154,0.763,0.0,0.05,0.0,0.016,0.096,317400.0,2401.0,1295.0,57531.0,68225.0,4488.0,1946.0,1546.0,2542.0,447.0,0.433600713,0.566399287,0.794450154,0.608182533,0.765538946,3.458612975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514.4238333791
1004,2013,Dorchester,5048.0,0.419,0.581,37.0,0.138,0.7,0.035,0.066,0.0,0.027,0.098,330000.0,2370.0,1301.0,52273.0,67992.0,4921.0,1989.0,1648.0,2932.0,467.0,0.404186141,0.595813859,0.828557064,0.56207367,0.678376535,3.528907923,0.0,0.0,0.0,0.0,207.0386575303,0.0,0.0,207.0386575303,1721.4624909094
1004,2014,Dorchester,4803.0,0.43,0.57,37.6,0.125,0.721,0.04,0.051,0.0,0.031,0.086,316100.0,2251.0,1288.0,52485.0,67792.0,4673.0,2026.0,1606.0,2647.0,365.0,0.433554462,0.566445538,0.792694965,0.606724594,0.765394787,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721.4624909094
1004,2015,Dorchester,5209.0,0.448,0.552,37.7,0.103,0.688,0.03,0.072,0.0,0.067,0.112,325200.0,2389.0,1286.0,61793.0,70307.0,5074.0,2368.0,1402.0,2706.0,416.0,0.466692944,0.533307056,0.592060811,0.518107908,0.875092387,3.370192308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,2016,Dorchester,5596.0,0.44,0.56,35.6,0.108,0.687,0.039,0.043,0.0,0.073,0.131,347900.0,2471.0,1323.0,68448.0,74246.0,5461.0,2838.0,1496.0,2623.0,364.0,0.519685039,0.480314961,0.527131783,0.570339306,1.081967213,4.10989011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,2017,Dorchester,5667.0,0.445,0.555,33.6,0.129,0.652,0.031,0.072,0.0,0.063,0.151,362300.0,2426.0,1469.0,53708.0,69068.0,5531.0,2811.0,1259.0,2720.0,433.0,0.508226361,0.491773639,0.447883316,0.462867647,1.033455882,2.907621247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,2018,Dorchester,5703.0,0.441,0.559,34.5,0.157,0.645,0.001,0.1,0.0,0.045,0.115,370000.0,2204.0,1513.0,54828.0,75317.0,5568.0,2990.0,1086.0,2578.0,462.0,0.536997126,0.463002874,0.363210702,0.421256788,1.159813809,2.350649351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,2019,Dorchester,6040.0,0.43,0.57,33.9,0.229,0.562,0.001,0.082,0.0,0.071,0.243,397100.0,2614.0,1545.0,68194.0,77355.0,5907.0,2648.0,992.0,3259.0,507.0,0.4482817,0.5517183,0.374622356,0.304387849,0.812519178,1.956607495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,2020,Dorchester,5807.0,0.421,0.579,35.4,0.244,0.554,0.001,0.07,0.0,0.041,0.251,453100.0,2290.0,1600.0,89556.0,90841.0,5676.0,2781.0,1265.0,2895.0,302.0,0.489957717,0.510042283,0.454872348,0.436960276,0.960621762,4.188741722,0.0,598.748857906,0.0,0.0,0.0,0.0,0.0,598.748857906,2320.2113488154
1004,2021,Dorchester,5906.0,0.413,0.587,37.1,0.189,0.513,0.0,0.096,0.0,0.113,0.27,465800.0,2515.0,1691.0,94352.0,97932.0,5783.0,2656.0,1129.0,3127.0,292.0,0.459277192,0.540722808,0.425075301,0.361048929,0.849376399,3.866438356,0.0,0.0,0.0,0.0,0.0,2980.435131091,0.0,0.0,2320.2113488154
1005,2010,Dorchester,4803.0,0.468,0.532,34.2,0.136,0.67,0.007,0.066,0.0,0.088,0.153,436500.0,2276.0,1097.0,51783.0,65930.0,4803.0,1891.0,1398.0,2912.0,441.0,0.393712263,0.606287737,0.73929138,0.480082418,0.649381868,3.170068027,0.0,851.187564822,0.0,0.0,1293.0235211811,0.0,0.0,2144.2110860031,2144.2110860031
1005,2011,Dorchester,5229.0,0.454,0.546,34.3,0.131,0.67,0.007,0.087,0.0,0.061,0.168,425700.0,2301.0,1144.0,46605.0,64512.0,5222.0,1811.0,1317.0,3411.0,396.0,0.346801992,0.653198008,0.727222529,0.386103782,0.530929346,3.325757576,0.0,0.0,0.0,0.0,1036.7356652126,0.0,0.0,1036.7356652126,3180.9467512157
1005,2012,Dorchester,5672.0,0.457,0.543,35.0,0.131,0.674,0.009,0.074,0.0,0.059,0.209,409800.0,2281.0,1150.0,52596.0,72843.0,5659.0,2206.0,1331.0,3453.0,430.0,0.389821523,0.610178477,0.603354488,0.385461917,0.638864755,3.095348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3180.9467512157
1005,2013,Dorchester,6838.0,0.457,0.543,37.0,0.156,0.667,0.006,0.12,0.0,0.011,0.128,374600.0,2299.0,1188.0,55015.0,71256.0,6818.0,2399.0,1604.0,4419.0,493.0,0.351862716,0.648137284,0.668611922,0.362978049,0.542883005,3.253549696,0.0,0.0,0.0,0.0,294.6552473486,0.0,0.0,294.6552473486,3475.6019985643
1005,2014,Dorchester,6585.0,0.475,0.525,33.4,0.181,0.66,0.004,0.102,0.0,0.01,0.138,343100.0,2412.0,1214.0,49510.0,63394.0,6559.0,1761.0,1075.0,4798.0,309.0,0.26848605,0.73151395,0.610448609,0.224051688,0.367027928,3.478964401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3475.6019985643
1005,2015,Dorchester,7227.0,0.498,0.502,33.6,0.191,0.639,0.002,0.108,0.0,0.012,0.163,299800.0,2429.0,1329.0,51558.0,71156.0,7190.0,2413.0,1289.0,4777.0,384.0,0.335605007,0.664394993,0.534189805,0.269834624,0.505128742,3.356770833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,2016,Dorchester,7350.0,0.496,0.504,33.0,0.196,0.664,0.004,0.101,0.0,0.012,0.126,314900.0,2424.0,1421.0,51938.0,69735.0,7314.0,2476.0,1066.0,4838.0,284.0,0.338528849,0.661471151,0.430533118,0.220338983,0.511781728,3.753521127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,2017,Dorchester,7337.0,0.5,0.5,31.9,0.217,0.642,0.004,0.085,0.0,0.023,0.135,333600.0,2451.0,1525.0,51250.0,69781.0,7303.0,2522.0,907.0,4781.0,292.0,0.345337533,0.654662467,0.35963521,0.189709266,0.527504706,3.106164384,0.0,855.3272117767,0.0,0.0,86.5432816504,0.0,0.0,941.8704934271,4417.4724919914
1005,2018,Dorchester,6909.0,0.46,0.54,31.7,0.213,0.635,0.005,0.103,0.0,0.017,0.143,315800.0,2562.0,1574.0,46741.0,70920.0,6876.0,2659.0,1037.0,4217.0,259.0,0.386707388,0.613292612,0.389996239,0.245909414,0.63054304,4.003861004,0.0,0.0,0.0,0.0,0.0,441.1499959985,0.0,0.0,4417.4724919914
1005,2019,Dorchester,6623.0,0.449,0.551,32.5,0.261,0.577,0.0,0.089,0.0,0.04,0.177,388300.0,2574.0,1524.0,59913.0,84930.0,6592.0,2811.0,899.0,3781.0,279.0,0.426425971,0.573574029,0.319815012,0.237767786,0.743454113,3.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4417.4724919914
1005,2020,Dorchester,6934.0,0.449,0.551,35.5,0.277,0.543,0.0,0.093,0.0,0.05,0.131,430200.0,2494.0,1480.0,39466.0,73591.0,6908.0,2720.0,839.0,4188.0,249.0,0.393746381,0.606253619,0.308455882,0.200334288,0.64947469,3.369477912,0.0,0.0,0.0,0.0,0.0,310.0080966719,0.0,0.0,4417.4724919914
1005,2021,Dorchester,7072.0,0.486,0.514,36.2,0.244,0.539,0.0,0.099,0.0,0.043,0.131,574700.0,3008.0,1607.0,49644.0,81963.0,7049.0,2960.0,1220.0,4089.0,333.0,0.419917719,0.580082281,0.412162162,0.298361458,0.723893372,3.663663664,0.0,0.0,0.0,0.0,0.0,1694.6412206446998,0.0,0.0,4417.4724919914
1006.01,2010,Dorchester,4653.0,0.501,0.499,35.4,0.468,0.276,0.008,0.183,0.0,0.023,0.033,326500.0,2209.0,1186.0,,,4653.0,2416.0,1776.0,2237.0,496.0,0.519234902,0.480765098,0.735099338,0.793920429,1.080017881,3.580645161,0.0,446.983238464,0.0,0.0,187.2269360429,0.0,0.0,634.2101745069,634.2101745069
1006.01,2011,Dorchester,5004.0,0.513,0.487,35.2,0.374,0.336,0.002,0.196,0.0,0.023,0.055,321800.0,2181.0,1275.0,53616.0,67964.0,4938.0,2516.0,1397.0,2422.0,625.0,0.509518023,0.490481977,0.555246423,0.576796036,1.0388109,2.2352,0.0,0.0,0.0,0.0,867.8427432704,0.0,0.0,867.8427432704,1502.0529177773
1006.01,2012,Dorchester,4954.0,0.507,0.493,34.1,0.416,0.268,0.002,0.208,0.0,0.023,0.079,287500.0,2158.0,1300.0,52841.0,67187.0,4902.0,2514.0,1225.0,2388.0,328.0,0.512851897,0.487148103,0.487271281,0.512981575,1.052763819,3.734756098,0.0,573.4895094213,594.4228459343,0.0,0.0,0.0,0.0,1167.9123553556,2669.9652731329
1006.01,2013,Dorchester,5183.0,0.513,0.487,36.9,0.445,0.259,0.002,0.202,0.0,0.015,0.06,249400.0,2046.0,1261.0,56414.0,69255.0,5147.0,2611.0,1537.0,2536.0,370.0,0.507285798,0.492714202,0.588663347,0.606072555,1.029574132,4.154054054,0.0,0.0,0.0,0.0,1400.3682247364,0.0,0.0,1400.3682247364,4070.3334978693
1006.01,2014,Dorchester,5406.0,0.478,0.522,36.9,0.377,0.293,0.004,0.276,0.0,0.0,0.083,249600.0,2120.0,1211.0,58426.0,70139.0,5391.0,2689.0,1426.0,2702.0,229.0,0.498794287,0.501205713,0.530308665,0.527757217,0.995188749,6.227074236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4070.3334978693
1006.01,2015,Dorchester,5185.0,0.459,0.541,37.4,0.369,0.333,0.004,0.192,0.0,0.053,0.101,266400.0,2073.0,1188.0,59205.0,69711.0,5180.0,2380.0,1009.0,2800.0,265.0,0.459459459,0.540540541,0.42394958,0.360357143,0.85,3.80754717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006.01,2016,Dorchester,5626.0,0.445,0.555,34.1,0.334,0.438,0.0,0.116,0.0,0.05,0.084,275500.0,2039.0,1336.0,62583.0,73615.0,5621.0,2022.0,863.0,3599.0,387.0,0.359722469,0.640277531,0.426805143,0.23978883,0.561822729,2.22997416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006.01,2017,Dorchester,5903.0,0.449,0.551,33.6,0.308,0.441,0.0,0.161,0.0,0.038,0.067,339700.0,2124.0,1346.0,64508.0,80029.0,5898.0,2102.0,844.0,3796.0,463.0,0.356391997,0.643608003,0.40152236,0.222339305,0.55374078,1.822894168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006.01,2018,Dorchester,5978.0,0.448,0.552,33.4,0.317,0.391,0.0,0.178,0.0,0.045,0.077,363900.0,2273.0,1567.0,71086.0,85577.0,5973.0,1905.0,489.0,4068.0,308.0,0.318935208,0.681064792,0.256692913,0.12020649,0.468289086,1.587662338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006.01,2019,Dorchester,6321.0,0.499,0.501,33.5,0.403,0.33,0.0,0.126,0.0,0.058,0.099,425000.0,2268.0,1631.0,76593.0,94355.0,6316.0,2529.0,747.0,3787.0,321.0,0.400411653,0.599588347,0.295373665,0.197253763,0.667810932,2.327102804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006.01,2020,Dorchester,6131.0,0.482,0.518,32.6,0.377,0.298,0.0,0.176,0.0,0.018,0.085,416200.0,2208.0,1711.0,92714.0,100358.0,6126.0,2428.0,633.0,3698.0,266.0,0.396343454,0.603656546,0.260708402,0.171173607,0.65657112,2.379699248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006.01,2021,Dorchester,5686.0,0.494,0.506,35.0,0.452,0.231,0.0,0.177,0.0,0.007,0.078,431500.0,2264.0,2001.0,99207.0,112671.0,5681.0,2504.0,761.0,3177.0,228.0,0.440767471,0.559232529,0.303913738,0.239534152,0.788164935,3.337719298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006.03,2010,Dorchester,1971.0,0.411,0.589,45.4,0.698,0.129,0.0,0.093,0.0,0.016,0.024,297200.0,1910.0,957.0,60417.0,71303.0,1651.0,1155.0,860.0,496.0,97.0,0.699576015,0.300423985,0.744588745,1.733870968,2.328629032,8.865979381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
