tract,year,median_value,median_monthly_mort,median_monthly_rent
804.01,2010,241900.0,1760.0,688.0
804.01,2011,288200.0,1885.0,473.0
804.01,2012,296300.0,1861.0,444.0
804.01,2013,275000.0,2301.0,603.0
804.01,2014,250000.0,1496.0,671.0
804.01,2015,322200.0,1802.0,658.0
804.01,2016,368300.0,2081.0,673.0
804.01,2017,468800.0,2454.0,655.0
804.01,2018,422200.0,2457.0,703.0
804.01,2019,523000.0,2643.0,714.0
804.01,2020,536000.0,2591.0,760.0
804.01,2021,383300.0,1942.0,850.0
