tract,year,total_population,male,female,median_age,race_white,race_black,race_ai_alaskan,race_asian,race_hawaiian,race_other,race_hispanic,median_value,median_monthly_mort,median_monthly_rent
708.0,2016,3570,2081,1489,31.8,2583,680,16,257,0,9,541,648400.0,3142.0,1706.0
709.0,2016,3154,1397,1757,32.2,1563,933,0,297,0,217,685,616800.0,2710.0,1413.0
801.0,2016,2771,1836,935,32.4,492,1479,31,26,0,714,782,379300.0,2176.0,996.0
803.0,2016,2075,953,1122,33.4,258,1271,23,77,0,346,474,266700.0,1389.0,1065.0
805.0,2016,3195,1559,1636,29.5,647,1431,0,66,0,994,1510,420600.0,,635.0
806.01,2016,4524,2231,2293,20.3,2131,1280,23,724,0,262,638,300000.0,1409.0,534.0
813.0,2016,5300,2515,2785,35.7,1106,2103,14,129,0,1445,2214,290800.0,2098.0,509.0
814.0,2016,2754,1455,1299,30.0,1009,1227,0,180,0,241,419,336800.0,1725.0,1055.0
815.0,2016,2242,1103,1139,32.1,346,1356,0,29,0,473,666,293700.0,1838.0,977.0
817.0,2016,3404,1486,1918,36.6,260,2526,0,157,0,328,539,411900.0,1682.0,715.0
818.0,2016,3738,1571,2167,38.7,113,3025,0,0,0,406,1128,408300.0,1893.0,976.0
819.0,2016,3350,1348,2002,33.8,424,2393,0,23,0,344,998,432400.0,1829.0,634.0
820.0,2016,2825,1297,1528,37.9,276,2362,0,19,0,132,401,432100.0,2629.0,1077.0
821.0,2016,5245,2384,2861,30.7,447,3308,0,96,0,758,1779,221600.0,,487.0
901.0,2016,4872,2143,2729,31.2,394,3504,0,40,0,706,1346,382400.0,2852.0,692.0
902.0,2016,2481,1290,1191,28.4,181,1311,0,18,0,729,997,454200.0,1996.0,843.0
903.0,2016,3559,1352,2207,29.4,177,2473,0,0,0,807,1113,331800.0,1931.0,834.0
904.0,2016,4198,1923,2275,28.5,436,2884,0,104,0,690,1561,312400.0,1469.0,896.0
906.0,2016,2581,1268,1313,31.7,264,1720,41,73,0,411,507,306300.0,1702.0,1316.0
907.0,2016,4549,2653,1896,32.5,2679,194,31,713,0,838,804,371700.0,2081.0,1201.0
909.01,2016,3918,1884,2034,25.0,1402,542,42,1219,0,691,939,,,1907.0
910.01,2016,3232,1663,1569,34.2,1930,478,0,785,0,5,79,364400.0,2022.0,1404.0
911.0,2016,5318,2762,2556,31.3,3026,285,4,1410,0,280,342,383600.0,2054.0,1429.0
912.0,2016,3147,1604,1543,33.9,1198,950,74,180,0,372,553,424400.0,2180.0,1191.0
913.0,2016,2696,1379,1317,33.8,488,1322,0,79,0,697,723,373300.0,1710.0,1121.0
914.0,2016,2952,1607,1345,35.7,449,1400,23,24,0,881,1010,271900.0,1918.0,964.0
915.0,2016,4873,2371,2502,33.0,628,1918,0,347,0,1517,1029,286900.0,2581.0,1298.0
916.0,2016,3401,1928,1473,31.5,532,1503,0,938,0,328,617,385600.0,1862.0,1392.0
917.0,2016,3315,1492,1823,31.6,427,2010,5,237,0,548,882,410500.0,2588.0,1402.0
918.0,2016,3825,1891,1934,34.5,334,2303,0,7,0,883,569,355000.0,2128.0,1087.0
919.0,2016,4018,1869,2149,35.8,348,3153,0,43,0,458,819,337200.0,2138.0,1225.0
920.0,2016,5294,2498,2796,32.1,872,3061,21,455,0,675,1473,382000.0,2094.0,1319.0
921.01,2016,6750,3534,3216,36.7,2493,1552,0,2296,0,395,493,367800.0,1955.0,1212.0
922.0,2016,3216,1413,1803,40.3,1019,1369,0,556,0,201,383,377100.0,2690.0,1337.0
923.0,2016,3383,1655,1728,34.6,327,2763,19,17,0,124,579,303200.0,2416.0,1207.0
924.0,2016,5817,2762,3055,27.9,551,4877,136,0,0,208,1946,372000.0,2181.0,696.0
1001.0,2016,6072,2505,3567,33.3,887,4685,0,44,0,198,1663,290100.0,1867.0,666.0
1002.0,2016,2919,1338,1581,31.1,152,2381,0,87,0,126,391,265600.0,1733.0,1365.0
1003.0,2016,3731,1601,2130,32.9,227,3319,0,116,0,21,500,321100.0,2250.0,1303.0
1004.0,2016,5596,2461,3135,35.6,606,3845,217,242,0,408,735,347900.0,2471.0,1323.0
1005.0,2016,7350,3642,3708,33.0,1444,4879,31,741,0,85,925,314900.0,2424.0,1421.0
1006.01,2016,5626,2505,3121,34.1,1881,2462,0,654,0,279,470,275500.0,2039.0,1336.0
1006.03,2016,2070,931,1139,35.1,1645,297,0,103,0,1,78,374900.0,1977.0,1210.0
1007.0,2016,4473,2142,2331,37.5,4054,213,0,128,0,9,109,371500.0,2199.0,1176.0
1008.0,2016,6409,3389,3020,37.1,3255,2027,0,911,0,0,314,364300.0,2057.0,1556.0
708.0,2017,3452,1746,1706,32.2,2501,626,23,230,0,12,363,687200.0,3452.0,1898.0
709.0,2017,2966,1199,1767,33.5,1767,677,0,247,0,177,601,676400.0,2797.0,1218.0
801.0,2017,2724,1752,972,33.1,563,1348,11,25,0,767,882,413600.0,2335.0,1044.0
803.0,2017,2342,1063,1279,32.1,178,1626,32,50,0,353,551,337200.0,1494.0,1143.0
805.0,2017,3123,1550,1573,30.4,671,1274,0,114,0,952,1525,484800.0,2350.0,646.0
806.01,2017,4334,2126,2208,20.4,1906,1240,42,772,0,276,687,324100.0,1548.0,548.0
813.0,2017,5573,2738,2835,35.3,901,2528,0,137,0,1606,2435,286900.0,2068.0,507.0
814.0,2017,2920,1608,1312,32.2,1056,1307,0,212,0,258,509,350000.0,1623.0,1172.0
815.0,2017,2453,1150,1303,30.9,299,1433,0,46,7,605,800,341000.0,1990.0,850.0
817.0,2017,3882,1733,2149,36.4,272,2718,293,161,0,254,564,434600.0,1949.0,822.0
818.0,2017,3535,1508,2027,36.2,176,2531,0,0,0,379,1382,416800.0,2552.0,1005.0
819.0,2017,3547,1528,2019,36.0,286,2467,0,23,0,486,1110,428300.0,1727.0,901.0
820.0,2017,2907,1355,1552,37.9,346,2006,0,9,0,443,774,443800.0,2686.0,1088.0
821.0,2017,5396,2548,2848,32.1,363,3542,0,32,0,723,1392,521800.0,1925.0,460.0
901.0,2017,4949,2197,2752,31.8,305,3383,0,63,0,997,1519,434400.0,3130.0,684.0
902.0,2017,2455,1245,1210,28.7,201,1453,0,16,0,504,897,437500.0,2344.0,893.0
903.0,2017,3389,1419,1970,25.7,170,2349,0,0,0,799,1162,377400.0,1808.0,856.0
904.0,2017,4310,1936,2374,31.6,375,2838,0,143,0,587,1326,305800.0,1521.0,1093.0
906.0,2017,2442,1249,1193,32.1,295,1619,4,136,0,345,499,337200.0,1660.0,1365.0
907.0,2017,4179,2539,1640,34.8,2396,324,32,505,0,794,829,402700.0,2156.0,1368.0
909.01,2017,3853,1808,2045,24.5,1410,514,39,1081,0,727,1046,,,1943.0
910.01,2017,3046,1484,1562,33.6,1885,369,0,742,0,15,86,382700.0,2202.0,1538.0
911.0,2017,5044,2629,2415,32.0,2863,245,8,1398,0,192,346,397500.0,2048.0,1522.0
912.0,2017,3022,1644,1378,36.4,1246,939,81,198,0,220,545,411900.0,2284.0,1121.0
913.0,2017,2559,1269,1290,32.4,495,1382,21,96,0,482,630,413700.0,1693.0,1067.0
914.0,2017,3089,1661,1428,36.0,400,1572,20,25,0,913,1093,296200.0,2024.0,1003.0
915.0,2017,5206,2459,2747,31.6,621,2337,0,154,0,1602,1251,327100.0,2535.0,1296.0
916.0,2017,2958,1643,1315,34.5,605,1347,0,561,0,382,656,430300.0,1511.0,1381.0
917.0,2017,3245,1406,1839,30.9,361,1854,0,369,0,579,742,410300.0,2563.0,1410.0
918.0,2017,3631,1684,1947,33.1,156,2494,0,4,0,659,231,365400.0,2145.0,1184.0
919.0,2017,4010,1756,2254,35.8,281,3123,0,19,0,545,1132,373800.0,2318.0,1228.0
920.0,2017,5425,2592,2833,32.0,1106,2972,0,338,0,792,1651,406400.0,2047.0,1350.0
921.01,2017,7141,3799,3342,35.1,2328,1875,0,2482,0,456,463,500900.0,2188.0,1365.0
922.0,2017,3265,1474,1791,42.8,932,1361,0,682,0,214,459,392300.0,2472.0,1346.0
923.0,2017,3519,1652,1867,35.0,300,2987,23,18,0,74,646,316200.0,2365.0,1317.0
924.0,2017,5984,2711,3273,31.2,485,4939,174,19,0,339,1965,393200.0,2178.0,741.0
1001.0,2017,6742,2778,3964,30.7,993,5305,13,50,0,85,1594,326300.0,2124.0,924.0
1002.0,2017,3173,1492,1681,29.3,283,2564,0,71,0,70,434,275300.0,1940.0,1467.0
1003.0,2017,4064,1738,2326,34.0,167,3569,0,122,0,150,595,341300.0,2224.0,1434.0
1004.0,2017,5667,2521,3146,33.6,729,3695,174,407,0,358,857,362300.0,2426.0,1469.0
1005.0,2017,7337,3669,3668,31.9,1592,4707,33,626,0,169,988,333600.0,2451.0,1525.0
1006.01,2017,5903,2651,3252,33.6,1819,2601,0,952,0,224,393,339700.0,2124.0,1346.0
1006.03,2017,2092,947,1145,34.3,1565,382,0,122,0,1,38,421800.0,2100.0,1426.0
1007.0,2017,4417,2181,2236,39.1,3965,243,0,155,0,9,133,384300.0,2302.0,1173.0
1008.0,2017,6583,3551,3032,36.5,3596,1921,0,621,0,69,407,409300.0,2124.0,1564.0
708.0,2018,3577,1850,1727,32.6,2532,724,0,269,0,12,298,791900.0,3645.0,2139.0
709.0,2018,2809,1130,1679,36.2,1516,887,0,150,0,175,583,794200.0,2943.0,1172.0
801.0,2018,2690,1633,1057,30.6,518,1342,57,44,0,690,874,446300.0,2336.0,1109.0
803.0,2018,2089,956,1133,31.3,193,1451,44,47,0,230,618,294600.0,1494.0,1108.0
805.0,2018,3212,1634,1578,28.8,627,1482,0,191,0,856,1405,492000.0,2329.0,611.0
806.01,2018,4126,1866,2260,20.6,1867,1136,49,727,0,251,695,296900.0,2214.0,535.0
813.0,2018,5326,2668,2658,35.9,938,2449,0,192,0,1409,2122,,1915.0,473.0
814.0,2018,2941,1490,1451,37.2,1221,1214,0,159,0,254,567,385600.0,1643.0,1463.0
815.0,2018,2616,1083,1533,30.8,392,1458,8,50,7,618,796,381100.0,2220.0,832.0
817.0,2018,4151,1909,2242,32.4,387,2784,300,207,0,365,783,439200.0,1993.0,908.0
818.0,2018,3489,1619,1870,32.0,187,2149,0,0,0,635,1260,416300.0,2425.0,925.0
819.0,2018,3494,1581,1913,35.4,375,2284,0,23,0,469,1152,466200.0,1854.0,908.0
820.0,2018,3409,1514,1895,34.4,439,2294,0,11,0,546,961,461800.0,1985.0,1064.0
821.0,2018,5750,2540,3210,31.3,461,3600,0,20,0,1097,1674,545100.0,2666.0,482.0
901.0,2018,5148,2338,2810,31.0,287,3605,0,66,0,950,1588,466300.0,3016.0,904.0
902.0,2018,2587,1291,1296,27.0,264,1486,0,6,0,475,898,522400.0,2635.0,955.0
903.0,2018,3469,1553,1916,26.3,450,2440,0,0,0,531,1131,406200.0,2125.0,1017.0
904.0,2018,4318,1861,2457,32.3,310,2899,0,127,0,575,1745,343100.0,2014.0,963.0
906.0,2018,2599,1455,1144,32.1,300,1751,5,140,0,370,470,334300.0,1570.0,1363.0
907.0,2018,3884,2157,1727,34.3,2911,330,0,305,0,264,373,440300.0,2205.0,1577.0
909.01,2018,3789,1875,1914,24.5,1253,411,36,1075,0,936,1307,,,1935.0
910.01,2018,2967,1398,1569,33.6,1762,436,5,746,0,18,145,417400.0,2240.0,1650.0
911.0,2018,4758,2410,2348,32.6,2875,333,1,1022,0,205,333,432400.0,2099.0,1678.0
912.0,2018,3265,1784,1481,36.1,1331,995,26,464,0,171,640,444400.0,2265.0,1325.0
913.0,2018,2561,1274,1287,30.5,471,1515,21,87,0,371,581,429400.0,1721.0,1215.0
914.0,2018,3165,1722,1443,35.1,445,1573,41,26,0,881,1123,355100.0,1815.0,1029.0
915.0,2018,5048,2357,2691,32.6,731,2507,0,230,0,1189,1150,398500.0,2274.0,1331.0
916.0,2018,3106,1689,1417,35.0,642,1124,0,1014,0,284,512,376800.0,1504.0,1390.0
917.0,2018,3214,1383,1831,31.5,337,1855,11,317,0,564,677,444400.0,2523.0,1466.0
918.0,2018,3528,1627,1901,32.8,132,2590,0,69,0,551,522,373600.0,2107.0,1349.0
919.0,2018,4194,1806,2388,34.8,321,3195,0,38,0,493,1208,389500.0,2223.0,1341.0
920.0,2018,5347,2442,2905,36.0,975,3318,35,249,0,639,1378,396000.0,1994.0,1445.0
921.01,2018,7178,3813,3365,34.8,2143,1830,23,2752,0,422,614,516400.0,2306.0,1360.0
922.0,2018,3107,1374,1733,40.8,857,1483,0,495,0,195,468,467000.0,2586.0,1366.0
923.0,2018,3392,1567,1825,34.4,416,2705,44,33,0,149,876,342200.0,2246.0,1495.0
924.0,2018,6549,2845,3704,30.2,515,5185,99,34,0,662,2347,415500.0,2182.0,737.0
1001.0,2018,7140,2929,4211,30.6,877,5559,17,46,0,218,1897,366700.0,2216.0,947.0
1002.0,2018,3440,1597,1843,30.9,492,2801,0,69,0,64,678,312300.0,1957.0,1528.0
1003.0,2018,4106,1781,2325,34.0,135,3471,0,125,0,137,497,348000.0,2396.0,1531.0
1004.0,2018,5703,2514,3189,34.5,897,3678,4,569,0,256,653,370000.0,2204.0,1513.0
1005.0,2018,6909,3180,3729,31.7,1472,4384,34,710,0,117,988,315800.0,2562.0,1574.0
1006.01,2018,5978,2676,3302,33.4,1894,2338,0,1065,0,270,460,363900.0,2273.0,1567.0
1006.03,2018,1973,874,1099,33.7,1583,250,0,114,0,1,47,500700.0,2148.0,1438.0
1007.0,2018,4389,2364,2025,42.6,4120,83,0,144,0,0,4,438700.0,2474.0,1178.0
1008.0,2018,6572,3301,3271,36.4,3743,1784,0,646,0,69,479,438800.0,2204.0,1535.0
708.0,2019,3597,1688,1909,32.6,2569,649,0,302,0,32,375,792200.0,3301.0,2394.0
709.0,2019,3132,1138,1994,36.4,2000,694,0,206,0,151,600,858700.0,3045.0,1171.0
801.0,2019,2749,1629,1120,30.5,501,1405,65,45,0,655,749,477600.0,2175.0,1192.0
803.0,2019,2205,941,1264,30.9,268,1565,21,53,0,127,558,287900.0,2244.0,970.0
805.0,2019,3600,1678,1922,27.5,501,1678,0,206,0,1143,1526,512100.0,,556.0
806.01,2019,4022,1772,2250,20.7,1737,1098,51,815,0,234,588,356800.0,2013.0,624.0
813.0,2019,4885,2104,2781,45.3,1106,2150,0,111,0,1074,2165,484100.0,2250.0,536.0
814.0,2019,2924,1446,1478,32.8,1267,1282,0,210,0,86,398,444100.0,1722.0,1637.0
815.0,2019,2807,1099,1708,32.2,454,1576,16,55,12,544,686,436300.0,1982.0,1000.0
817.0,2019,3990,1660,2330,33.6,228,2679,305,43,0,569,1101,499300.0,2197.0,905.0
818.0,2019,3300,1481,1819,34.6,220,1925,0,17,0,744,1186,422400.0,1893.0,805.0
819.0,2019,3704,1642,2062,37.3,552,2522,0,0,0,297,1178,582400.0,1754.0,1014.0
820.0,2019,3421,1564,1857,35.8,492,2324,0,18,0,454,849,491700.0,2240.0,1137.0
821.0,2019,5998,2659,3339,32.9,720,3492,0,0,0,1052,1857,579400.0,2578.0,589.0
901.0,2019,5026,2522,2504,31.9,367,3308,0,85,0,1004,1762,470300.0,2447.0,973.0
902.0,2019,2348,1169,1179,26.8,289,1475,0,8,0,151,838,484000.0,2571.0,966.0
903.0,2019,3095,1474,1621,31.6,474,1987,0,0,0,606,1080,453800.0,2246.0,1038.0
904.0,2019,4396,2013,2383,33.8,297,3087,0,86,0,539,1830,368400.0,2147.0,913.0
906.0,2019,2740,1526,1214,32.1,287,1847,5,168,0,388,496,372200.0,1700.0,1401.0
907.0,2019,3878,2097,1781,34.1,2967,325,0,296,0,173,396,500600.0,2353.0,1537.0
909.01,2019,3653,1807,1846,24.6,1314,465,39,979,0,780,1227,,,2017.0
910.01,2019,2821,1292,1529,34.3,1571,635,6,579,0,18,126,475000.0,2319.0,1594.0
911.0,2019,4818,2460,2358,32.8,2714,362,7,1199,0,163,420,457700.0,2081.0,1847.0
912.0,2019,3375,1959,1416,36.6,1614,905,24,473,0,133,592,488200.0,2310.0,1339.0
913.0,2019,2676,1318,1358,30.9,419,1804,22,113,0,272,618,463400.0,2434.0,1164.0
914.0,2019,3244,1627,1617,35.2,446,1645,0,46,0,957,1216,389200.0,1718.0,1006.0
915.0,2019,5192,2357,2835,32.6,890,2793,0,199,0,921,1434,554800.0,2257.0,1323.0
916.0,2019,3089,1594,1495,32.1,614,1165,0,960,0,301,516,368800.0,1480.0,1378.0
917.0,2019,3267,1449,1818,31.4,278,2175,11,298,0,351,591,449200.0,1984.0,1467.0
918.0,2019,3579,1678,1901,31.3,210,2383,27,81,0,674,831,397800.0,2000.0,1381.0
919.0,2019,4528,2017,2511,34.1,707,3250,0,0,0,306,1425,382900.0,2760.0,1458.0
920.0,2019,5590,2530,3060,36.6,962,3535,31,616,0,313,1179,439400.0,2160.0,1438.0
921.01,2019,7321,3745,3576,34.7,2203,1561,24,2846,0,629,761,517600.0,2358.0,1460.0
922.0,2019,3282,1594,1688,40.6,938,1333,1,653,0,238,508,582300.0,2522.0,1432.0
923.0,2019,3443,1488,1955,33.4,446,2725,21,31,0,161,966,422900.0,2480.0,1458.0
924.0,2019,6413,2710,3703,30.1,751,4774,61,45,0,719,2308,479400.0,2395.0,911.0
1001.0,2019,7013,2908,4105,29.8,717,5533,21,89,0,279,1776,319100.0,1906.0,1134.0
1002.0,2019,3328,1531,1797,31.6,361,2780,0,37,0,76,541,357300.0,1998.0,1728.0
1003.0,2019,4394,1772,2622,33.2,208,3662,0,118,0,118,352,421000.0,2197.0,1779.0
1004.0,2019,6040,2599,3441,33.9,1382,3392,7,498,0,429,1465,397100.0,2614.0,1545.0
1005.0,2019,6623,2972,3651,32.5,1728,3822,0,589,0,265,1169,388300.0,2574.0,1524.0
1006.01,2019,6321,3152,3169,33.5,2545,2083,0,799,0,368,627,425000.0,2268.0,1631.0
1006.03,2019,1912,798,1114,34.5,1545,150,0,167,0,11,36,548600.0,2247.0,1540.0
1007.0,2019,4410,2328,2082,42.9,3988,111,0,228,15,10,31,484200.0,2664.0,1169.0
1008.0,2019,6230,2976,3254,36.7,3879,1518,0,550,0,83,497,484100.0,2506.0,1687.0
708.01,2020,1020,495,525,27.7,790,58,0,159,0,0,10,,,2536.0
709.01,2020,1350,372,978,40.2,392,258,0,252,0,317,646,679700.0,3335.0,
801.0,2020,2800,1684,1116,33.1,675,1359,51,38,0,575,659,651800.0,2016.0,1303.0
803.0,2020,2200,812,1388,30.6,448,1364,0,105,0,134,401,345000.0,2119.0,1143.0
805.0,2020,3455,1542,1913,29.5,480,1552,67,221,0,973,1239,,,791.0
806.01,2020,3908,1713,2195,20.8,1659,807,37,986,0,288,630,312500.0,1704.0,588.0
813.01,2020,2398,1109,1289,43.5,742,974,0,40,0,310,929,462500.0,,591.0
813.02,2020,2320,895,1425,45.2,719,692,0,0,0,710,1441,,,318.0
814.0,2020,2997,1473,1524,33.8,1373,1221,0,136,0,186,504,558900.0,1592.0,1346.0
815.0,2020,2963,1054,1909,32.4,538,1815,17,48,16,333,591,414800.0,1957.0,1199.0
817.0,2020,4238,1841,2397,36.9,254,2801,334,101,0,516,892,658100.0,2229.0,762.0
818.0,2020,3133,1604,1529,35.4,254,1946,0,21,0,561,926,412800.0,1725.0,796.0
819.0,2020,3388,1402,1986,41.0,431,2463,0,0,0,214,863,,1954.0,978.0
820.0,2020,3708,1775,1933,34.3,452,2696,0,35,0,393,706,559400.0,2240.0,1066.0
821.0,2020,5420,2087,3333,34.4,893,2609,0,0,0,1305,2098,641600.0,2474.0,638.0
901.0,2020,5290,2766,2524,32.2,421,3651,0,27,0,897,1688,490600.0,2206.0,1318.0
902.0,2020,2411,1235,1176,25.0,316,1642,0,9,0,263,780,616400.0,2909.0,957.0
903.0,2020,3071,1605,1466,31.2,412,1721,0,0,0,920,1434,483700.0,2390.0,1063.0
904.0,2020,4415,2010,2405,33.4,304,3398,0,16,0,332,1386,398300.0,2257.0,1040.0
906.0,2020,2627,1515,1112,34.8,249,1775,6,142,0,287,350,455600.0,1836.0,1381.0
907.0,2020,4058,1996,2062,34.6,3059,293,0,215,0,316,525,628800.0,2397.0,1536.0
909.01,2020,3219,1515,1704,24.2,1161,447,16,940,0,499,928,,,2079.0
910.01,2020,2772,1291,1481,36.2,1712,393,9,617,0,20,144,546300.0,2345.0,1807.0
911.0,2020,4931,2256,2675,34.3,2693,343,6,1320,0,130,456,568300.0,1958.0,1797.0
912.0,2020,3200,1882,1318,35.5,1555,747,12,449,0,161,625,621400.0,2350.0,1213.0
913.0,2020,2759,1266,1493,29.2,213,1847,81,129,0,248,329,507700.0,2526.0,990.0
914.0,2020,3337,1590,1747,36.2,450,1690,0,50,0,780,1293,393700.0,1748.0,1065.0
915.0,2020,4752,2205,2547,31.7,1063,1990,0,220,0,941,1529,596500.0,2227.0,1340.0
916.0,2020,2837,1530,1307,35.6,498,936,0,627,0,223,434,389200.0,1477.0,1363.0
917.0,2020,3532,1774,1758,30.8,269,2107,21,217,0,315,972,503000.0,2343.0,1661.0
918.0,2020,3582,1576,2006,33.4,219,2339,30,122,0,490,495,413000.0,2032.0,1450.0
919.0,2020,4549,2207,2342,32.6,411,3296,0,142,0,140,1185,450000.0,3107.0,1489.0
920.0,2020,5902,2680,3222,34.4,893,3433,21,927,0,312,1037,444400.0,2593.0,1615.0
921.01,2020,7036,3562,3474,37.8,2058,1691,51,2153,0,820,1030,569000.0,2390.0,1411.0
922.0,2020,3482,1789,1693,40.8,1214,1210,2,681,0,301,590,608400.0,2555.0,1342.0
923.0,2020,3559,1618,1941,34.1,301,2905,21,64,0,135,649,432400.0,2488.0,1702.0
924.0,2020,6389,2822,3567,28.1,559,3783,0,76,0,1149,2882,602800.0,2718.0,1067.0
1001.0,2020,7024,3006,4018,28.9,383,5694,17,33,0,434,1469,310300.0,1661.0,1320.0
1002.0,2020,3783,1885,1898,33.9,398,3250,0,33,0,18,469,464700.0,2326.0,1740.0
1003.0,2020,4270,1895,2375,33.9,193,3723,0,10,0,103,333,426200.0,2193.0,1807.0
1004.0,2020,5807,2442,3365,35.4,1418,3219,5,407,0,240,1455,453100.0,2290.0,1600.0
1005.0,2020,6934,3112,3822,35.5,1923,3763,0,647,0,348,908,430200.0,2494.0,1480.0
1006.01,2020,6131,2958,3173,32.6,2313,1824,0,1080,0,110,520,416200.0,2208.0,1711.0
1006.03,2020,2051,1062,989,37.3,1681,151,0,152,0,42,72,584000.0,2509.0,1702.0
1007.0,2020,4743,2408,2335,40.0,4134,122,0,314,12,29,52,577700.0,2717.0,1214.0
1008.0,2020,6269,2914,3355,39.7,4227,1268,0,179,0,95,717,505900.0,2569.0,1483.0
708.01,2021,1096,497,599,28.7,884,0,0,137,0,0,67,,,3210.0
709.01,2021,1148,396,752,40.4,424,234,0,208,0,130,384,886400.0,3364.0,566.0
801.0,2021,2654,1724,930,34.4,705,987,85,41,0,564,921,615900.0,2185.0,1429.0
803.0,2021,2395,911,1484,27.6,717,1219,0,78,0,111,755,387300.0,2176.0,1374.0
805.0,2021,3589,1486,2103,32.2,411,1357,213,177,0,1056,1270,546900.0,,993.0
806.01,2021,3884,1681,2203,20.8,1576,809,0,1019,0,244,547,402300.0,2250.0,971.0
813.01,2021,2528,1014,1514,42.1,810,989,0,33,0,380,1445,471900.0,,741.0
813.02,2021,2794,1505,1289,40.4,411,836,0,0,0,696,1472,,,895.0
814.0,2021,3264,1649,1615,31.9,1373,1389,0,165,0,158,504,785500.0,1833.0,1456.0
815.0,2021,2888,1029,1859,32.3,430,1701,15,57,14,477,634,431200.0,2269.0,1664.0
817.0,2021,4390,2012,2378,37.3,230,2829,446,86,0,534,992,656900.0,2187.0,711.0
818.0,2021,3127,1567,1560,34.9,200,1792,0,25,0,737,1023,434400.0,1955.0,
819.0,2021,3333,1273,2060,41.8,380,2249,0,0,0,330,972,225700.0,2435.0,1283.0
820.0,2021,3605,1659,1946,35.8,478,2459,0,25,0,387,889,566300.0,2361.0,1100.0
821.0,2021,5766,2202,3564,33.0,1006,2892,0,0,0,1338,1908,651800.0,2431.0,649.0
901.0,2021,5213,2652,2561,33.5,595,3270,0,24,0,934,1774,544500.0,2120.0,1350.0
902.0,2021,3113,1604,1509,26.6,178,1582,0,18,0,161,665,680800.0,3056.0,735.0
903.0,2021,3216,1635,1581,32.0,656,1449,0,0,0,621,1713,490800.0,2349.0,1372.0
904.0,2021,3906,1733,2173,33.0,331,2680,20,70,0,312,1028,502600.0,2457.0,929.0
906.0,2021,2446,1342,1104,35.9,263,1629,0,15,0,218,305,551700.0,2153.0,1543.0
907.0,2021,4092,1876,2216,35.1,3072,294,0,301,0,225,495,676100.0,2472.0,1538.0
909.01,2021,3058,1376,1682,24.9,1023,679,45,756,0,390,799,,,1857.0
910.01,2021,3130,1433,1697,35.4,1684,481,16,677,0,170,251,546800.0,2305.0,2198.0
911.0,2021,4616,2185,2431,35.2,2402,456,0,1267,0,82,366,639500.0,1923.0,1961.0
912.0,2021,3099,1657,1442,35.5,1461,792,21,346,0,277,762,639800.0,2458.0,1310.0
913.0,2021,2401,1106,1295,28.6,248,1345,80,61,0,172,300,514200.0,2432.0,850.0
914.0,2021,3023,1381,1642,38.3,419,1465,0,61,0,671,1211,395600.0,2093.0,1150.0
915.0,2021,4194,2031,2163,33.8,990,1809,0,163,0,791,1204,584600.0,2563.0,1293.0
916.0,2021,2630,1333,1297,40.9,440,691,0,549,0,238,342,496900.0,1950.0,1428.0
917.0,2021,3476,1751,1725,29.6,291,1943,12,151,0,300,1053,538800.0,2639.0,1720.0
918.0,2021,3328,1483,1845,35.0,211,2309,15,121,0,440,503,466300.0,2033.0,1548.0
919.0,2021,4580,2333,2247,32.4,378,2863,0,0,0,252,1711,509100.0,2125.0,1468.0
920.0,2021,5599,2610,2989,36.2,707,2928,24,987,0,352,957,447900.0,2574.0,1690.0
921.01,2021,6467,3332,3135,39.5,1878,1469,13,1773,0,1092,1115,556700.0,2365.0,1631.0
922.0,2021,3545,1780,1765,41.5,1014,1128,2,837,0,169,745,669100.0,2446.0,1473.0
923.0,2021,3859,1604,2255,33.6,285,2897,15,134,0,138,578,460700.0,2506.0,1485.0
924.0,2021,5994,2331,3663,29.6,323,2988,0,56,0,1420,2859,390200.0,2592.0,1067.0
1001.0,2021,7328,3325,4003,29.6,244,5754,18,0,0,562,1466,350800.0,1952.0,1558.0
1002.0,2021,3799,1890,1909,33.1,383,3079,0,30,0,46,541,466400.0,2462.0,1745.0
1003.0,2021,4130,1928,2202,35.0,205,3182,0,11,0,108,356,468000.0,2349.0,1889.0
1004.0,2021,5906,2442,3464,37.1,1116,3031,0,569,0,669,1594,465800.0,2515.0,1691.0
1005.0,2021,7072,3439,3633,36.2,1728,3809,0,702,0,301,926,574700.0,3008.0,1607.0
1006.01,2021,5686,2807,2879,35.0,2570,1313,0,1005,0,40,443,431500.0,2264.0,2001.0
1006.03,2021,2067,1037,1030,37.0,1703,155,0,136,0,41,77,601400.0,2773.0,1947.0
1007.0,2021,4243,2116,2127,38.7,3708,116,0,325,5,9,51,616800.0,2670.0,1504.0
1008.0,2021,6001,2783,3218,38.3,3544,1416,0,287,0,96,509,554700.0,2562.0,1538.0
