tract,year,median_value,median_monthly_mort,median_monthly_rent
708.0,2011,655300.0,3663.0,1144.0
709.0,2011,583600.0,2391.0,946.0
801.0,2011,290600.0,2602.0,866.0
803.0,2011,350800.0,1669.0,489.0
805.0,2011,413500.0,2125.0,445.0
806.01,2011,143900.0,1000.0,691.0
813.0,2011,427300.0,1958.0,457.0
814.0,2011,390800.0,2500.0,1306.0
815.0,2011,291300.0,1484.0,897.0
817.0,2011,347300.0,2194.0,699.0
818.0,2011,317300.0,2289.0,1047.0
819.0,2011,245600.0,2185.0,955.0
820.0,2011,381700.0,2868.0,892.0
821.0,2011,434700.0,2531.0,456.0
901.0,2011,393100.0,2390.0,934.0
902.0,2011,359100.0,1721.0,575.0
903.0,2011,419000.0,1971.0,535.0
904.0,2011,310600.0,1453.0,927.0
906.0,2011,346900.0,1757.0,1249.0
907.0,2011,342800.0,2154.0,1222.0
909.01,2011,,,1368.0
910.01,2011,335600.0,1905.0,1121.0
911.0,2011,343200.0,2189.0,1194.0
912.0,2011,403400.0,2286.0,1106.0
913.0,2011,295900.0,1704.0,1155.0
914.0,2011,295800.0,1966.0,759.0
915.0,2011,361100.0,1981.0,1063.0
916.0,2011,320700.0,2153.0,1117.0
917.0,2011,317300.0,2125.0,1290.0
918.0,2011,284200.0,1968.0,1215.0
919.0,2011,359600.0,2535.0,1358.0
920.0,2011,342100.0,2809.0,1233.0
921.01,2011,346200.0,2142.0,1211.0
922.0,2011,465500.0,2561.0,1184.0
923.0,2011,366400.0,3009.0,1123.0
924.0,2011,357400.0,2487.0,943.0
1001.0,2011,276900.0,2823.0,474.0
1002.0,2011,311600.0,1818.0,1226.0
1003.0,2011,245300.0,2000.0,1191.0
1004.0,2011,333100.0,2377.0,1311.0
1005.0,2011,425700.0,2301.0,1144.0
1006.01,2011,321800.0,2181.0,1275.0
1006.03,2011,286200.0,2088.0,1020.0
1007.0,2011,365800.0,2335.0,986.0
1008.0,2011,343100.0,2390.0,1159.0
708.0,2012,573400.0,3014.0,1077.0
709.0,2012,629700.0,2471.0,1255.0
801.0,2012,246600.0,2175.0,877.0
803.0,2012,357100.0,1684.0,444.0
805.0,2012,550000.0,,524.0
806.01,2012,161100.0,1311.0,901.0
813.0,2012,279200.0,1867.0,674.0
814.0,2012,374800.0,2356.0,1319.0
815.0,2012,278400.0,1530.0,935.0
817.0,2012,316100.0,2054.0,601.0
818.0,2012,313700.0,2068.0,1011.0
819.0,2012,262500.0,2155.0,943.0
820.0,2012,336200.0,2671.0,876.0
821.0,2012,408200.0,2500.0,465.0
901.0,2012,365600.0,2295.0,932.0
902.0,2012,426600.0,2157.0,614.0
903.0,2012,360700.0,2145.0,682.0
904.0,2012,215000.0,1385.0,789.0
906.0,2012,339300.0,1897.0,1333.0
907.0,2012,335200.0,2129.0,1259.0
909.01,2012,,,1500.0
910.01,2012,307600.0,1836.0,1057.0
911.0,2012,321700.0,2154.0,1267.0
912.0,2012,389500.0,2207.0,1090.0
913.0,2012,321200.0,1872.0,1152.0
914.0,2012,277900.0,1933.0,818.0
915.0,2012,339900.0,2150.0,1242.0
916.0,2012,312500.0,2164.0,1163.0
917.0,2012,300500.0,2125.0,1360.0
918.0,2012,240400.0,2354.0,1269.0
919.0,2012,295200.0,2314.0,1326.0
920.0,2012,326300.0,2592.0,1176.0
921.01,2012,298300.0,1968.0,1204.0
922.0,2012,451200.0,2717.0,1194.0
923.0,2012,339700.0,2750.0,1122.0
924.0,2012,329900.0,2382.0,1043.0
1001.0,2012,268000.0,2561.0,510.0
1002.0,2012,317400.0,2023.0,1187.0
1003.0,2012,244100.0,2021.0,1280.0
1004.0,2012,317400.0,2401.0,1295.0
1005.0,2012,409800.0,2281.0,1150.0
1006.01,2012,287500.0,2158.0,1300.0
1006.03,2012,300500.0,1973.0,1070.0
1007.0,2012,366800.0,2323.0,1251.0
1008.0,2012,302800.0,2188.0,1206.0
708.0,2013,560500.0,3050.0,1011.0
709.0,2013,563600.0,2511.0,1504.0
801.0,2013,240200.0,1935.0,977.0
803.0,2013,325300.0,1576.0,738.0
805.0,2013,290000.0,,487.0
806.01,2013,162500.0,1253.0,712.0
813.0,2013,272900.0,2109.0,702.0
814.0,2013,376000.0,2202.0,1326.0
815.0,2013,272100.0,1605.0,994.0
817.0,2013,336400.0,2173.0,640.0
818.0,2013,313900.0,1982.0,889.0
819.0,2013,282500.0,2056.0,941.0
820.0,2013,295100.0,2537.0,801.0
821.0,2013,323300.0,2539.0,399.0
901.0,2013,353600.0,2160.0,976.0
902.0,2013,300000.0,1966.0,799.0
903.0,2013,316200.0,1909.0,641.0
904.0,2013,216500.0,1398.0,1053.0
906.0,2013,335300.0,1939.0,1226.0
907.0,2013,346000.0,2079.0,1256.0
909.01,2013,,,1567.0
910.01,2013,325300.0,1902.0,1207.0
911.0,2013,299400.0,2153.0,1276.0
912.0,2013,420000.0,2262.0,1095.0
913.0,2013,292400.0,1729.0,1140.0
914.0,2013,251300.0,1831.0,804.0
915.0,2013,283500.0,2364.0,1238.0
916.0,2013,346800.0,1994.0,1181.0
917.0,2013,325300.0,2117.0,1321.0
918.0,2013,248200.0,2542.0,1267.0
919.0,2013,282100.0,2450.0,1287.0
920.0,2013,284100.0,2408.0,1293.0
921.01,2013,282700.0,1836.0,1181.0
922.0,2013,425300.0,2843.0,1215.0
923.0,2013,330600.0,2686.0,1197.0
924.0,2013,294900.0,2320.0,1010.0
1001.0,2013,261700.0,2155.0,538.0
1002.0,2013,278400.0,1844.0,1339.0
1003.0,2013,267200.0,2156.0,1203.0
1004.0,2013,330000.0,2370.0,1301.0
1005.0,2013,374600.0,2299.0,1188.0
1006.01,2013,249400.0,2046.0,1261.0
1006.03,2013,288500.0,1785.0,995.0
1007.0,2013,363700.0,2242.0,1175.0
1008.0,2013,305500.0,2166.0,1243.0
708.0,2014,517700.0,2798.0,1326.0
709.0,2014,597400.0,2428.0,1495.0
801.0,2014,248100.0,1670.0,1007.0
803.0,2014,223200.0,1353.0,950.0
805.0,2014,410700.0,4000.0,565.0
806.01,2014,225000.0,1361.0,667.0
813.0,2014,258300.0,2080.0,522.0
814.0,2014,354700.0,2170.0,1261.0
815.0,2014,292500.0,1679.0,1102.0
817.0,2014,346600.0,1716.0,684.0
818.0,2014,329600.0,2005.0,987.0
819.0,2014,236800.0,1985.0,943.0
820.0,2014,306400.0,2401.0,824.0
821.0,2014,275000.0,2411.0,429.0
901.0,2014,365300.0,2333.0,940.0
902.0,2014,390900.0,2104.0,809.0
903.0,2014,336100.0,1759.0,697.0
904.0,2014,283200.0,1489.0,985.0
906.0,2014,331800.0,1871.0,1130.0
907.0,2014,341300.0,1988.0,1229.0
909.01,2014,,,1678.0
910.01,2014,334600.0,1934.0,1227.0
911.0,2014,333100.0,2105.0,1313.0
912.0,2014,400000.0,2296.0,1119.0
913.0,2014,245300.0,1685.0,1167.0
914.0,2014,232300.0,1953.0,954.0
915.0,2014,282300.0,2389.0,1170.0
916.0,2014,340200.0,2159.0,1219.0
917.0,2014,333800.0,2305.0,1351.0
918.0,2014,304900.0,1984.0,1101.0
919.0,2014,292000.0,1986.0,1233.0
920.0,2014,315600.0,2638.0,1300.0
921.01,2014,300000.0,2005.0,1203.0
922.0,2014,406400.0,2924.0,1298.0
923.0,2014,305600.0,2543.0,1146.0
924.0,2014,314900.0,2127.0,964.0
1001.0,2014,279300.0,1908.0,538.0
1002.0,2014,273800.0,2010.0,1366.0
1003.0,2014,255200.0,2206.0,1219.0
1004.0,2014,316100.0,2251.0,1288.0
1005.0,2014,343100.0,2412.0,1214.0
1006.01,2014,249600.0,2120.0,1211.0
1006.03,2014,314900.0,1840.0,1155.0
1007.0,2014,369000.0,2244.0,1253.0
1008.0,2014,300000.0,1947.0,1294.0
708.0,2015,599500.0,2826.0,1608.0
709.0,2015,578800.0,2679.0,1308.0
801.0,2015,323300.0,1850.0,1070.0
803.0,2015,212500.0,1289.0,1017.0
805.0,2015,388200.0,,644.0
806.01,2015,262500.0,1443.0,575.0
813.0,2015,256900.0,2210.0,507.0
814.0,2015,323500.0,1730.0,1355.0
815.0,2015,299500.0,1770.0,1007.0
817.0,2015,330200.0,1732.0,675.0
818.0,2015,347800.0,1769.0,969.0
819.0,2015,289600.0,,615.0
820.0,2015,364400.0,2415.0,1005.0
821.0,2015,232400.0,2046.0,505.0
901.0,2015,378400.0,2603.0,901.0
902.0,2015,423200.0,1973.0,792.0
903.0,2015,249700.0,,740.0
904.0,2015,298900.0,1446.0,930.0
906.0,2015,315800.0,1772.0,1253.0
907.0,2015,356300.0,2098.0,1197.0
909.01,2015,,,1823.0
910.01,2015,332400.0,1885.0,1236.0
911.0,2015,353000.0,1999.0,1309.0
912.0,2015,376600.0,2124.0,1132.0
913.0,2015,295500.0,1693.0,1096.0
914.0,2015,245800.0,1895.0,966.0
915.0,2015,290300.0,,1230.0
916.0,2015,336400.0,1939.0,1283.0
917.0,2015,382700.0,2461.0,1337.0
918.0,2015,333000.0,2114.0,1111.0
919.0,2015,312400.0,1961.0,1194.0
920.0,2015,324500.0,2043.0,1291.0
921.01,2015,304400.0,1661.0,1258.0
922.0,2015,388700.0,2833.0,1340.0
923.0,2015,301500.0,2413.0,1157.0
924.0,2015,316500.0,2097.0,965.0
1001.0,2015,274700.0,1978.0,686.0
1002.0,2015,254800.0,1746.0,1292.0
1003.0,2015,274700.0,2256.0,1260.0
1004.0,2015,325200.0,2389.0,1286.0
1005.0,2015,299800.0,2429.0,1329.0
1006.01,2015,266400.0,2073.0,1188.0
1006.03,2015,345500.0,1929.0,1186.0
1007.0,2015,352600.0,2249.0,1194.0
1008.0,2015,353600.0,2109.0,1479.0
708.0,2016,648400.0,3142.0,1706.0
709.0,2016,616800.0,2710.0,1413.0
801.0,2016,379300.0,2176.0,996.0
803.0,2016,266700.0,1389.0,1065.0
805.0,2016,420600.0,,635.0
806.01,2016,300000.0,1409.0,534.0
813.0,2016,290800.0,2098.0,509.0
814.0,2016,336800.0,1725.0,1055.0
815.0,2016,293700.0,1838.0,977.0
817.0,2016,411900.0,1682.0,715.0
818.0,2016,408300.0,1893.0,976.0
819.0,2016,432400.0,1829.0,634.0
820.0,2016,432100.0,2629.0,1077.0
821.0,2016,221600.0,,487.0
901.0,2016,382400.0,2852.0,692.0
902.0,2016,454200.0,1996.0,843.0
903.0,2016,331800.0,1931.0,834.0
904.0,2016,312400.0,1469.0,896.0
906.0,2016,306300.0,1702.0,1316.0
907.0,2016,371700.0,2081.0,1201.0
909.01,2016,,,1907.0
910.01,2016,364400.0,2022.0,1404.0
911.0,2016,383600.0,2054.0,1429.0
912.0,2016,424400.0,2180.0,1191.0
913.0,2016,373300.0,1710.0,1121.0
914.0,2016,271900.0,1918.0,964.0
915.0,2016,286900.0,2581.0,1298.0
916.0,2016,385600.0,1862.0,1392.0
917.0,2016,410500.0,2588.0,1402.0
918.0,2016,355000.0,2128.0,1087.0
919.0,2016,337200.0,2138.0,1225.0
920.0,2016,382000.0,2094.0,1319.0
921.01,2016,367800.0,1955.0,1212.0
922.0,2016,377100.0,2690.0,1337.0
923.0,2016,303200.0,2416.0,1207.0
924.0,2016,372000.0,2181.0,696.0
1001.0,2016,290100.0,1867.0,666.0
1002.0,2016,265600.0,1733.0,1365.0
1003.0,2016,321100.0,2250.0,1303.0
1004.0,2016,347900.0,2471.0,1323.0
1005.0,2016,314900.0,2424.0,1421.0
1006.01,2016,275500.0,2039.0,1336.0
1006.03,2016,374900.0,1977.0,1210.0
1007.0,2016,371500.0,2199.0,1176.0
1008.0,2016,364300.0,2057.0,1556.0
708.0,2017,687200.0,3452.0,1898.0
709.0,2017,676400.0,2797.0,1218.0
801.0,2017,413600.0,2335.0,1044.0
803.0,2017,337200.0,1494.0,1143.0
805.0,2017,484800.0,2350.0,646.0
806.01,2017,324100.0,1548.0,548.0
813.0,2017,286900.0,2068.0,507.0
814.0,2017,350000.0,1623.0,1172.0
815.0,2017,341000.0,1990.0,850.0
817.0,2017,434600.0,1949.0,822.0
818.0,2017,416800.0,2552.0,1005.0
819.0,2017,428300.0,1727.0,901.0
820.0,2017,443800.0,2686.0,1088.0
821.0,2017,521800.0,1925.0,460.0
901.0,2017,434400.0,3130.0,684.0
902.0,2017,437500.0,2344.0,893.0
903.0,2017,377400.0,1808.0,856.0
904.0,2017,305800.0,1521.0,1093.0
906.0,2017,337200.0,1660.0,1365.0
907.0,2017,402700.0,2156.0,1368.0
909.01,2017,,,1943.0
910.01,2017,382700.0,2202.0,1538.0
911.0,2017,397500.0,2048.0,1522.0
912.0,2017,411900.0,2284.0,1121.0
913.0,2017,413700.0,1693.0,1067.0
914.0,2017,296200.0,2024.0,1003.0
915.0,2017,327100.0,2535.0,1296.0
916.0,2017,430300.0,1511.0,1381.0
917.0,2017,410300.0,2563.0,1410.0
918.0,2017,365400.0,2145.0,1184.0
919.0,2017,373800.0,2318.0,1228.0
920.0,2017,406400.0,2047.0,1350.0
921.01,2017,500900.0,2188.0,1365.0
922.0,2017,392300.0,2472.0,1346.0
923.0,2017,316200.0,2365.0,1317.0
924.0,2017,393200.0,2178.0,741.0
1001.0,2017,326300.0,2124.0,924.0
1002.0,2017,275300.0,1940.0,1467.0
1003.0,2017,341300.0,2224.0,1434.0
1004.0,2017,362300.0,2426.0,1469.0
1005.0,2017,333600.0,2451.0,1525.0
1006.01,2017,339700.0,2124.0,1346.0
1006.03,2017,421800.0,2100.0,1426.0
1007.0,2017,384300.0,2302.0,1173.0
1008.0,2017,409300.0,2124.0,1564.0
708.0,2018,791900.0,3645.0,2139.0
709.0,2018,794200.0,2943.0,1172.0
801.0,2018,446300.0,2336.0,1109.0
803.0,2018,294600.0,1494.0,1108.0
805.0,2018,492000.0,2329.0,611.0
806.01,2018,296900.0,2214.0,535.0
813.0,2018,,1915.0,473.0
814.0,2018,385600.0,1643.0,1463.0
815.0,2018,381100.0,2220.0,832.0
817.0,2018,439200.0,1993.0,908.0
818.0,2018,416300.0,2425.0,925.0
819.0,2018,466200.0,1854.0,908.0
820.0,2018,461800.0,1985.0,1064.0
821.0,2018,545100.0,2666.0,482.0
901.0,2018,466300.0,3016.0,904.0
902.0,2018,522400.0,2635.0,955.0
903.0,2018,406200.0,2125.0,1017.0
904.0,2018,343100.0,2014.0,963.0
906.0,2018,334300.0,1570.0,1363.0
907.0,2018,440300.0,2205.0,1577.0
909.01,2018,,,1935.0
910.01,2018,417400.0,2240.0,1650.0
911.0,2018,432400.0,2099.0,1678.0
912.0,2018,444400.0,2265.0,1325.0
913.0,2018,429400.0,1721.0,1215.0
914.0,2018,355100.0,1815.0,1029.0
915.0,2018,398500.0,2274.0,1331.0
916.0,2018,376800.0,1504.0,1390.0
917.0,2018,444400.0,2523.0,1466.0
918.0,2018,373600.0,2107.0,1349.0
919.0,2018,389500.0,2223.0,1341.0
920.0,2018,396000.0,1994.0,1445.0
921.01,2018,516400.0,2306.0,1360.0
922.0,2018,467000.0,2586.0,1366.0
923.0,2018,342200.0,2246.0,1495.0
924.0,2018,415500.0,2182.0,737.0
1001.0,2018,366700.0,2216.0,947.0
1002.0,2018,312300.0,1957.0,1528.0
1003.0,2018,348000.0,2396.0,1531.0
1004.0,2018,370000.0,2204.0,1513.0
1005.0,2018,315800.0,2562.0,1574.0
1006.01,2018,363900.0,2273.0,1567.0
1006.03,2018,500700.0,2148.0,1438.0
1007.0,2018,438700.0,2474.0,1178.0
1008.0,2018,438800.0,2204.0,1535.0
708.0,2019,792200.0,3301.0,2394.0
709.0,2019,858700.0,3045.0,1171.0
801.0,2019,477600.0,2175.0,1192.0
803.0,2019,287900.0,2244.0,970.0
805.0,2019,512100.0,,556.0
806.01,2019,356800.0,2013.0,624.0
813.0,2019,484100.0,2250.0,536.0
814.0,2019,444100.0,1722.0,1637.0
815.0,2019,436300.0,1982.0,1000.0
817.0,2019,499300.0,2197.0,905.0
818.0,2019,422400.0,1893.0,805.0
819.0,2019,582400.0,1754.0,1014.0
820.0,2019,491700.0,2240.0,1137.0
821.0,2019,579400.0,2578.0,589.0
901.0,2019,470300.0,2447.0,973.0
902.0,2019,484000.0,2571.0,966.0
903.0,2019,453800.0,2246.0,1038.0
904.0,2019,368400.0,2147.0,913.0
906.0,2019,372200.0,1700.0,1401.0
907.0,2019,500600.0,2353.0,1537.0
909.01,2019,,,2017.0
910.01,2019,475000.0,2319.0,1594.0
911.0,2019,457700.0,2081.0,1847.0
912.0,2019,488200.0,2310.0,1339.0
913.0,2019,463400.0,2434.0,1164.0
914.0,2019,389200.0,1718.0,1006.0
915.0,2019,554800.0,2257.0,1323.0
916.0,2019,368800.0,1480.0,1378.0
917.0,2019,449200.0,1984.0,1467.0
918.0,2019,397800.0,2000.0,1381.0
919.0,2019,382900.0,2760.0,1458.0
920.0,2019,439400.0,2160.0,1438.0
921.01,2019,517600.0,2358.0,1460.0
922.0,2019,582300.0,2522.0,1432.0
923.0,2019,422900.0,2480.0,1458.0
924.0,2019,479400.0,2395.0,911.0
1001.0,2019,319100.0,1906.0,1134.0
1002.0,2019,357300.0,1998.0,1728.0
1003.0,2019,421000.0,2197.0,1779.0
1004.0,2019,397100.0,2614.0,1545.0
1005.0,2019,388300.0,2574.0,1524.0
1006.01,2019,425000.0,2268.0,1631.0
1006.03,2019,548600.0,2247.0,1540.0
1007.0,2019,484200.0,2664.0,1169.0
1008.0,2019,484100.0,2506.0,1687.0
708.01,2020,,,2536.0
709.01,2020,679700.0,3335.0,
801.0,2020,651800.0,2016.0,1303.0
803.0,2020,345000.0,2119.0,1143.0
805.0,2020,,,791.0
806.01,2020,312500.0,1704.0,588.0
813.01,2020,462500.0,,591.0
813.02,2020,,,318.0
814.0,2020,558900.0,1592.0,1346.0
815.0,2020,414800.0,1957.0,1199.0
817.0,2020,658100.0,2229.0,762.0
818.0,2020,412800.0,1725.0,796.0
819.0,2020,,1954.0,978.0
820.0,2020,559400.0,2240.0,1066.0
821.0,2020,641600.0,2474.0,638.0
901.0,2020,490600.0,2206.0,1318.0
902.0,2020,616400.0,2909.0,957.0
903.0,2020,483700.0,2390.0,1063.0
904.0,2020,398300.0,2257.0,1040.0
906.0,2020,455600.0,1836.0,1381.0
907.0,2020,628800.0,2397.0,1536.0
909.01,2020,,,2079.0
910.01,2020,546300.0,2345.0,1807.0
911.0,2020,568300.0,1958.0,1797.0
912.0,2020,621400.0,2350.0,1213.0
913.0,2020,507700.0,2526.0,990.0
914.0,2020,393700.0,1748.0,1065.0
915.0,2020,596500.0,2227.0,1340.0
916.0,2020,389200.0,1477.0,1363.0
917.0,2020,503000.0,2343.0,1661.0
918.0,2020,413000.0,2032.0,1450.0
919.0,2020,450000.0,3107.0,1489.0
920.0,2020,444400.0,2593.0,1615.0
921.01,2020,569000.0,2390.0,1411.0
922.0,2020,608400.0,2555.0,1342.0
923.0,2020,432400.0,2488.0,1702.0
924.0,2020,602800.0,2718.0,1067.0
1001.0,2020,310300.0,1661.0,1320.0
1002.0,2020,464700.0,2326.0,1740.0
1003.0,2020,426200.0,2193.0,1807.0
1004.0,2020,453100.0,2290.0,1600.0
1005.0,2020,430200.0,2494.0,1480.0
1006.01,2020,416200.0,2208.0,1711.0
1006.03,2020,584000.0,2509.0,1702.0
1007.0,2020,577700.0,2717.0,1214.0
1008.0,2020,505900.0,2569.0,1483.0
708.01,2021,,,3210.0
709.01,2021,886400.0,3364.0,566.0
801.0,2021,615900.0,2185.0,1429.0
803.0,2021,387300.0,2176.0,1374.0
805.0,2021,546900.0,,993.0
806.01,2021,402300.0,2250.0,971.0
813.01,2021,471900.0,,741.0
813.02,2021,,,895.0
814.0,2021,785500.0,1833.0,1456.0
815.0,2021,431200.0,2269.0,1664.0
817.0,2021,656900.0,2187.0,711.0
818.0,2021,434400.0,1955.0,
819.0,2021,225700.0,2435.0,1283.0
820.0,2021,566300.0,2361.0,1100.0
821.0,2021,651800.0,2431.0,649.0
901.0,2021,544500.0,2120.0,1350.0
902.0,2021,680800.0,3056.0,735.0
903.0,2021,490800.0,2349.0,1372.0
904.0,2021,502600.0,2457.0,929.0
906.0,2021,551700.0,2153.0,1543.0
907.0,2021,676100.0,2472.0,1538.0
909.01,2021,,,1857.0
910.01,2021,546800.0,2305.0,2198.0
911.0,2021,639500.0,1923.0,1961.0
912.0,2021,639800.0,2458.0,1310.0
913.0,2021,514200.0,2432.0,850.0
914.0,2021,395600.0,2093.0,1150.0
915.0,2021,584600.0,2563.0,1293.0
916.0,2021,496900.0,1950.0,1428.0
917.0,2021,538800.0,2639.0,1720.0
918.0,2021,466300.0,2033.0,1548.0
919.0,2021,509100.0,2125.0,1468.0
920.0,2021,447900.0,2574.0,1690.0
921.01,2021,556700.0,2365.0,1631.0
922.0,2021,669100.0,2446.0,1473.0
923.0,2021,460700.0,2506.0,1485.0
924.0,2021,390200.0,2592.0,1067.0
1001.0,2021,350800.0,1952.0,1558.0
1002.0,2021,466400.0,2462.0,1745.0
1003.0,2021,468000.0,2349.0,1889.0
1004.0,2021,465800.0,2515.0,1691.0
1005.0,2021,574700.0,3008.0,1607.0
1006.01,2021,431500.0,2264.0,2001.0
1006.03,2021,601400.0,2773.0,1947.0
1007.0,2021,616800.0,2670.0,1504.0
1008.0,2021,554700.0,2562.0,1538.0
